AÑO,MES,DEPARTAMENTO,PROVINCIA,DISTRITO,PRODUCTO,SIEMBRA,COSECHA,PRODUCCION,PRECIO_CHACRA
2020,10,AMAZONAS,CHACHAPOYAS,QUINJALCA,Yungay,5.0,0.0,0.0,0.0
2020,10,LIMA,YAUYOS,LINCHA,Canchan-INIA,0.0,0.0,0.0,0.0
2021,4,AMAZONAS,LUYA,MARIA,Canchan-INIA,0.0,2.0,39.0,0.67
2021,12,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Yungay,1.0,0.0,0.0,0.0
2022,6,AMAZONAS,CHACHAPOYAS,SOLOCO,Yungay,0.0,2.0,34.0,2.2
2022,5,AMAZONAS,LUYA,PISUQUIA,Huayro,0.0,1.0,17.0,1.57
2022,11,AMAZONAS,LUYA,COCABAMBA,Huayro,3.0,0.0,0.0,0.0
2023,1,AMAZONAS,LUYA,COCABAMBA,Yungay,0.0,0.0,0.0,0.0
2023,4,APURIMAC,GRAU,VILCABAMBA,Canchan-INIA,0.0,0.0,0.0,0.0
2023,7,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Amarilis-INIA,2.0,0.0,0.0,0.0
2015,11,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Yungay,0.0,2.0,30.0,1.82
2015,6,AMAZONAS,CHACHAPOYAS,SONCHE,Yungay,0.0,0.0,0.0,0.0
2015,8,AMAZONAS,LUYA,CONILA,Canchan-INIA,0.0,2.0,37.0,0.88
2015,2,AMAZONAS,LUYA,MARIA,Yungay,0.0,0.0,0.0,0.0
2015,10,AMAZONAS,LUYA,TINGO,Yungay,2.0,0.0,0.0,0.0
2015,7,HUANCAVELICA,TAYACAJA,SALCABAMBA,Canchan-INIA,0.0,0.0,0.0,0.0
2015,9,HUANCAVELICA,TAYACAJA,SURCUBAMBA,Canchan-INIA,0.0,0.0,0.0,0.0
2015,11,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Yungay,0.0,0.0,0.0,0.0
2016,5,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Yungay,1.0,0.0,0.0,0.0
2016,11,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,Yungay,82.0,0.0,0.0,0.0
2016,6,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,Yungay,0.0,0.0,0.0,0.0
2016,6,HUANCAVELICA,TAYACAJA,COLCABAMBA,Canchan-INIA,70.0,28.0,344.4,0.45
2016,6,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Perricholi,0.0,52.0,676.0,0.45
2017,6,AMAZONAS,CHACHAPOYAS,MAGDALENA,Yungay,1.0,0.0,0.0,0.0
2017,1,AMAZONAS,LUYA,COLCAMAR,Yungay,0.0,0.0,0.0,0.0
2017,5,AMAZONAS,CHACHAPOYAS,SOLOCO,Amarilis-INIA,1.0,0.0,0.0,0.0
2017,10,AMAZONAS,CHACHAPOYAS,CHETO,Amarilis-INIA,0.0,1.0,16.0,0.6
2017,6,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Yungay,0.0,68.0,850.0,0.4
2017,7,HUANCAVELICA,TAYACAJA,ANDAYMARCA,Canchan-INIA,5.0,0.0,0.0,0.0
2017,11,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,Yungay,0.0,0.0,0.0,0.0
2017,10,HUANCAVELICA,ACOBAMBA,ANTA,Yungay,10.0,0.0,0.0,0.0
2018,3,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,Huayro,9.0,0.0,0.0,0.0
2018,4,AMAZONAS,CHACHAPOYAS,BALSAS,Yungay,4.0,0.0,0.0,0.0
2018,5,AMAZONAS,CHACHAPOYAS,BALSAS,Huayro,0.0,0.0,0.0,0.0
2018,10,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Yungay,110.0,0.0,0.0,0.0
2018,1,HUANCAVELICA,ACOBAMBA,ROSARIO,Canchan-INIA,0.0,0.0,0.0,0.0
2018,5,HUANCAVELICA,ACOBAMBA,ANTA,Yungay,0.0,124.0,1457.0,0.45
2018,3,HUANCAVELICA,HUAYTARA,LARAMARCA,Canchan-INIA,0.0,0.0,0.0,0.0
2019,4,AMAZONAS,LUYA,SAN CRISTOBAL,Huayro,6.0,3.0,60.0,1.4
2019,4,AMAZONAS,LUYA,LUYA,Yungay,0.0,11.0,247.3,1.4
2019,12,AMAZONAS,LUYA,TINGO,Canchan-INIA,2.0,0.0,0.0,0.0
2019,4,AMAZONAS,CHACHAPOYAS,SOLOCO,Amarilis-INIA,5.0,2.0,33.6,1.0
2019,6,AMAZONAS,CHACHAPOYAS,SOLOCO,Yungay,0.0,0.0,0.0,0.0
2019,5,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,Amarilis-INIA,0.0,1.0,16.8,1.1
2019,6,HUANCAVELICA,TAYACAJA,HUARIBAMBA,Yungay,0.0,20.0,240.0,0.78
2019,11,HUANCAVELICA,TAYACAJA,SALCAHUASI,Canchan-INIA,0.0,10.0,110.0,0.8
2019,6,HUANCAVELICA,TAYACAJA,COLCABAMBA,Perricholi,0.0,30.0,474.0,0.87
2019,3,HUANCAVELICA,ACOBAMBA,ANTA,Yungay,0.0,0.0,0.0,0.0
2019,6,HUANCAVELICA,ACOBAMBA,ANTA,Amarilis-INIA,0.0,20.0,215.0,0.82
2020,2,AMAZONAS,LUYA,COLCAMAR,Huayro,15.0,0.0,0.0,0.0
2020,1,AMAZONAS,LUYA,LUYA VIEJO,Canchan-INIA,3.0,0.0,0.0,0.0
2020,12,AMAZONAS,LUYA,COLCAMAR,Huayro,4.0,0.0,0.0,0.0
2020,11,AMAZONAS,CHACHAPOYAS,CHETO,Huayro,8.0,15.0,285.0,1.2
2020,4,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,Huayro,10.0,0.0,0.0,0.0
2021,7,LIMA,CAÑETE,IMPERIAL,UNICA,4.0,5.0,125.0,0.45
2021,11,AMAZONAS,CHACHAPOYAS,BALSAS,Huayro,1.0,0.0,0.0,0.0
2022,8,AMAZONAS,CHACHAPOYAS,SOLOCO,Amarilis-INIA,1.0,0.0,0.0,0.0
2022,5,AMAZONAS,LUYA,SAN JERONIMO,Huayro,0.0,1.0,20.0,1.5
2022,5,AMAZONAS,CHACHAPOYAS,ASUNCION,Huayro,4.0,0.0,0.0,0.0
2022,4,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Yungay,0.0,1.0,17.0,1.3
2022,10,AMAZONAS,CHACHAPOYAS,SONCHE,Huayro,0.0,0.0,0.0,0.0
2022,10,AMAZONAS,CHACHAPOYAS,HUANCAS,Huayro,3.0,0.0,0.0,0.0
2022,11,APURIMAC,GRAU,VIRUNDO,Canchan-INIA,5.0,0.0,0.0,0.0
2023,4,AMAZONAS,LUYA,SANTA CATALINA,Amarilis-INIA,0.0,3.0,60.0,1.6
2023,4,AMAZONAS,LUYA,SANTO TOMAS,Amarilis-INIA,0.0,6.0,90.0,1.6
2023,1,AMAZONAS,LUYA,SAN CRISTOBAL,Huayro,1.0,0.0,0.0,0.0
2023,2,AMAZONAS,LUYA,TRITA,Amarilis-INIA,1.0,1.0,15.0,2.0
2023,1,AMAZONAS,LUYA,LONYA CHICO,Yungay,0.0,0.0,0.0,0.0
2023,1,AMAZONAS,CHACHAPOYAS,LA JALCA,Yungay,0.0,2.0,35.0,2.3
2023,3,APURIMAC,GRAU,VILCABAMBA,Canchan-INIA,0.0,0.0,0.0,0.0
2015,12,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Huayro,0.0,0.0,0.0,0.0
2015,1,AMAZONAS,LUYA,TRITA,Huayro,18.0,0.0,0.0,0.0
2015,7,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,Canchan-INIA,0.0,20.8,227.0,0.45
2015,6,HUANCAVELICA,TAYACAJA,PAMPAS,Yungay,0.0,29.0,307.0,0.4
2015,5,HUANCAVELICA,HUAYTARA,QUITO-ARMA,Perricholi,0.0,0.0,0.0,0.0
2015,3,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Canchan-INIA,0.0,4.0,44.0,0.7
2016,6,AMAZONAS,CHACHAPOYAS,GRANADA,Huayro,2.0,0.0,0.0,0.0
2016,2,AMAZONAS,CHACHAPOYAS,QUINJALCA,Huayro,0.0,6.0,102.0,1.5
2016,5,HUANCAVELICA,HUANCAVELICA,ACORIA,Yungay,0.0,38.0,494.0,0.45
2016,3,HUANCAVELICA,TAYACAJA,PAMPAS,Canchan-INIA,56.0,0.0,0.0,0.0
2017,1,AMAZONAS,CHACHAPOYAS,MAGDALENA,Yungay,0.0,1.0,15.4,1.0
2017,1,AMAZONAS,LUYA,LUYA VIEJO,Canchan-INIA,3.0,1.0,19.0,1.1
2017,8,HUANCAVELICA,TAYACAJA,AHUAYCHA,Yungay,4.0,0.0,0.0,0.0
2017,10,HUANCAVELICA,TAYACAJA,HUARIBAMBA,Canchan-INIA,1.0,2.0,24.0,0.5
2018,8,AMAZONAS,LUYA,TINGO,Canchan-INIA,0.0,0.5,10.5,0.79
2018,11,AMAZONAS,LUYA,LUYA,Yungay,11.0,0.0,0.0,0.0
2018,11,AMAZONAS,CHACHAPOYAS,SOLOCO,Huayro,12.0,42.0,751.8,1.6
2018,12,AMAZONAS,LUYA,CONILA,Yungay,7.0,0.0,0.0,0.0
2018,4,AMAZONAS,LUYA,MARIA,Canchan-INIA,2.0,5.0,92.5,0.7
2018,6,AMAZONAS,CHACHAPOYAS,GRANADA,Huayro,3.0,0.0,0.0,0.0
2018,8,AMAZONAS,CHACHAPOYAS,HUANCAS,Yungay,0.5,1.0,18.0,1.2
2018,12,APURIMAC,GRAU,PROGRESO,Canchan-INIA,0.0,0.0,0.0,0.0
2018,8,HUANCAVELICA,TAYACAJA,QUICHUAS,Perricholi,0.0,28.0,462.0,0.68
2018,1,HUANCAVELICA,ACOBAMBA,MARCAS,Yungay,0.0,0.0,0.0,0.0
2018,1,HUANCAVELICA,ACOBAMBA,PAUCARA,Canchan-INIA,0.0,0.0,0.0,0.0
2019,8,AMAZONAS,LUYA,LONGUITA,Amarilis-INIA,0.0,1.0,20.7,1.1
2019,6,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,Yungay,0.0,0.0,0.0,0.0
2019,12,AMAZONAS,CHACHAPOYAS,LEVANTO,Amarilis-INIA,0.0,0.0,0.0,0.0
2020,3,AMAZONAS,LUYA,LONYA CHICO,Yungay,0.0,4.0,88.0,1.3
2020,4,AMAZONAS,LUYA,LUYA,Canchan-INIA,2.0,12.0,240.0,1.0
2020,5,AMAZONAS,LUYA,SANTO TOMAS,Huayro,0.0,0.0,0.0,0.0
2020,6,AMAZONAS,CHACHAPOYAS,MAGDALENA,Yungay,2.0,0.0,0.0,0.0
2020,3,AMAZONAS,LUYA,TRITA,Yungay,0.0,8.0,120.0,0.9
2020,12,AMAZONAS,CHACHAPOYAS,QUINJALCA,Amarilis-INIA,0.0,0.0,0.0,0.0
2021,4,AMAZONAS,LUYA,TINGO,Huayro,0.0,6.0,96.0,0.77
2021,2,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,Yungay,3.0,0.0,0.0,0.0
2021,10,APURIMAC,ANTABAMBA,OROPESA,Canchan-INIA,4.0,0.0,0.0,0.0
2022,1,AMAZONAS,CHACHAPOYAS,ASUNCION,Huayro,0.0,5.0,86.0,1.5
2022,3,AMAZONAS,LUYA,LONYA CHICO,Canchan-INIA,1.0,1.0,18.0,1.55
2022,2,APURIMAC,COTABAMBAS,COYLLURQUI,Canchan-INIA,0.0,0.0,0.0,0.0
2022,4,AMAZONAS,LUYA,CONILA,Huayro,15.0,2.0,40.0,1.7
2022,6,AMAZONAS,CHACHAPOYAS,QUINJALCA,Huayro,0.0,2.0,34.1,2.8
2022,10,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Yungay,0.5,0.0,0.0,0.0
2022,12,LIMA,CAÑETE,IMPERIAL,UNICA,0.0,11.0,275.0,1.8
2023,3,AMAZONAS,LUYA,MARIA,Huayro,1.0,2.0,40.0,1.9
2023,8,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Huayro,2.0,3.0,54.0,1.1
2023,10,AMAZONAS,LUYA,SANTA CATALINA,Amarilis-INIA,1.0,0.0,0.0,0.0
2015,3,AMAZONAS,CHACHAPOYAS,LA JALCA,Huayro,18.0,0.0,0.0,0.0
2015,5,AMAZONAS,LUYA,INGUILPATA,Huayro,0.0,1.0,16.9,0.9
2015,1,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,Perricholi,0.0,0.0,0.0,0.0
2015,8,HUANCAVELICA,TAYACAJA,SURCUBAMBA,Perricholi,0.0,3.0,32.0,0.6
2015,6,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,Canchan-INIA,0.0,0.0,0.0,0.0
2015,3,HUANCAVELICA,HUAYTARA,QUERCO,Canchan-INIA,0.0,2.1,22.0,0.5
2016,2,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Huayro,0.0,5.0,80.0,1.82
2016,2,HUANCAVELICA,HUAYTARA,AYAVI,Perricholi,0.0,0.0,0.0,0.0
2016,7,HUANCAVELICA,TAYACAJA,ACRAQUIA,Yungay,0.0,0.0,0.0,0.0
2016,3,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,Canchan-INIA,0.0,3.0,37.5,0.45
2017,2,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Yungay,0.0,0.0,0.0,0.0
2017,5,AMAZONAS,CHACHAPOYAS,ASUNCION,Yungay,4.0,0.0,0.0,0.0
2017,5,HUANCAVELICA,TAYACAJA,SALCABAMBA,Canchan-INIA,20.0,5.0,55.0,0.4
2017,10,HUANCAVELICA,TAYACAJA,QUICHUAS,Canchan-INIA,0.0,16.0,240.0,0.5
2018,5,AMAZONAS,CHACHAPOYAS,SOLOCO,Yungay,4.0,5.0,93.0,1.1
2018,1,AMAZONAS,LUYA,LAMUD,Yungay,0.0,0.0,0.0,0.0
2018,10,AMAZONAS,CHACHAPOYAS,MAGDALENA,Huayro,0.0,0.0,0.0,0.0
2018,10,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Yungay,0.0,0.0,0.0,0.0
2018,4,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,Yungay,0.0,25.0,325.0,0.45
2018,12,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,Canchan-INIA,126.0,0.0,0.0,0.0
2018,10,HUANCAVELICA,TAYACAJA,QUISHUAR,Canchan-INIA,7.0,0.0,0.0,0.0
2018,4,HUANCAVELICA,ACOBAMBA,PAUCARA,Canchan-INIA,0.0,67.0,715.0,0.45
2019,4,AMAZONAS,LUYA,SAN JERONIMO,Huayro,5.0,5.0,100.0,1.4
2019,4,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,Yungay,0.0,72.0,885.5,0.7
2019,8,HUANCAVELICA,ACOBAMBA,ROSARIO,Yungay,0.0,18.0,187.2,0.8
2020,8,AMAZONAS,CHACHAPOYAS,BALSAS,Yungay,0.0,2.0,34.0,0.6
2020,5,AMAZONAS,CHACHAPOYAS,SONCHE,Amarilis-INIA,1.0,0.0,0.0,0.0
2020,7,AMAZONAS,CHACHAPOYAS,SONCHE,Huayro,0.0,2.0,34.0,1.5
2020,8,AMAZONAS,CHACHAPOYAS,SONCHE,Yungay,0.0,0.0,0.0,0.0
2021,4,LIMA,YAUYOS,TUPE,Canchan-INIA,0.0,2.0,22.6,1.4
2021,7,AMAZONAS,CHACHAPOYAS,CHETO,Huayro,0.0,5.0,88.0,1.3
2021,9,APURIMAC,COTABAMBAS,COTABAMBAS,Canchan-INIA,9.0,0.0,0.0,0.0
2021,12,AMAZONAS,LUYA,CONILA,Yungay,4.0,0.0,0.0,0.0
2021,12,AMAZONAS,LUYA,LUYA,Huayro,6.0,1.0,20.0,1.35
2022,1,AMAZONAS,LUYA,TRITA,Amarilis-INIA,3.0,0.0,0.0,0.0
2022,5,AMAZONAS,LUYA,SANTA CATALINA,Yungay,0.0,3.0,63.0,1.56
2022,7,AMAZONAS,LUYA,LAMUD,Canchan-INIA,0.0,2.0,39.0,1.78
2022,4,AMAZONAS,CHACHAPOYAS,GRANADA,Amarilis-INIA,5.0,0.0,0.0,0.0
2022,9,AMAZONAS,LUYA,TINGO,Huayro,1.0,3.0,48.0,2.23
2022,10,AMAZONAS,CHACHAPOYAS,SOLOCO,Yungay,0.0,0.0,0.0,0.0
2022,10,AMAZONAS,LUYA,SAN CRISTOBAL,Yungay,1.0,0.0,0.0,0.0
2023,4,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Huayro,4.0,4.0,68.0,1.3
2023,2,AMAZONAS,LUYA,SAN CRISTOBAL,Yungay,0.0,0.0,0.0,0.0
2023,8,AMAZONAS,CHACHAPOYAS,OLLEROS,Amarilis-INIA,2.0,2.0,35.4,0.79
2023,8,AMAZONAS,LUYA,MARIA,Canchan-INIA,0.0,4.0,78.0,1.15
2023,10,AMAZONAS,LUYA,LUYA,Canchan-INIA,4.0,2.0,40.0,1.1
2023,9,LIMA,CAÑETE,QUILMANA,UNICA,0.0,7.0,175.0,0.6
2015,1,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Huayro,0.0,2.0,28.0,0.7
2015,12,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Yungay,0.0,1.0,16.0,1.82
2015,6,AMAZONAS,CHACHAPOYAS,QUINJALCA,Yungay,3.0,2.0,36.0,0.95
2015,8,AMAZONAS,CHACHAPOYAS,QUINJALCA,Yungay,0.0,0.0,0.0,0.0
2015,6,AMAZONAS,LUYA,LONYA CHICO,Huayro,0.0,6.0,114.0,0.92
2015,6,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,Huayro,0.0,14.0,260.4,0.9
2015,3,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,Canchan-INIA,0.0,3.2,34.0,0.6
2015,2,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,Yungay,0.0,0.0,0.0,0.0
2015,9,HUANCAVELICA,HUAYTARA,TAMBO,Perricholi,4.0,0.0,0.0,0.0
2015,12,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,Perricholi,0.0,0.0,0.0,0.0
2016,8,AMAZONAS,CHACHAPOYAS,QUINJALCA,Huayro,5.0,4.0,72.0,1.3
2016,7,AMAZONAS,LUYA,MARIA,Canchan-INIA,0.0,1.0,19.0,0.85
2016,3,HUANCAVELICA,HUAYTARA,HUAYTARA,Canchan-INIA,0.0,2.0,21.0,0.45
2016,2,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,Perricholi,0.0,0.0,0.0,0.0
2016,6,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,Perricholi,0.0,28.0,392.0,0.6
2017,8,AMAZONAS,CHACHAPOYAS,BALSAS,Yungay,0.0,2.0,31.0,1.4
2017,7,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Amarilis-INIA,0.0,4.0,59.0,0.9
2017,7,AMAZONAS,LUYA,LAMUD,Huayro,0.0,4.0,80.0,0.9
2017,10,AMAZONAS,CHACHAPOYAS,QUINJALCA,Huayro,8.0,10.0,186.0,0.8
2017,12,AMAZONAS,CHACHAPOYAS,LEVANTO,Huayro,0.0,0.0,0.0,0.0
2017,1,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,Huayro,1.0,1.0,15.4,1.1
2017,7,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,Canchan-INIA,0.0,0.0,0.0,0.0
2017,11,HUANCAVELICA,HUAYTARA,HUAYTARA,Canchan-INIA,45.0,0.0,0.0,0.0
2017,2,HUANCAVELICA,TAYACAJA,QUICHUAS,Canchan-INIA,0.0,20.0,280.0,0.55
2018,8,AMAZONAS,LUYA,LAMUD,Huayro,0.0,2.0,40.0,1.1
2018,12,AMAZONAS,CHACHAPOYAS,OLLEROS,Huayro,0.0,0.0,0.0,0.0
2018,11,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Yungay,0.0,0.0,0.0,0.0
2018,5,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,Huayro,0.0,1.0,16.0,1.2
2019,11,AMAZONAS,LUYA,LUYA,Yungay,10.0,0.0,0.0,0.0
2019,8,AMAZONAS,LUYA,CONILA,Canchan-INIA,0.0,2.0,40.0,1.24
2019,2,AMAZONAS,CHACHAPOYAS,OLLEROS,Yungay,0.0,0.0,0.0,0.0
2019,11,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Amarilis-INIA,0.0,0.0,0.0,0.0
2019,4,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,Canchan-INIA,0.0,68.0,850.0,0.75
2020,6,AMAZONAS,CHACHAPOYAS,BALSAS,Huayro,0.0,2.0,37.0,0.96
2020,6,AMAZONAS,LUYA,MARIA,Yungay,0.0,1.0,15.0,1.0
2020,8,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,Yungay,0.0,2.0,34.8,0.68
2020,11,APURIMAC,GRAU,VIRUNDO,Canchan-INIA,0.0,0.0,0.0,0.0
2021,3,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,Canchan-INIA,0.0,1.0,9.0,1.2
2021,5,LIMA,HUAROCHIRI,LAHUAYTAMBO,Yungay,0.0,4.0,32.0,1.1
2021,5,LIMA,CAÑETE,IMPERIAL,UNICA,30.0,0.0,0.0,0.0
2022,8,AMAZONAS,CHACHAPOYAS,CHETO,Huayro,0.0,23.0,395.6,2.4
2022,10,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Amarilis-INIA,10.0,0.0,0.0,0.0
2022,11,AMAZONAS,LUYA,MARIA,Huayro,16.0,1.0,20.0,2.27
2022,12,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,Amarilis-INIA,2.0,0.0,0.0,0.0
2023,5,AMAZONAS,LUYA,TINGO,Huayro,1.0,13.0,208.0,1.1
2023,4,AMAZONAS,CHACHAPOYAS,BALSAS,Huayro,12.0,2.0,36.0,1.3
2023,1,AMAZONAS,CHACHAPOYAS,CHETO,Yungay,0.0,4.0,72.0,2.3
2023,2,AMAZONAS,LUYA,TRITA,Canchan-INIA,5.0,2.0,40.0,2.1
2015,9,AMAZONAS,CHACHAPOYAS,QUINJALCA,Yungay,3.0,4.0,70.0,1.2
2015,4,AMAZONAS,LUYA,LAMUD,Canchan-INIA,1.0,4.0,76.0,0.9
2015,5,AMAZONAS,LUYA,SANTA CATALINA,Yungay,0.0,3.0,57.0,0.92
2015,11,HUANCAVELICA,TAYACAJA,COLCABAMBA,Yungay,198.0,34.0,450.0,1.4
2015,1,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,Canchan-INIA,0.0,0.0,0.0,0.0
2015,6,HUANCAVELICA,TAYACAJA,QUISHUAR,Yungay,0.0,9.0,96.0,0.45
2015,2,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,Yungay,0.0,0.0,0.0,0.0
2016,1,AMAZONAS,CHACHAPOYAS,LA JALCA,Yungay,3.0,4.0,60.8,1.59
2016,3,HUANCAVELICA,HUAYTARA,CORDOVA,Canchan-INIA,0.0,3.0,32.0,0.45
2016,3,HUANCAVELICA,TAYACAJA,COLCABAMBA,Canchan-INIA,0.0,101.0,1515.0,0.5
2016,4,HUANCAVELICA,TAYACAJA,PAZOS,Yungay,0.0,72.0,864.0,0.45
2017,1,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Huayro,1.0,2.0,32.0,1.0
2017,9,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Huayro,0.0,16.0,246.0,0.8
2017,7,AMAZONAS,LUYA,SAN CRISTOBAL,Huayro,0.0,7.0,131.53,0.9
2017,5,AMAZONAS,LUYA,SANTO TOMAS,Huayro,0.0,35.0,700.0,0.7
2017,3,AMAZONAS,LUYA,TINGO,Canchan-INIA,1.0,0.5,10.4,0.8
2017,12,AMAZONAS,LUYA,LONYA CHICO,Huayro,2.0,0.0,0.0,0.0
2017,11,AMAZONAS,LUYA,LUYA,Yungay,13.0,0.0,0.0,0.0
2017,2,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,Huayro,9.0,0.0,0.0,0.0
2017,12,AMAZONAS,LUYA,MARIA,Yungay,2.0,0.0,0.0,0.0
2017,10,HUANCAVELICA,TAYACAJA,SURCUBAMBA,Yungay,37.0,0.0,0.0,0.0
2017,1,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,Yungay,0.0,0.0,0.0,0.0
2017,6,HUANCAVELICA,TAYACAJA,ANDAYMARCA,Yungay,6.0,4.0,50.0,0.4
2017,6,HUANCAVELICA,TAYACAJA,SALCAHUASI,Yungay,0.0,25.0,280.0,0.4
2017,1,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,Canchan-INIA,0.0,0.0,0.0,0.0
2018,8,AMAZONAS,CHACHAPOYAS,SONCHE,Huayro,0.0,1.0,17.0,1.0
2018,5,AMAZONAS,CHACHAPOYAS,OLLEROS,Yungay,1.0,2.0,38.0,1.3
2018,4,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,Huayro,0.0,0.0,0.0,0.0
2018,6,HUANCAVELICA,TAYACAJA,HUARIBAMBA,Yungay,0.0,21.0,235.2,0.48
2018,2,HUANCAVELICA,TAYACAJA,COLCABAMBA,Perricholi,29.0,7.0,110.6,0.41
2018,12,HUANCAVELICA,TAYACAJA,SALCAHUASI,Yungay,0.0,34.0,359.0,0.8
2018,9,HUANCAVELICA,TAYACAJA,QUICHUAS,Yungay,70.0,0.0,0.0,0.0
2019,2,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,Amarilis-INIA,0.5,0.0,0.0,0.0
2019,10,AMAZONAS,CHACHAPOYAS,OLLEROS,Amarilis-INIA,3.0,2.0,33.6,1.5
2019,5,HUANCAVELICA,TAYACAJA,SALCAHUASI,Yungay,25.0,0.0,0.0,0.0
2020,6,AMAZONAS,LUYA,SANTO TOMAS,Canchan-INIA,0.0,0.0,0.0,0.0
2020,9,AMAZONAS,LUYA,CONILA,Yungay,1.0,0.0,0.0,0.0
2020,1,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,Huayro,7.0,0.0,0.0,0.0
2020,12,LIMA,YAUYOS,TUPE,Yungay,0.0,0.0,0.0,0.0
2020,3,APURIMAC,GRAU,TURPAY,Canchan-INIA,0.0,0.0,0.0,0.0
2020,11,LIMA,YAUYOS,CATAHUASI,Canchan-INIA,2.0,0.0,0.0,0.0
2021,5,AMAZONAS,LUYA,LONYA CHICO,Huayro,0.0,2.0,40.0,1.15
2021,4,AMAZONAS,LUYA,SAN CRISTOBAL,Huayro,0.0,1.0,19.5,0.75
2021,1,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,Amarilis-INIA,0.0,2.0,34.0,0.38
2021,8,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,Huayro,2.0,6.0,98.0,1.4
2021,11,AMAZONAS,CHACHAPOYAS,GRANADA,Yungay,2.0,0.0,0.0,0.0
2022,1,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Huayro,0.0,5.0,87.0,1.6
2022,1,AMAZONAS,LUYA,LONGUITA,Yungay,1.0,1.0,22.0,1.35
2022,4,AMAZONAS,LUYA,INGUILPATA,Huayro,0.0,2.0,40.0,1.7
2022,7,AMAZONAS,CHACHAPOYAS,LEVANTO,Huayro,7.0,30.0,520.0,2.4
2022,6,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,Amarilis-INIA,2.0,1.0,17.2,2.3
