AÑO,MES,DEPARTAMENTO,PROVINCIA,DISTRITO,PRODUCTO,SIEMBRA,COSECHA,PRODUCCION,PRECIO_CHACRA
2015,8,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,Huayro,0.0,7.0,136.5,0.87
2015,2,AMAZONAS,LUYA,LAMUD,Canchan-INIA,3.0,0.0,0.0,0.0
2015,2,AMAZONAS,LUYA,LAMUD,Yungay,0.0,0.0,0.0,0.0
2015,2,AMAZONAS,LUYA,SANTA CATALINA,Huayro,10.0,0.0,0.0,0.0
2015,3,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,Canchan-INIA,0.0,4.0,41.7,0.6
2015,11,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Perricholi,0.0,0.0,0.0,0.0
2016,12,AMAZONAS,CHACHAPOYAS,SOLOCO,Amarilis-INIA,0.0,0.0,0.0,0.0
2016,11,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Amarilis-INIA,0.0,0.0,0.0,0.0
2016,9,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,Yungay,0.0,1.0,15.2,1.42
2016,4,AMAZONAS,LUYA,SANTO TOMAS,Huayro,22.0,30.0,561.0,0.86
2016,6,HUANCAVELICA,HUAYTARA,QUITO-ARMA,Yungay,0.0,4.0,45.0,0.5
2017,4,AMAZONAS,CHACHAPOYAS,SONCHE,Amarilis-INIA,0.0,0.0,0.0,0.0
2017,12,HUANCAVELICA,TAYACAJA,PAZOS,Perricholi,0.0,0.0,0.0,0.0
2017,9,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,Canchan-INIA,45.0,0.0,0.0,0.0
2017,5,HUANCAVELICA,TAYACAJA,HUARIBAMBA,Yungay,6.0,25.0,300.0,0.4
2018,6,AMAZONAS,CHACHAPOYAS,CHETO,Amarilis-INIA,0.0,0.0,0.0,0.0
2018,2,HUANCAVELICA,TAYACAJA,QUISHUAR,Perricholi,0.0,3.0,38.0,0.45
2018,12,HUANCAVELICA,ACOBAMBA,ROSARIO,Yungay,20.0,0.0,0.0,0.0
2019,7,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Yungay,4.0,0.0,0.0,0.0
2019,9,AMAZONAS,CHACHAPOYAS,LEVANTO,Yungay,0.0,10.0,179.0,1.57
2019,1,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Huayro,0.0,4.0,72.0,1.6
2019,1,APURIMAC,GRAU,SAN ANTONIO,Canchan-INIA,0.0,0.0,0.0,0.0
2019,1,HUANCAVELICA,TAYACAJA,SALCABAMBA,Yungay,0.0,0.0,0.0,0.0
2020,2,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,Huayro,3.0,0.0,0.0,0.0
2020,3,AMAZONAS,CHACHAPOYAS,LEVANTO,Yungay,16.0,0.0,0.0,0.0
2020,12,AMAZONAS,CHACHAPOYAS,LEVANTO,Huayro,0.0,10.0,180.0,0.52
2020,2,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Yungay,2.0,0.0,0.0,0.0
2020,1,AMAZONAS,LUYA,LAMUD,Canchan-INIA,3.0,0.0,0.0,0.0
2021,5,AMAZONAS,CHACHAPOYAS,SONCHE,Yungay,0.0,0.0,0.0,0.0
2021,3,AMAZONAS,CHACHAPOYAS,BALSAS,Yungay,3.0,0.0,0.0,0.0
2021,4,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,Yungay,5.0,2.0,35.0,0.6
2021,6,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Huayro,3.0,2.0,35.0,1.2
2021,11,AMAZONAS,CHACHAPOYAS,OLLEROS,Yungay,1.0,0.0,0.0,0.0
2021,9,LIMA,CAÑETE,SAN LUIS,UNICA,3.0,4.0,96.0,0.45
2021,12,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,Huayro,0.0,0.0,0.0,0.0
2022,2,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Huayro,4.0,2.0,35.0,1.5
2022,2,APURIMAC,GRAU,PROGRESO,Canchan-INIA,0.0,0.0,0.0,0.0
2022,5,LIMA,YAUYOS,VIÑAC,Canchan-INIA,0.0,2.0,21.5,1.2
2023,4,AMAZONAS,LUYA,TINGO,Canchan-INIA,1.0,5.0,67.5,1.1
2023,5,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Yungay,0.0,1.0,17.3,0.65
2023,6,AMAZONAS,LUYA,LONGUITA,Yungay,0.0,7.0,154.0,0.8
2023,1,AMAZONAS,CHACHAPOYAS,SONCHE,Yungay,0.0,1.0,17.6,2.1
2023,4,LIMA,YAUYOS,VIÑAC,Canchan-INIA,0.0,3.0,22.8,1.5
2023,1,LIMA,YAUYOS,CACRA,Canchan-INIA,0.0,0.0,0.0,0.0
2023,7,AMAZONAS,LUYA,LONYA CHICO,Canchan-INIA,0.0,0.0,0.0,0.0
2023,9,AMAZONAS,LUYA,LAMUD,Yungay,1.0,3.0,66.0,1.0
2023,9,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,Amarilis-INIA,0.0,5.0,86.0,0.99
2015,4,AMAZONAS,CHACHAPOYAS,OLLEROS,Yungay,5.0,1.0,15.0,0.92
2015,2,AMAZONAS,CHACHAPOYAS,SOLOCO,Huayro,7.0,15.0,240.0,1.0
2015,12,AMAZONAS,LUYA,MARIA,Huayro,4.0,0.0,0.0,0.0
2015,4,AMAZONAS,LUYA,LAMUD,Yungay,0.0,19.0,353.4,0.8
2015,3,HUANCAVELICA,TAYACAJA,PAZOS,Perricholi,0.0,12.0,128.0,0.7
2015,7,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Canchan-INIA,0.0,26.0,275.0,0.45
2015,11,HUANCAVELICA,HUAYTARA,OCOYO,Yungay,0.0,0.0,0.0,0.0
2015,2,HUANCAVELICA,HUAYTARA,QUERCO,Yungay,0.0,0.0,0.0,0.0
2015,10,HUANCAVELICA,TAYACAJA,AHUAYCHA,Perricholi,10.0,4.0,42.0,0.7
2016,10,AMAZONAS,CHACHAPOYAS,SONCHE,Yungay,1.0,2.0,32.0,1.6
2016,11,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Huayro,0.0,2.0,30.0,1.92
2016,2,AMAZONAS,LUYA,SANTO TOMAS,Canchan-INIA,5.0,0.0,0.0,0.0
2016,6,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,Perricholi,0.0,4.0,45.0,0.5
2016,3,HUANCAVELICA,TAYACAJA,COLCABAMBA,Perricholi,0.0,14.0,189.0,0.5
2016,12,HUANCAVELICA,TAYACAJA,HUARIBAMBA,Perricholi,0.0,0.0,0.0,0.0
2016,5,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,Perricholi,0.0,9.0,95.0,0.5
2016,11,HUANCAVELICA,TAYACAJA,PAZOS,Yungay,41.0,0.0,0.0,0.0
2016,7,HUANCAVELICA,TAYACAJA,SURCUBAMBA,Yungay,0.0,9.0,95.22,0.5
2016,11,HUANCAVELICA,TAYACAJA,QUISHUAR,Yungay,0.0,0.0,0.0,0.0
2017,6,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Huayro,1.0,0.0,0.0,0.0
2017,6,AMAZONAS,CHACHAPOYAS,OLLEROS,Yungay,0.0,0.0,0.0,0.0
2017,12,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,Amarilis-INIA,1.0,0.0,0.0,0.0
2017,5,AMAZONAS,LUYA,LUYA,Huayro,4.0,16.0,316.8,0.75
2017,3,AMAZONAS,LUYA,TRITA,Canchan-INIA,2.0,2.0,42.0,0.8
2017,12,HUANCAVELICA,TAYACAJA,PAMPAS,Yungay,0.0,0.0,0.0,0.0
2017,10,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,Yungay,15.0,0.0,0.0,0.0
2018,4,AMAZONAS,LUYA,COLCAMAR,Huayro,7.0,5.0,95.1,1.0
2018,5,AMAZONAS,LUYA,SAN JERONIMO,Yungay,0.0,2.0,44.0,0.6
2018,11,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,Huayro,0.0,0.0,0.0,0.0
2018,1,AMAZONAS,CHACHAPOYAS,ASUNCION,Amarilis-INIA,0.0,0.0,0.0,0.0
2018,9,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,Canchan-INIA,13.0,0.0,0.0,0.0
2018,4,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,Canchan-INIA,14.0,0.0,0.0,0.0
2018,6,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,Yungay,0.0,8.0,87.0,0.49
2018,2,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,Canchan-INIA,0.0,0.0,0.0,0.0
2018,10,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,Perricholi,3.0,0.0,0.0,0.0
2018,12,HUANCAVELICA,ACOBAMBA,ANTA,Canchan-INIA,0.0,0.0,0.0,0.0
2018,2,HUANCAVELICA,HUAYTARA,AYAVI,Canchan-INIA,0.0,0.0,0.0,0.0
2019,5,AMAZONAS,LUYA,LUYA VIEJO,Huayro,2.0,9.0,189.0,1.8
2019,1,AMAZONAS,LUYA,PROVIDENCIA,Huayro,3.0,0.0,0.0,0.0
2019,1,HUANCAVELICA,ACOBAMBA,ANTA,Canchan-INIA,0.0,0.0,0.0,0.0
2020,6,AMAZONAS,LUYA,LUYA,Yungay,0.0,7.0,140.0,0.8
2020,4,AMAZONAS,LUYA,COLCAMAR,Yungay,0.0,22.0,484.0,1.4
2020,4,AMAZONAS,LUYA,LUYA VIEJO,Huayro,2.0,11.0,220.0,1.0
2020,10,AMAZONAS,CHACHAPOYAS,LEVANTO,Huayro,2.0,16.0,305.0,0.58
2020,4,AMAZONAS,CHACHAPOYAS,MAGDALENA,Huayro,2.0,0.0,0.0,0.0
2020,8,LIMA,YAUYOS,AZANGARO,Canchan-INIA,7.0,0.0,0.0,0.0
2021,1,LIMA,YAUYOS,TUPE,Canchan-INIA,0.0,0.0,0.0,0.0
2021,4,LIMA,CAÑETE,IMPERIAL,UNICA,34.0,0.0,0.0,0.0
2021,2,LIMA,CAÑETE,NUEVO IMPERIAL,UNICA,0.0,19.0,456.0,0.6
2021,3,AMAZONAS,LUYA,SAN CRISTOBAL,Huayro,8.0,0.0,0.0,0.0
2021,2,AMAZONAS,LUYA,CONILA,Huayro,8.0,0.0,0.0,0.0
2021,4,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Amarilis-INIA,10.0,0.0,0.0,0.0
2021,10,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Yungay,0.0,2.0,34.0,1.4
2021,12,AMAZONAS,LUYA,LAMUD,Canchan-INIA,3.0,0.0,0.0,0.0
2021,12,AMAZONAS,CHACHAPOYAS,QUINJALCA,Yungay,0.0,0.0,0.0,0.0
2022,2,AMAZONAS,LUYA,SAN CRISTOBAL,Canchan-INIA,0.0,0.0,0.0,0.0
2022,9,AMAZONAS,CHACHAPOYAS,LA JALCA,Huayro,23.0,0.0,0.0,0.0
2022,8,AMAZONAS,LUYA,SANTA CATALINA,Canchan-INIA,0.0,1.0,16.0,1.87
2022,10,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,Huayro,1.0,1.0,17.3,2.8
2022,11,LIMA,CAÑETE,IMPERIAL,UNICA,0.0,22.0,550.0,1.8
2023,4,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Yungay,3.0,1.0,17.6,1.1
2023,2,AMAZONAS,LUYA,SANTA CATALINA,Huayro,1.0,2.0,40.0,2.1
2023,1,AMAZONAS,LUYA,CONILA,Amarilis-INIA,1.0,1.0,16.0,2.2
2023,3,AMAZONAS,CHACHAPOYAS,LA JALCA,Yungay,9.0,14.0,249.2,1.1
2023,3,APURIMAC,GRAU,SANTA ROSA,Canchan-INIA,0.0,0.0,0.0,0.0
2023,7,AMAZONAS,CHACHAPOYAS,QUINJALCA,Yungay,1.0,0.0,0.0,0.0
2023,10,AMAZONAS,CHACHAPOYAS,LA JALCA,Yungay,10.0,12.0,278.0,1.5
2015,9,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Huayro,3.0,0.0,0.0,0.0
2015,5,AMAZONAS,LUYA,LUYA VIEJO,Huayro,1.0,8.0,160.0,0.95
2015,1,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,Huayro,4.0,0.0,0.0,0.0
2015,6,AMAZONAS,LUYA,TINGO,Canchan-INIA,0.0,1.0,20.0,0.88
2015,5,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,Yungay,0.0,0.0,0.0,0.0
2016,4,AMAZONAS,CHACHAPOYAS,QUINJALCA,Amarilis-INIA,0.0,0.0,0.0,0.0
2016,5,AMAZONAS,CHACHAPOYAS,CHETO,Yungay,8.0,3.0,57.0,0.8
2016,6,AMAZONAS,LUYA,MARIA,Canchan-INIA,0.0,3.0,55.5,0.8
2016,2,AMAZONAS,LUYA,TINGO,Canchan-INIA,1.0,0.0,0.0,0.0
2016,4,AMAZONAS,LUYA,SANTA CATALINA,Yungay,0.0,3.0,60.0,0.7
2016,11,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,Yungay,49.0,0.0,0.0,0.0
2016,4,HUANCAVELICA,TAYACAJA,COLCABAMBA,Canchan-INIA,0.0,103.0,1133.0,0.45
2016,1,HUANCAVELICA,TAYACAJA,QUISHUAR,Yungay,0.0,0.0,0.0,0.0
2016,9,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Canchan-INIA,88.0,0.0,0.0,0.0
2017,6,AMAZONAS,LUYA,LONGUITA,Canchan-INIA,0.0,7.0,147.0,0.78
2017,3,AMAZONAS,CHACHAPOYAS,LA JALCA,Yungay,18.0,0.0,0.0,0.0
2017,8,AMAZONAS,LUYA,TRITA,Huayro,0.0,6.0,120.0,1.1
2017,1,HUANCAVELICA,TAYACAJA,ACRAQUIA,Canchan-INIA,0.0,3.0,33.9,0.8
2017,5,HUANCAVELICA,TAYACAJA,SALCABAMBA,Yungay,40.0,46.0,580.0,0.5
2017,8,HUANCAVELICA,TAYACAJA,QUICHUAS,Yungay,30.0,10.0,110.0,0.5
2017,12,HUANCAVELICA,TAYACAJA,PICHOS,Perricholi,0.0,0.0,0.0,0.0
2017,10,HUANCAVELICA,TAYACAJA,COLCABAMBA,Canchan-INIA,112.0,55.0,715.0,0.4
2018,3,AMAZONAS,LUYA,MARIA,Huayro,10.0,5.0,90.0,0.4
2018,7,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,Huayro,4.0,9.0,147.0,1.5
2018,11,APURIMAC,GRAU,PROGRESO,Canchan-INIA,15.0,0.0,0.0,0.0
2018,8,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,Yungay,8.0,0.0,0.0,0.0
2018,4,HUANCAVELICA,TAYACAJA,SALCABAMBA,Yungay,0.0,25.0,330.0,0.5
2018,4,HUANCAVELICA,HUAYTARA,TAMBO,Yungay,0.0,0.0,0.0,0.0
2018,5,HUANCAVELICA,HUAYTARA,HUAYTARA,Yungay,0.0,56.0,568.0,0.56
2019,10,AMAZONAS,LUYA,LUYA VIEJO,Amarilis-INIA,0.0,0.0,0.0,0.0
2019,6,AMAZONAS,LUYA,CAMPORREDONDO,Amarilis-INIA,0.0,2.0,40.6,1.0
2019,7,AMAZONAS,CHACHAPOYAS,LA JALCA,Huayro,2.0,5.0,89.0,1.37
2019,8,AMAZONAS,CHACHAPOYAS,BALSAS,Yungay,0.0,2.0,35.0,1.38
2019,7,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Amarilis-INIA,2.0,1.0,16.8,1.6
2019,1,APURIMAC,GRAU,PROGRESO,Canchan-INIA,0.0,0.0,0.0,0.0
2019,3,HUANCAVELICA,ACOBAMBA,PAUCARA,Canchan-INIA,0.0,0.0,0.0,0.0
2019,6,HUANCAVELICA,ACOBAMBA,ROSARIO,Yungay,0.0,42.0,567.0,0.81
2020,4,AMAZONAS,CHACHAPOYAS,BALSAS,Yungay,1.0,0.0,0.0,0.0
2020,2,AMAZONAS,LUYA,LAMUD,Canchan-INIA,4.0,0.0,0.0,0.0
2020,4,AMAZONAS,CHACHAPOYAS,ASUNCION,Huayro,3.0,6.0,110.4,0.9
2020,9,LIMA,CAÑETE,NUEVO IMPERIAL,UNICA,8.0,5.0,122.0,0.9
2020,8,LIMA,YAUYOS,CACRA,Canchan-INIA,3.0,0.0,0.0,0.0
2021,4,AMAZONAS,LUYA,CONILA,Huayro,13.0,3.0,60.0,0.71
2021,9,AMAZONAS,CHACHAPOYAS,CHETO,Amarilis-INIA,0.0,3.0,53.0,1.4
2021,12,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Amarilis-INIA,0.0,0.0,0.0,0.0
2022,2,AMAZONAS,LUYA,TINGO,Yungay,1.0,0.0,0.0,0.0
2022,11,APURIMAC,GRAU,MICAELA BASTIDAS,Canchan-INIA,3.0,0.0,0.0,0.0
2022,12,LIMA,YAUYOS,CHOCOS,Canchan-INIA,0.0,0.0,0.0,0.0
2022,11,AMAZONAS,CHACHAPOYAS,CHETO,Huayro,3.0,3.0,52.0,2.1
2022,11,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,Amarilis-INIA,1.0,0.0,0.0,0.0
2023,4,AMAZONAS,CHACHAPOYAS,SOLOCO,Yungay,0.0,3.0,51.0,1.1
2023,1,AMAZONAS,LUYA,TINGO,Canchan-INIA,2.0,0.0,0.0,0.0
2023,2,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Yungay,0.0,2.0,35.4,1.6
2023,1,AMAZONAS,LUYA,LUYA VIEJO,Yungay,0.0,1.0,22.0,2.2
2023,8,AMAZONAS,LUYA,LUYA,Yungay,0.0,5.0,100.0,1.1
2023,10,AMAZONAS,CHACHAPOYAS,HUANCAS,Yungay,2.0,3.0,58.0,1.3
2015,3,AMAZONAS,LUYA,CONILA,Yungay,0.0,28.0,506.8,0.85
2015,5,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,Canchan-INIA,0.0,6.0,63.0,0.5
2015,9,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,Canchan-INIA,0.0,0.0,0.0,0.0
2015,8,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,Canchan-INIA,0.0,3.0,31.0,0.5
2015,12,HUANCAVELICA,HUAYTARA,TAMBO,Canchan-INIA,0.0,0.0,0.0,0.0
2016,2,AMAZONAS,CHACHAPOYAS,SOLOCO,Huayro,5.0,12.0,204.0,1.5
2016,1,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,Yungay,0.0,1.0,15.0,1.68
2016,3,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Huayro,16.0,0.0,0.0,0.0
2016,6,AMAZONAS,LUYA,SANTO TOMAS,Canchan-INIA,0.0,5.0,100.55,0.84
2016,1,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,Canchan-INIA,0.0,8.0,83.0,1.0
2016,11,HUANCAVELICA,TAYACAJA,PAMPAS,Yungay,50.0,0.0,0.0,0.0
2016,7,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Perricholi,0.0,6.0,81.0,0.5
2016,3,HUANCAVELICA,TAYACAJA,QUISHUAR,Perricholi,0.0,2.0,21.0,0.5
2017,3,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Huayro,7.0,1.0,15.0,0.6
2017,6,AMAZONAS,LUYA,INGUILPATA,Huayro,0.0,1.0,19.2,0.8
2017,2,AMAZONAS,LUYA,SANTA CATALINA,Huayro,10.0,0.0,0.0,0.0
2017,7,HUANCAVELICA,TAYACAJA,PAZOS,Yungay,3.0,0.0,0.0,0.0
2017,11,HUANCAVELICA,TAYACAJA,ACRAQUIA,Perricholi,10.0,0.0,0.0,0.0
2018,4,AMAZONAS,LUYA,SANTA CATALINA,Amarilis-INIA,0.0,0.0,0.0,0.0
2018,3,AMAZONAS,CHACHAPOYAS,LEVANTO,Huayro,28.0,0.0,0.0,0.0
2018,12,APURIMAC,GRAU,SANTA ROSA,Canchan-INIA,0.0,0.0,0.0,0.0
2018,2,HUANCAVELICA,TAYACAJA,PAZOS,Canchan-INIA,0.0,5.0,61.5,0.4
2018,11,HUANCAVELICA,TAYACAJA,PAMPAS,Perricholi,0.0,0.0,0.0,0.0
2018,9,HUANCAVELICA,TAYACAJA,ACRAQUIA,Yungay,25.0,0.0,0.0,0.0
2018,4,HUANCAVELICA,TAYACAJA,QUICHUAS,Yungay,0.0,121.0,1236.0,0.45
2018,5,HUANCAVELICA,HUAYTARA,CORDOVA,Canchan-INIA,0.0,0.0,0.0,0.0
2019,3,AMAZONAS,LUYA,LAMUD,Huayro,11.0,1.0,21.0,1.0
2019,1,AMAZONAS,LUYA,MARIA,Huayro,6.0,0.0,0.0,0.0
2019,8,AMAZONAS,CHACHAPOYAS,MAGDALENA,Yungay,0.0,3.0,51.0,1.4
2019,2,AMAZONAS,CHACHAPOYAS,SOLOCO,Amarilis-INIA,0.0,0.0,0.0,0.0
2019,6,AMAZONAS,CHACHAPOYAS,QUINJALCA,Amarilis-INIA,0.0,0.0,0.0,0.0
2019,11,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Amarilis-INIA,0.0,0.0,0.0,0.0
2019,11,AMAZONAS,CHACHAPOYAS,SOLOCO,Amarilis-INIA,0.0,2.0,35.4,1.6
2019,11,AMAZONAS,CHACHAPOYAS,QUINJALCA,Huayro,12.0,12.0,225.6,1.6
2019,5,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,Yungay,0.0,0.0,0.0,0.0
2019,2,APURIMAC,GRAU,CURPAHUASI,Canchan-INIA,0.0,0.0,0.0,0.0
2020,1,AMAZONAS,CHACHAPOYAS,GRANADA,Amarilis-INIA,0.0,0.0,0.0,0.0
2020,5,AMAZONAS,LUYA,SANTO TOMAS,Canchan-INIA,0.0,0.0,0.0,0.0
2020,1,AMAZONAS,CHACHAPOYAS,SOLOCO,Amarilis-INIA,0.0,0.0,0.0,0.0
2020,12,AMAZONAS,CHACHAPOYAS,MAGDALENA,Yungay,0.0,2.0,34.0,0.5
2020,8,AMAZONAS,LUYA,SAN JERONIMO,Huayro,0.0,0.0,0.0,0.0
2021,3,LIMA,CAÑETE,QUILMANA,UNICA,0.0,0.0,0.0,0.0
2021,4,AMAZONAS,LUYA,PROVIDENCIA,Huayro,0.0,1.0,20.0,0.78
2021,3,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Yungay,12.0,0.0,0.0,0.0
2022,3,AMAZONAS,LUYA,COLCAMAR,Huayro,0.0,1.0,20.0,1.5
2022,4,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,Yungay,1.0,0.0,0.0,0.0
2022,6,AMAZONAS,CHACHAPOYAS,OLLEROS,Yungay,0.0,0.0,0.0,0.0
2022,6,AMAZONAS,LUYA,COCABAMBA,Huayro,0.0,1.0,15.0,2.2
2023,2,AMAZONAS,CHACHAPOYAS,QUINJALCA,Huayro,0.0,4.0,71.0,1.9
2023,2,AMAZONAS,CHACHAPOYAS,SOLOCO,Huayro,2.0,3.0,51.9,1.9
2023,2,APURIMAC,GRAU,PATAYPAMPA,Canchan-INIA,0.0,0.0,0.0,0.0
2023,10,LIMA,YAUYOS,TUPE,Yungay,1.5,0.0,0.0,0.0
2023,10,AMAZONAS,LUYA,COLCAMAR,Canchan-INIA,1.0,0.0,0.0,0.0
2015,4,AMAZONAS,LUYA,SAN JERONIMO,Huayro,8.0,7.0,126.0,0.85
2015,2,AMAZONAS,LUYA,TINGO,Canchan-INIA,1.0,0.0,0.0,0.0
2015,11,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,Yungay,0.0,0.0,0.0,0.0
2015,1,HUANCAVELICA,HUAYTARA,OCOYO,Canchan-INIA,0.0,0.0,0.0,0.0
2015,8,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Perricholi,5.0,40.0,480.5,0.7
2015,4,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Canchan-INIA,0.0,8.0,83.0,0.45
2016,11,AMAZONAS,CHACHAPOYAS,GRANADA,Huayro,0.0,2.0,33.6,1.7
2016,7,AMAZONAS,LUYA,PISUQUIA,Huayro,0.0,3.0,63.99,1.5
2016,10,AMAZONAS,LUYA,LAMUD,Yungay,7.0,0.0,0.0,0.0
2016,10,AMAZONAS,LUYA,COLCAMAR,Yungay,12.0,0.0,0.0,0.0
2016,3,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,Perricholi,0.0,0.0,0.0,0.0
2016,9,HUANCAVELICA,TAYACAJA,ANDAYMARCA,Yungay,8.0,0.0,0.0,0.0
2016,12,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Yungay,20.0,0.0,0.0,0.0
2017,7,AMAZONAS,LUYA,COCABAMBA,Huayro,0.0,5.0,100.0,0.9
2017,12,AMAZONAS,LUYA,LAMUD,Yungay,8.0,0.0,0.0,0.0
2017,6,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,Amarilis-INIA,0.0,0.0,0.0,0.0
2017,3,AMAZONAS,LUYA,TRITA,Yungay,0.0,10.0,210.2,0.8
2017,5,HUANCAVELICA,TAYACAJA,ACRAQUIA,Yungay,0.0,30.0,350.0,0.4
2017,8,HUANCAVELICA,TAYACAJA,SALCABAMBA,Canchan-INIA,0.0,0.0,0.0,0.0
2017,6,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,Yungay,0.0,50.0,560.0,0.4
2017,12,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Amarilis-INIA,0.0,0.0,0.0,0.0
2017,11,HUANCAVELICA,HUANCAVELICA,ACORIA,Yungay,0.0,0.0,0.0,0.0
2018,7,AMAZONAS,LUYA,LUYA,Canchan-INIA,0.0,4.0,80.0,0.9
2018,8,AMAZONAS,CHACHAPOYAS,SONCHE,Amarilis-INIA,0.0,0.0,0.0,0.0
2018,10,AMAZONAS,LUYA,LONGUITA,Yungay,1.0,0.0,0.0,0.0
2018,8,AMAZONAS,CHACHAPOYAS,OLLEROS,Yungay,0.0,0.0,0.0,0.0
2018,4,HUANCAVELICA,TAYACAJA,HUARIBAMBA,Perricholi,0.0,8.0,94.0,0.35
2018,9,HUANCAVELICA,HUAYTARA,TAMBO,Perricholi,0.0,0.0,0.0,0.0
2018,11,HUANCAVELICA,TAYACAJA,PAZOS,Yungay,95.0,0.0,0.0,0.0
2019,2,AMAZONAS,LUYA,TINGO,Yungay,0.0,0.0,0.0,0.0
2019,9,AMAZONAS,LUYA,SAN JERONIMO,Amarilis-INIA,0.0,0.0,0.0,0.0
2019,10,AMAZONAS,LUYA,CONILA,Canchan-INIA,1.0,0.0,0.0,0.0
2019,9,AMAZONAS,LUYA,MARIA,Amarilis-INIA,0.0,0.0,0.0,0.0
2019,3,AMAZONAS,CHACHAPOYAS,SOLOCO,Amarilis-INIA,1.0,0.0,0.0,0.0
2019,6,AMAZONAS,CHACHAPOYAS,ASUNCION,Yungay,0.0,0.0,0.0,0.0
2019,5,HUANCAVELICA,TAYACAJA,AHUAYCHA,Canchan-INIA,0.0,10.0,104.67,0.85
2020,2,AMAZONAS,LUYA,LUYA VIEJO,Amarilis-INIA,0.0,0.0,0.0,0.0
2020,12,AMAZONAS,CHACHAPOYAS,OLLEROS,Huayro,0.0,0.0,0.0,0.0
2020,11,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Huayro,2.0,0.0,0.0,0.0
2020,9,AMAZONAS,CHACHAPOYAS,CHILIQUIN,Yungay,2.0,3.0,57.0,1.4
2020,10,APURIMAC,GRAU,HUAYLLATI,Canchan-INIA,2.0,0.0,0.0,0.0
