AÑO,MES,DEPARTAMENTO,PROVINCIA,DISTRITO,PRODUCTO,SIEMBRA,COSECHA,PRODUCCION,PRECIO_CHACRA
2023,2,APURIMAC,GRAU,CHUQUIBAMBILLA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,12,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,4,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,PAPA CANCHAN (mejoradas)- color,0.0,6.0,64.0,0.45
2015,1,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,12,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,5,HUANCAVELICA,HUAYTARA,TAMBO,PAPA CANCHAN (mejoradas)- color,0.0,3.0,32.0,0.5
2015,8,HUANCAVELICA,TAYACAJA,AHUAYCHA,PAPA CANCHAN (mejoradas)- color,6.0,0.0,0.0,0.0
2015,11,HUANCAVELICA,TAYACAJA,ACRAQUIA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2016,10,HUANCAVELICA,TAYACAJA,ANDAYMARCA,PAPA CANCHAN (mejoradas)- color,6.0,0.0,0.0,0.0
2017,6,HUANCAVELICA,TAYACAJA,SALCABAMBA,PAPA PERRICHOLI (mejoradas),3.0,5.0,60.0,0.4
2017,10,HUANCAVELICA,TAYACAJA,ACRAQUIA,PAPA PERRICHOLI (mejoradas),10.0,0.0,0.0,0.0
2017,1,HUANCAVELICA,TAYACAJA,SALCAHUASI,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2018,12,HUANCAVELICA,TAYACAJA,HUARIBAMBA,PAPA CANCHAN (mejoradas)- color,25.0,0.0,0.0,0.0
2018,8,HUANCAVELICA,TAYACAJA,PAMPAS,PAPA PERRICHOLI (mejoradas),0.0,13.0,145.0,0.55
2018,2,HUANCAVELICA,TAYACAJA,HUARIBAMBA,PAPA CANCHAN (mejoradas)- color,1.0,0.0,0.0,0.0
2019,5,APURIMAC,GRAU,TURPAY,PAPA CANCHAN (mejoradas)- color,0.0,4.0,48.0,2.5
2019,2,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2019,5,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,PAPA PERRICHOLI (mejoradas),0.0,33.0,719.4,0.75
2020,4,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,PAPA CANCHAN (mejoradas)- color,0.0,2.0,28.0,1.0
2021,3,APURIMAC,GRAU,CURASCO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2022,1,LIMA,YAUYOS,CHOCOS,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2023,1,AMAZONAS,LUYA,SANTA CATALINA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2023,6,APURIMAC,COTABAMBAS,HAQUIRA,PAPA CANCHAN (mejoradas)- color,0.0,14.0,238.0,1.4
2015,9,HUANCAVELICA,TAYACAJA,SALCAHUASI,PAPA CANCHAN (mejoradas)- color,1.0,0.0,0.0,0.0
2015,6,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,10,HUANCAVELICA,HUAYTARA,OCOYO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,12,HUANCAVELICA,HUAYTARA,QUERCO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,10,HUANCAVELICA,TAYACAJA,ACRAQUIA,PAPA PERRICHOLI (mejoradas),15.0,0.0,0.0,0.0
2016,1,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,6.0,0.0,0.0,0.0
2016,11,HUANCAVELICA,TAYACAJA,ACRAQUIA,PAPA PERRICHOLI (mejoradas),10.0,0.0,0.0,0.0
2016,10,HUANCAVELICA,HUAYTARA,LARAMARCA,PAPA CANCHAN (mejoradas)- color,7.0,0.0,0.0,0.0
2016,12,HUANCAVELICA,TAYACAJA,AHUAYCHA,PAPA CANCHAN (mejoradas)- color,10.0,5.0,55.0,0.6
2016,4,HUANCAVELICA,HUAYTARA,QUITO-ARMA,PAPA CANCHAN (mejoradas)- color,0.0,3.0,31.67,0.45
2017,3,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,6.0,5.0,92.5,1.3
2018,8,AMAZONAS,LUYA,LAMUD,PAPA CANCHAN (mejoradas)- color,0.0,1.0,20.0,0.78
2018,3,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,PAPA CANCHAN (mejoradas)- color,0.0,15.0,255.0,0.55
2018,1,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2018,2,HUANCAVELICA,ACOBAMBA,ANDABAMBA,PAPA CANCHAN (mejoradas)- color,0.0,24.0,258.0,0.45
2019,4,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,2.0,8.0,152.16,1.2
2020,10,LIMA,CAÑETE,NUEVO IMPERIAL,PAPA UNICA (mejoradas)-color,0.0,10.0,250.0,0.6
2021,9,LIMA,YAUYOS,MADEAN,PAPA CANCHAN (mejoradas)- color,3.0,0.0,0.0,0.0
2021,10,APURIMAC,GRAU,TURPAY,PAPA CANCHAN (mejoradas)- color,3.0,0.0,0.0,0.0
2022,3,AMAZONAS,LUYA,PISUQUIA,PAPA CANCHAN (mejoradas)- color,1.0,0.0,0.0,0.0
2022,1,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,PAPA UNICA (mejoradas)-color,0.0,6.0,150.0,0.5
2015,3,AMAZONAS,LUYA,TINGO,PAPA CANCHAN (mejoradas)- color,0.5,0.5,10.0,0.9
2015,8,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,PAPA CANCHAN (mejoradas)- color,12.0,0.0,0.0,0.0
2015,3,HUANCAVELICA,HUAYTARA,CORDOVA,PAPA CANCHAN (mejoradas)- color,0.0,4.6,48.6,0.5
2016,11,HUANCAVELICA,TAYACAJA,ACRAQUIA,PAPA CANCHAN (mejoradas)- color,15.0,0.0,0.0,0.0
2017,2,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,5.0,0.0,0.0,0.0
2017,6,HUANCAVELICA,TAYACAJA,COLCABAMBA,PAPA PERRICHOLI (mejoradas),20.0,0.0,0.0,0.0
2018,1,HUANCAVELICA,TAYACAJA,COLCABAMBA,PAPA CANCHAN (mejoradas)- color,0.0,100.0,1520.0,0.38
2018,7,HUANCAVELICA,TAYACAJA,SALCAHUASI,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2020,3,AMAZONAS,LUYA,LUYA VIEJO,PAPA CANCHAN (mejoradas)- color,1.0,3.0,60.0,1.0
2020,1,APURIMAC,GRAU,PATAYPAMPA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2021,2,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2021,9,LIMA,CAÑETE,IMPERIAL,PAPA UNICA (mejoradas)-color,7.0,26.0,650.0,0.45
2022,1,APURIMAC,COTABAMBAS,COTABAMBAS,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2023,1,APURIMAC,GRAU,MAMARA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2016,8,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,0.0,4.0,76.4,0.85
2016,12,HUANCAVELICA,TAYACAJA,SALCABAMBA,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2016,5,HUANCAVELICA,TAYACAJA,ACOSTAMBO,PAPA CANCHAN (mejoradas)- color,0.0,43.0,597.7,0.45
2017,4,AMAZONAS,LUYA,LONGUITA,PAPA CANCHAN (mejoradas)- color,1.0,4.0,74.0,0.8
2017,9,HUANCAVELICA,ACOBAMBA,PAUCARA,PAPA CANCHAN (mejoradas)- color,5.0,0.0,0.0,0.0
2020,11,LIMA,YAUYOS,CACRA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2021,6,LIMA,CAÑETE,IMPERIAL,PAPA UNICA (mejoradas)-color,5.0,2.0,50.0,0.45
2022,2,APURIMAC,GRAU,VIRUNDO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2022,5,APURIMAC,COTABAMBAS,TAMBOBAMBA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2022,9,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,2.0,1.0,19.5,2.0
2022,6,AMAZONAS,LUYA,LUYA,PAPA CANCHAN (mejoradas)- color,1.0,1.0,20.0,1.8
2022,10,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,2.0,1.0,19.5,2.05
2023,4,APURIMAC,GRAU,HUAYLLATI,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2023,7,AMAZONAS,LUYA,SANTO TOMAS,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2023,9,LIMA,YAUYOS,VIÑAC,PAPA CANCHAN (mejoradas)- color,2.0,0.0,0.0,0.0
2015,7,HUANCAVELICA,TAYACAJA,HUARIBAMBA,PAPA CANCHAN (mejoradas)- color,0.0,7.0,74.0,0.45
2015,11,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2016,4,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,PAPA CANCHAN (mejoradas)- color,1.0,3.0,56.4,1.1
2016,8,HUANCAVELICA,TAYACAJA,SALCABAMBA,PAPA CANCHAN (mejoradas)- color,10.0,0.0,0.0,0.0
2016,10,HUANCAVELICA,TAYACAJA,SALCABAMBA,PAPA PERRICHOLI (mejoradas),40.0,0.0,0.0,0.0
2017,8,HUANCAVELICA,TAYACAJA,PAMPAS,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2018,1,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,PAPA CANCHAN (mejoradas)- color,2.0,0.0,0.0,0.0
2018,1,HUANCAVELICA,TAYACAJA,PICHOS,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2019,4,APURIMAC,GRAU,HUAYLLATI,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2020,1,LIMA,CAÑETE,CERRO AZUL,PAPA UNICA (mejoradas)-color,0.0,4.0,96.0,1.0
2021,1,APURIMAC,ANTABAMBA,OROPESA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2021,6,LIMA,CAÑETE,NUEVO IMPERIAL,PAPA UNICA (mejoradas)-color,20.0,0.0,0.0,0.0
2022,3,APURIMAC,COTABAMBAS,HAQUIRA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2022,5,APURIMAC,GRAU,CURASCO,PAPA CANCHAN (mejoradas)- color,0.0,12.0,144.0,3.5
2023,4,LIMA,CAÑETE,IMPERIAL,PAPA UNICA (mejoradas)-color,5.0,0.0,0.0,0.0
2023,1,AMAZONAS,LUYA,MARIA,PAPA CANCHAN (mejoradas)- color,2.0,2.0,39.0,2.2
2023,7,AMAZONAS,LUYA,TINGO,PAPA CANCHAN (mejoradas)- color,0.0,2.0,26.0,1.1
2015,3,AMAZONAS,LUYA,LAMUD,PAPA CANCHAN (mejoradas)- color,2.0,2.0,37.0,0.95
2015,7,HUANCAVELICA,TAYACAJA,SALCAHUASI,PAPA PERRICHOLI (mejoradas),0.0,8.0,86.4,0.5
2016,12,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,PAPA CANCHAN (mejoradas)- color,5.0,0.0,0.0,0.0
2017,8,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,PAPA PERRICHOLI (mejoradas),12.0,0.0,0.0,0.0
2017,12,HUANCAVELICA,TAYACAJA,HUARIBAMBA,PAPA CANCHAN (mejoradas)- color,57.0,0.0,0.0,0.0
2018,3,HUANCAVELICA,HUAYTARA,TAMBO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2018,4,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,PAPA CANCHAN (mejoradas)- color,0.0,1.0,10.4,0.35
2019,2,AMAZONAS,LUYA,SANTO TOMAS,PAPA CANCHAN (mejoradas)- color,4.0,0.0,0.0,0.0
2019,3,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,PAPA CANCHAN (mejoradas)- color,1.0,1.0,20.0,0.7
2019,4,HUANCAVELICA,TAYACAJA,ANDAYMARCA,PAPA PERRICHOLI (mejoradas),0.0,5.0,54.0,0.85
2019,9,HUANCAVELICA,TAYACAJA,PAMPAS,PAPA PERRICHOLI (mejoradas),0.0,35.0,378.0,0.85
2020,4,APURIMAC,ANTABAMBA,OROPESA,PAPA CANCHAN (mejoradas)- color,0.0,13.0,156.0,1.5
2022,2,AMAZONAS,LUYA,MARIA,PAPA CANCHAN (mejoradas)- color,2.0,1.0,19.5,1.4
2022,9,LIMA,CAÑETE,SAN LUIS,PAPA UNICA (mejoradas)-color,7.0,10.0,240.0,1.4
2023,3,APURIMAC,GRAU,PROGRESO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,7,HUANCAVELICA,TAYACAJA,COLCABAMBA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2016,6,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,0.0,9.0,166.5,0.9
2016,10,HUANCAVELICA,HUAYTARA,AYAVI,PAPA CANCHAN (mejoradas)- color,9.0,0.0,0.0,0.0
2016,4,HUANCAVELICA,TAYACAJA,SALCABAMBA,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2016,9,HUANCAVELICA,TAYACAJA,SALCABAMBA,PAPA CANCHAN (mejoradas)- color,25.0,10.0,120.0,0.8
2017,1,HUANCAVELICA,TAYACAJA,AHUAYCHA,PAPA CANCHAN (mejoradas)- color,0.0,20.0,236.0,0.8
2017,2,HUANCAVELICA,TAYACAJA,SALCAHUASI,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2017,4,HUANCAVELICA,TAYACAJA,PAMPAS,PAPA PERRICHOLI (mejoradas),5.0,0.0,0.0,0.0
2018,11,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,4.0,0.0,0.0,0.0
2018,12,HUANCAVELICA,TAYACAJA,ACOSTAMBO,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2020,8,AMAZONAS,LUYA,LUYA,PAPA CANCHAN (mejoradas)- color,0.0,6.0,120.0,1.0
2020,3,APURIMAC,GRAU,CURASCO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2021,1,AMAZONAS,LUYA,TRITA,PAPA CANCHAN (mejoradas)- color,6.0,0.0,0.0,0.0
2022,2,AMAZONAS,LUYA,PISUQUIA,PAPA CANCHAN (mejoradas)- color,1.0,0.0,0.0,0.0
2023,1,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,2.0,0.0,0.0,0.0
2023,10,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,PAPA CANCHAN (mejoradas)- color,1.0,0.0,0.0,0.0
2015,5,AMAZONAS,LUYA,TRITA,PAPA CANCHAN (mejoradas)- color,0.0,7.0,130.2,0.9
2015,7,HUANCAVELICA,TAYACAJA,COLCABAMBA,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2016,1,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,PAPA CANCHAN (mejoradas)- color,5.0,0.0,0.0,0.0
2016,3,HUANCAVELICA,TAYACAJA,SALCAHUASI,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2016,3,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,PAPA CANCHAN (mejoradas)- color,0.0,4.0,42.0,0.5
2017,3,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,PAPA CANCHAN (mejoradas)- color,0.0,25.0,265.0,0.55
2018,5,HUANCAVELICA,TAYACAJA,COLCABAMBA,PAPA PERRICHOLI (mejoradas),0.0,9.0,135.0,0.4
2019,8,AMAZONAS,LUYA,TINGO,PAPA CANCHAN (mejoradas)- color,0.0,0.5,11.25,1.2
2019,10,APURIMAC,GRAU,VIRUNDO,PAPA CANCHAN (mejoradas)- color,2.0,0.0,0.0,0.0
2019,1,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,PAPA CANCHAN (mejoradas)- color,10.0,0.0,0.0,0.0
2019,2,HUANCAVELICA,HUAYTARA,AYAVI,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2019,2,HUANCAVELICA,ACOBAMBA,ANDABAMBA,PAPA CANCHAN (mejoradas)- color,0.0,5.0,58.0,0.75
2019,9,HUANCAVELICA,ACOBAMBA,ANTA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2020,11,LIMA,YAUYOS,AZANGARO,PAPA CANCHAN (mejoradas)- color,1.0,0.0,0.0,0.0
2021,5,APURIMAC,GRAU,CURPAHUASI,PAPA CANCHAN (mejoradas)- color,0.0,8.0,96.0,1.2
2021,12,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,PAPA CANCHAN (mejoradas)- color,2.0,0.0,0.0,0.0
2022,4,LIMA,CAÑETE,NUEVO IMPERIAL,PAPA UNICA (mejoradas)-color,22.0,0.0,0.0,0.0
2023,1,LIMA,CAÑETE,SAN LUIS,PAPA UNICA (mejoradas)-color,0.0,6.0,144.0,1.6
2015,12,HUANCAVELICA,TAYACAJA,QUISHUAR,PAPA PERRICHOLI (mejoradas),16.0,3.0,32.0,1.0
2015,1,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,PAPA PERRICHOLI (mejoradas),0.0,32.0,512.0,0.7
2015,1,HUANCAVELICA,HUAYTARA,AYAVI,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2015,5,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,PAPA PERRICHOLI (mejoradas),0.0,1.0,12.0,0.5
2016,5,AMAZONAS,LUYA,TINGO,PAPA CANCHAN (mejoradas)- color,0.0,1.0,21.0,0.87
2016,1,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2016,3,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2016,6,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,PAPA CANCHAN (mejoradas)- color,0.0,51.0,557.8,0.5
2017,4,HUANCAVELICA,TAYACAJA,QUICHUAS,PAPA PERRICHOLI (mejoradas),5.0,8.0,120.0,0.45
2017,4,HUANCAVELICA,TAYACAJA,PAMPAS,PAPA CANCHAN (mejoradas)- color,15.0,0.0,0.0,0.0
2018,2,HUANCAVELICA,TAYACAJA,ACOSTAMBO,PAPA PERRICHOLI (mejoradas),0.0,9.0,138.6,0.45
2018,4,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,PAPA CANCHAN (mejoradas)- color,12.0,6.0,75.0,0.45
2019,1,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2019,2,HUANCAVELICA,TAYACAJA,ANDAYMARCA,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2020,10,LIMA,YAUYOS,LINCHA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2021,4,AMAZONAS,LUYA,MARIA,PAPA CANCHAN (mejoradas)- color,0.0,2.0,39.0,0.67
2023,4,APURIMAC,GRAU,VILCABAMBA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,8,AMAZONAS,LUYA,CONILA,PAPA CANCHAN (mejoradas)- color,0.0,2.0,37.0,0.88
2015,7,HUANCAVELICA,TAYACAJA,SALCABAMBA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,9,HUANCAVELICA,TAYACAJA,SURCUBAMBA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2016,6,HUANCAVELICA,TAYACAJA,COLCABAMBA,PAPA CANCHAN (mejoradas)- color,70.0,28.0,344.4,0.45
2016,6,HUANCAVELICA,TAYACAJA,ACOSTAMBO,PAPA PERRICHOLI (mejoradas),0.0,52.0,676.0,0.45
2017,7,HUANCAVELICA,TAYACAJA,ANDAYMARCA,PAPA CANCHAN (mejoradas)- color,5.0,0.0,0.0,0.0
2018,1,HUANCAVELICA,ACOBAMBA,ROSARIO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2018,3,HUANCAVELICA,HUAYTARA,LARAMARCA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2019,12,AMAZONAS,LUYA,TINGO,PAPA CANCHAN (mejoradas)- color,2.0,0.0,0.0,0.0
2019,11,HUANCAVELICA,TAYACAJA,SALCAHUASI,PAPA CANCHAN (mejoradas)- color,0.0,10.0,110.0,0.8
2019,6,HUANCAVELICA,TAYACAJA,COLCABAMBA,PAPA PERRICHOLI (mejoradas),0.0,30.0,474.0,0.87
2020,1,AMAZONAS,LUYA,LUYA VIEJO,PAPA CANCHAN (mejoradas)- color,3.0,0.0,0.0,0.0
2021,7,LIMA,CAÑETE,IMPERIAL,PAPA UNICA (mejoradas)-color,4.0,5.0,125.0,0.45
2022,11,APURIMAC,GRAU,VIRUNDO,PAPA CANCHAN (mejoradas)- color,5.0,0.0,0.0,0.0
2023,3,APURIMAC,GRAU,VILCABAMBA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,7,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,PAPA CANCHAN (mejoradas)- color,0.0,20.8,227.0,0.45
2015,5,HUANCAVELICA,HUAYTARA,QUITO-ARMA,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2015,3,HUANCAVELICA,TAYACAJA,ACOSTAMBO,PAPA CANCHAN (mejoradas)- color,0.0,4.0,44.0,0.7
2016,3,HUANCAVELICA,TAYACAJA,PAMPAS,PAPA CANCHAN (mejoradas)- color,56.0,0.0,0.0,0.0
2017,1,AMAZONAS,LUYA,LUYA VIEJO,PAPA CANCHAN (mejoradas)- color,3.0,1.0,19.0,1.1
2017,10,HUANCAVELICA,TAYACAJA,HUARIBAMBA,PAPA CANCHAN (mejoradas)- color,1.0,2.0,24.0,0.5
2018,8,AMAZONAS,LUYA,TINGO,PAPA CANCHAN (mejoradas)- color,0.0,0.5,10.5,0.79
2018,4,AMAZONAS,LUYA,MARIA,PAPA CANCHAN (mejoradas)- color,2.0,5.0,92.5,0.7
2018,12,APURIMAC,GRAU,PROGRESO,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2018,8,HUANCAVELICA,TAYACAJA,QUICHUAS,PAPA PERRICHOLI (mejoradas),0.0,28.0,462.0,0.68
2018,1,HUANCAVELICA,ACOBAMBA,PAUCARA,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2020,4,AMAZONAS,LUYA,LUYA,PAPA CANCHAN (mejoradas)- color,2.0,12.0,240.0,1.0
2021,10,APURIMAC,ANTABAMBA,OROPESA,PAPA CANCHAN (mejoradas)- color,4.0,0.0,0.0,0.0
2022,3,AMAZONAS,LUYA,LONYA CHICO,PAPA CANCHAN (mejoradas)- color,1.0,1.0,18.0,1.55
2022,2,APURIMAC,COTABAMBAS,COYLLURQUI,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2022,12,LIMA,CAÑETE,IMPERIAL,PAPA UNICA (mejoradas)-color,0.0,11.0,275.0,1.8
2015,1,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2015,8,HUANCAVELICA,TAYACAJA,SURCUBAMBA,PAPA PERRICHOLI (mejoradas),0.0,3.0,32.0,0.6
2015,6,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,PAPA CANCHAN (mejoradas)- color,0.0,0.0,0.0,0.0
2015,3,HUANCAVELICA,HUAYTARA,QUERCO,PAPA CANCHAN (mejoradas)- color,0.0,2.1,22.0,0.5
2016,2,HUANCAVELICA,HUAYTARA,AYAVI,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2016,3,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,PAPA CANCHAN (mejoradas)- color,0.0,3.0,37.5,0.45
2017,5,HUANCAVELICA,TAYACAJA,SALCABAMBA,PAPA CANCHAN (mejoradas)- color,20.0,5.0,55.0,0.4
2017,10,HUANCAVELICA,TAYACAJA,QUICHUAS,PAPA CANCHAN (mejoradas)- color,0.0,16.0,240.0,0.5
2018,12,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,PAPA CANCHAN (mejoradas)- color,126.0,0.0,0.0,0.0
2018,10,HUANCAVELICA,TAYACAJA,QUISHUAR,PAPA CANCHAN (mejoradas)- color,7.0,0.0,0.0,0.0
2018,4,HUANCAVELICA,ACOBAMBA,PAUCARA,PAPA CANCHAN (mejoradas)- color,0.0,67.0,715.0,0.45
2021,4,LIMA,YAUYOS,TUPE,PAPA CANCHAN (mejoradas)- color,0.0,2.0,22.6,1.4
2021,9,APURIMAC,COTABAMBAS,COTABAMBAS,PAPA CANCHAN (mejoradas)- color,9.0,0.0,0.0,0.0
2022,7,AMAZONAS,LUYA,LAMUD,PAPA CANCHAN (mejoradas)- color,0.0,2.0,39.0,1.78
2023,8,AMAZONAS,LUYA,MARIA,PAPA CANCHAN (mejoradas)- color,0.0,4.0,78.0,1.15
2023,10,AMAZONAS,LUYA,LUYA,PAPA CANCHAN (mejoradas)- color,4.0,2.0,40.0,1.1
2023,9,LIMA,CAÑETE,QUILMANA,PAPA UNICA (mejoradas)-color,0.0,7.0,175.0,0.6
2015,3,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,PAPA CANCHAN (mejoradas)- color,0.0,3.2,34.0,0.6
2015,9,HUANCAVELICA,HUAYTARA,TAMBO,PAPA PERRICHOLI (mejoradas),4.0,0.0,0.0,0.0
2015,12,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2016,7,AMAZONAS,LUYA,MARIA,PAPA CANCHAN (mejoradas)- color,0.0,1.0,19.0,0.85
2016,3,HUANCAVELICA,HUAYTARA,HUAYTARA,PAPA CANCHAN (mejoradas)- color,0.0,2.0,21.0,0.45
2016,2,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,PAPA PERRICHOLI (mejoradas),0.0,0.0,0.0,0.0
2016,6,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,PAPA PERRICHOLI (mejoradas),0.0,28.0,392.0,0.6
