Especie,Subsp,Especie_Su,Nombre_com,Departamen,Provincia,Distrito,Longitud,Latitud,Altitud
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Llikapa Rurun,AYACUCHO,HUAMANGA,VINCHOS,-74.3883333333,-13.275,3597.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Llikapa Rurun,AYACUCHO,HUAMANGA,VINCHOS,-74.3883333333,-13.275,3597.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Sua Pusay,AYACUCHO,HUAMANGA,VINCHOS,-74.35,-13.23,3426.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Sua Pusay,AYACUCHO,HUAMANGA,VINCHOS,-74.35,-13.23,3426.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Vikariopa Rinrin,AYACUCHO,HUAMANGA,VINCHOS,-74.3883333333,-13.275,3597.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Vikariopa Rinrin,AYACUCHO,HUAMANGA,VINCHOS,-74.3883333333,-13.275,3597.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Chaucha,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Chaucha,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Hueglesh,JUNIN,TARMA,HUASAHUASI,-75.6502777778,-11.265,2745.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Hueglesh,JUNIN,TARMA,HUASAHUASI,-75.6502777778,-11.265,2745.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yana Pelgosh,JUNIN,TARMA,ACOBAMBA,-75.6147222222,-11.3408333333,3257.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yana Pelgosh,JUNIN,TARMA,ACOBAMBA,-75.6147222222,-11.3408333333,3257.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Garhuash Pashon,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Garhuash Pashon,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum curtilobum Juz. et Buk.,,Solanum curtilobum,Laram Ocucuri o Choquepito,JUNIN,TARMA,SAN PEDRO DE CAJAS,-75.8622222222,-11.2497222222,4018.0
Solanum curtilobum Juz. et Buk.,,Solanum curtilobum,Laram Ocucuri o Choquepito,JUNIN,TARMA,SAN PEDRO DE CAJAS,-75.8622222222,-11.2497222222,4018.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Utcush,HUANUCO,LAURICOCHA,RONDOS,-76.6877777778,-9.98388888889,3565.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Utcush,HUANUCO,LAURICOCHA,RONDOS,-76.6877777778,-9.98388888889,3565.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Tatash,HUANUCO,LAURICOCHA,RONDOS,-76.6877777778,-9.98388888889,3565.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Tatash,HUANUCO,LAURICOCHA,RONDOS,-76.6877777778,-9.98388888889,3565.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yana Sucre,HUANCAVELICA,TAYACAJA,SURCUBAMBA,-74.6291666667,-12.1175,2619.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yana Sucre,HUANCAVELICA,TAYACAJA,SURCUBAMBA,-74.6291666667,-12.1175,2619.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Huaycco,PUNO,PUNO,PUNO,-70.0291666667,-15.8391666667,3846.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Huaycco,PUNO,PUNO,PUNO,-70.0291666667,-15.8391666667,3846.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Piña,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Piña,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chaleco,PUNO,PUNO,PUNO,-70.0291666667,-15.8391666667,3846.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chaleco,PUNO,PUNO,PUNO,-70.0291666667,-15.8391666667,3846.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Tturuna,PUNO,PUNO,PUNO,-70.0291666667,-15.8391666667,3846.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Tturuna,PUNO,PUNO,PUNO,-70.0291666667,-15.8391666667,3846.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Amayllo,CUSCO,ANTA,ZURITE,-72.2572222222,-13.4572222222,3394.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Amayllo,CUSCO,ANTA,ZURITE,-72.2572222222,-13.4572222222,3394.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Ccoe Obispo,CUSCO,ANTA,ZURITE,-72.2572222222,-13.4572222222,3394.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Ccoe Obispo,CUSCO,ANTA,ZURITE,-72.2572222222,-13.4572222222,3394.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yana Talaco,CUSCO,ANTA,ZURITE,-72.2572222222,-13.4572222222,3394.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yana Talaco,CUSCO,ANTA,ZURITE,-72.2572222222,-13.4572222222,3394.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Urpicha,CUSCO,ANTA,ZURITE,-72.2572222222,-13.4572222222,3394.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Urpicha,CUSCO,ANTA,ZURITE,-72.2572222222,-13.4572222222,3394.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,APURIMAC,GRAU,MAMARA,-72.5861111111,-14.2294444444,3737.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,PUNO,CARABAYA,MACUSANI,-70.4333333333,-14.0833333333,4360.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5916666667,-13.3155555556,3116.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5916666667,-13.3155555556,3116.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,CUSCO,CALCA,LARES,-71.9,-13.1666666667,4379.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,APURIMAC,GRAU,CHUQUIBAMBILLA,-72.715,-14.1138888889,3363.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,CUSCO,CALCA,LARES,-72.0438888889,-13.1033333333,3185.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,CUSCO,CANCHIS,PITUMARCA,-71.41,-13.9722222222,3587.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Rumpho Poccoya,APURIMAC,COTABAMBAS,HAQUIRA,-72.19,-14.2127777778,3702.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,APURIMAC,COTABAMBAS,MARA,-72.1080555556,-14.0852777778,3788.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5916666667,-13.3155555556,3116.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Alcaña,APURIMAC,GRAU,MAMARA,-72.5861111111,-14.2294444444,3737.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Quellu Culluna,APURIMAC,COTABAMBAS,MARA,-72.1080555556,-14.0852777778,3788.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Quellu Culluna,APURIMAC,COTABAMBAS,MARA,-72.1080555556,-14.0852777778,3788.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Suyt'u Pokkoya,CUSCO,URUBAMBA,MARAS,-72.1566666667,-13.335,3378.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Huacrillo Blanco,APURIMAC,GRAU,MAMARA,-72.5861111111,-14.2294444444,3737.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puka Pokkoya,APURIMAC,COTABAMBAS,MARA,-72.1080555556,-14.0852777778,3788.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Paucartambina,APURIMAC,ABANCAY,CURAHUASI,-72.7,-13.55,2879.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yana 'Kewillu,PUNO,CARABAYA,ITUATA,-70.2333333333,-13.9166666667,4125.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Amaccaya,PUNO,CARABAYA,MACUSANI,-70.4333333333,-14.0833333333,4360.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Poccoya,CUSCO,CANAS,CHECCA,-71.3938888889,-14.4727777778,3820.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,P'itiquiña,CUSCO,CALCA,LARES,-71.9141666667,-13.1147777778,3819.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yurakk Phutis,CUSCO,LA CONVENCION,VILCABAMBA,-73.0166666667,-13.0833333333,3718.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yurakk K'allpi,CUSCO,LA CONVENCION,VILCABAMBA,-72.9375,-13.0511111111,2607.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Charwa,APURIMAC,GRAU,CHUQUIBAMBILLA,-72.715,-14.1138888889,3363.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Cuchi Aca,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.4166666667,-13.1666666667,1671.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Rumpho Poccoya,APURIMAC,COTABAMBAS,HAQUIRA,-72.19,-14.2127777778,3702.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kkekkerana,PUNO,CARABAYA,MACUSANI,-70.4333333333,-14.0833333333,4360.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Poccoya,APURIMAC,COTABAMBAS,TAMBOBAMBA,-72.1713888889,-13.9452777778,3227.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yurakk Pokkoya,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,-73.3872222222,-13.6555555556,2902.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Cuchi Aca,APURIMAC,GRAU,SAN ANTONIO,-72.6211111111,-14.165,3655.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,P´asña,CUSCO,CHUMBIVILCAS,SANTO TOMAS,-72.0825,-14.4508333333,3669.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pokkoya,CUSCO,CHUMBIVILCAS,LLUSCO,-72.1147222222,-14.3311111111,3517.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Linliña,CUSCO,CHUMBIVILCAS,LLUSCO,-72.1147222222,-14.3311111111,3517.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Khuchi Aka,CUSCO,CHUMBIVILCAS,LLUSCO,-72.1147222222,-14.3311111111,3517.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Linliña,CUSCO,CHUMBIVILCAS,LLUSCO,-72.1147222222,-14.3311111111,3517.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pokkoya,CUSCO,CHUMBIVILCAS,VELILLE,-71.8863888889,-14.5083333333,3743.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puka Pokkoya,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,-72.2691666667,-14.1216666667,3723.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Unchuna,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5916666667,-13.3155555556,3116.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Hak' u Wayakka,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5916666667,-13.3155555556,3116.0
Solanum phureja Juz. et Buk.,,Solanum phureja,Brasil,AMAZONAS,CHACHAPOYAS,QUINJALCA,-77.6780555556,-6.09222222222,3156.0
Solanum phureja Juz. et Buk.,,Solanum phureja,Chaucha Negra,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,-77.88,-6.33666666667,2341.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Ichipsa,JUNIN,CONCEPCION,COMAS,-75.0811111111,-11.7175,3268.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Alcca Thuruna,PUNO,SANDIA,CUYOCUYO,-69.5427777778,-14.4566666667,3731.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Alcca Thuruna,PUNO,SANDIA,CUYOCUYO,-69.5427777778,-14.4566666667,3731.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Amarilla (brote morado),LIMA,LIMA,SAN JUAN DE MIRAFLORES,-76.96,-12.15,256.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pepino Suytu,HUANCAVELICA,CASTROVIRREYNA,ARMA,-75.5463888889,-13.1147222222,3556.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pepino Suytu,HUANCAVELICA,CASTROVIRREYNA,ARMA,-75.5463888889,-13.1147222222,3556.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Muru Huayro,HUANCAVELICA,TAYACAJA,PAZOS,-75.0852777778,-12.2705555556,3950.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Muru Huayro,HUANCAVELICA,TAYACAJA,PAZOS,-75.0852777778,-12.2705555556,3950.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Conchucano,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Conchucano,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Suito Rojo,PASCO,PASCO,PAUCARTAMBO,-75.8127777778,-10.7725,2920.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Suito Rojo,PASCO,PASCO,PAUCARTAMBO,-75.8127777778,-10.7725,2920.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Seda Monilla,PASCO,PASCO,PAUCARTAMBO,-75.8127777778,-10.7725,2920.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Seda Monilla,PASCO,PASCO,PAUCARTAMBO,-75.8127777778,-10.7725,2920.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Larga,JUNIN,HUANCAYO,CULLHUAS,-75.1483333333,-12.2783333333,3799.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Larga,JUNIN,HUANCAYO,CULLHUAS,-75.1483333333,-12.2783333333,3799.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Peruano,JUNIN,JAUJA,YAULI,-75.4847222222,-11.6741666667,3825.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Peruano,JUNIN,JAUJA,YAULI,-75.4847222222,-11.6741666667,3825.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kello Pitiquiña o Trombos,PUNO,PUNO,PUNO,-70.0291666667,-15.8391666667,3846.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kello Pitiquiña o Trombos,PUNO,PUNO,PUNO,-70.0291666667,-15.8391666667,3846.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pitiquiña,PUNO,PUNO,PUNO,-70.0291666667,-15.8391666667,3846.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pitiquiña,PUNO,PUNO,PUNO,-70.0291666667,-15.8391666667,3846.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Clavelina,HUANCAVELICA,ANGARAES,LIRCAY,-74.7177777778,-12.9836111111,3340.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Clavelina,HUANCAVELICA,ANGARAES,LIRCAY,-74.7177777778,-12.9836111111,3340.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yurac Paltac,HUANCAVELICA,ANGARAES,LIRCAY,-74.75,-12.98,3641.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Caramelo,JUNIN,CHUPACA,SAN JUAN DE JARPA,-75.4375,-12.1236111111,3656.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Caramelo,JUNIN,CHUPACA,SAN JUAN DE JARPA,-75.4375,-12.1236111111,3656.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Titipa Sapin,JUNIN,HUANCAYO,PARIAHUANCA,-74.9019444444,-12.01,3274.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Titipa Sapin,JUNIN,HUANCAYO,PARIAHUANCA,-74.9019444444,-12.01,3274.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Capacho Azul,JUNIN,CONCEPCION,COMAS,-75.1319444444,-11.7502777778,3631.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Capacho Azul,JUNIN,CONCEPCION,COMAS,-75.1319444444,-11.7502777778,3631.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Calamicunan,JUNIN,CONCEPCION,COMAS,-75.1319444444,-11.7502777778,3631.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Calamicunan,JUNIN,CONCEPCION,COMAS,-75.1319444444,-11.7502777778,3631.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Papa Mirasol o Pallahuarq,JUNIN,CONCEPCION,COMAS,-75.0394444444,-11.6858333333,3339.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Papa Mirasol o Pallahuarq,JUNIN,CONCEPCION,COMAS,-75.0394444444,-11.6858333333,3339.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Añaspa Uman,JUNIN,TARMA,SAN PEDRO DE CAJAS,-75.63,-11.0163888889,3707.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Añaspa Uman,JUNIN,TARMA,SAN PEDRO DE CAJAS,-75.63,-11.0163888889,3707.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Suito,JUNIN,JUNIN,ONDORES,-76.1475,-11.0877777778,4100.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Suito,JUNIN,JUNIN,ONDORES,-76.1475,-11.0877777778,4100.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Runtus Puca ñawi,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Runtus Puca ñawi,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Clavel Huaita,ANCASH,BOLOGNESI,AQUIA,-77.1358333333,-10.0513888889,3507.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Clavel Huaita,ANCASH,BOLOGNESI,AQUIA,-77.1358333333,-10.0513888889,3507.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Huira Pashña,AYACUCHO,LA MAR,TAMBO,-74.1013888889,-12.9233333333,4060.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Huira Pashña,AYACUCHO,LA MAR,TAMBO,-74.1013888889,-12.9233333333,4060.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Puca Tuyrus,AYACUCHO,LA MAR,TAMBO,-74.1013888889,-12.9233333333,4060.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Puca Tuyrus,AYACUCHO,LA MAR,TAMBO,-74.1013888889,-12.9233333333,4060.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Sutamari,PUNO,CHUCUITO,POMATA,-69.2930555556,-16.2727777778,3875.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Sutamari,PUNO,CHUCUITO,POMATA,-69.2930555556,-16.2727777778,3875.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chiquina,PUNO,CHUCUITO,POMATA,-69.2930555556,-16.2727777778,3875.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chiquina,PUNO,CHUCUITO,POMATA,-69.2930555556,-16.2727777778,3875.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Mactillo o Churuspina,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Mactillo o Churuspina,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum curtilobum Juz. et Buk.,,Solanum curtilobum,Rucki,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chivillo,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chivillo,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puma Tuntus,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puma Tuntus,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Lenle,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Lenle,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Okekena,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Okekena,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Ispingo,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Ispingo,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.5955555556,-13.3186111111,2906.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chiquilla Pitiquiña,PUNO,EL COLLAO,ILAVE,-69.6380555556,-16.0858333333,3865.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chiquilla Pitiquiña,PUNO,EL COLLAO,ILAVE,-69.6380555556,-16.0858333333,3865.0
Solanum curtilobum Juz. et Buk.,,Solanum curtilobum,Yuracc Ocucuri o Waña,PUNO,EL COLLAO,ILAVE,-69.6380555556,-16.0858333333,3865.0
Solanum curtilobum Juz. et Buk.,,Solanum curtilobum,Yuracc Ocucuri o Waña,PUNO,EL COLLAO,ILAVE,-69.6380555556,-16.0858333333,3865.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Milagro,HUANUCO,HUANUCO,CHURUBAMBA,-76.2883333333,-9.69361111111,3918.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Milagro,HUANUCO,HUANUCO,CHURUBAMBA,-76.2883333333,-9.69361111111,3918.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Amarilla del Centro,HUANUCO,HUANUCO,CHURUBAMBA,-76.2883333333,-9.69361111111,3918.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Amarilla del Centro,HUANUCO,HUANUCO,CHURUBAMBA,-76.2883333333,-9.69361111111,3918.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Tumbay Amarilla,HUANUCO,HUAMALIES,JACAS GRANDE,-76.7372222222,-9.53972222222,3591.0
Solanum phureja Juz. et Buk.,,Solanum phureja,Chaucha Amarilla,LAMBAYEQUE,FERREÑAFE,INCAHUASI,-79.3169444444,-6.23472222222,3037.0
Solanum phureja Juz. et Buk.,,Solanum phureja,Chaucha Amarilla,LAMBAYEQUE,FERREÑAFE,INCAHUASI,-79.3169444444,-6.23472222222,3037.0
Solanum phureja Juz. et Buk.,,Solanum phureja,Chaucha Amarilla,PIURA,AYABACA,AYABACA,-79.68,-4.63,2301.0
