ID,CULTVRNAME,LAT,LONG,SPP2
9565,Saqa pitiquiña,-12.85199,-73.98943,Papa
9566,Yuraq tumbes,-12.85199,-73.98943,Papa
9567,Saqa suyto,-12.85199,-73.98943,Papa
9568,Yuraq waña,-12.85199,-73.98943,Papa
9569,Puka wachwapa qallum,-12.85199,-73.98943,Papa
9570,Saqsayjose,-12.85199,-73.98943,Papa
9571,Qamya reboso,-12.85199,-73.98943,Papa
9572,Yuraq sisa,-12.85199,-73.98943,Papa
9573,Yuraq sauce,-12.85199,-73.98943,Papa
9574,Sarda casilla,-12.85199,-73.98943,Papa
9575,Saqa putis,-12.85199,-73.98943,Papa
9576,Ruyro sarda,-12.85199,-73.98943,Papa
9577,Puka tuiros,-12.85199,-73.98943,Papa
9578,Puka tindacha,-12.85199,-73.98943,Papa
9579,Puka taragallo,-12.85199,-73.98943,Papa
9580,Puka tumbes,-12.85199,-73.98943,Papa
9581,Runtus,-12.85199,-73.98943,Papa
9582,Yuraq tuiros,-12.85199,-73.98943,Papa
9583,Ruyro puka putis,-12.85199,-73.98943,Papa
9584,Yuraq ritipa sisan,-12.85199,-73.98943,Papa
9585,Yutupa runtun,-12.85199,-73.98943,Papa
9586,Yuraq yuca,-12.85199,-73.98943,Papa
9587,Yuraq wira pasña,-12.85199,-73.98943,Papa
9588,Yuraq winchina,-12.85199,-73.98943,Papa
9589,Yuraq wayro,-12.85199,-73.98943,Papa
9590,Qammia reboso,-12.85199,-73.98943,Papa
9591,Runtus amarilla,-12.85199,-73.98943,Papa
9592,Qarhuay putis,-12.85199,-73.98943,Papa
9593,Qara zapato,-12.85199,-73.98943,Papa
9594,Puka suso,-12.85199,-73.98943,Papa
9595,Puka sorochuco,-12.85199,-73.98943,Papa
9596,Puka wacra,-12.85199,-73.98943,Papa
9597,Qarasaco,-12.85199,-73.98943,Papa
9598,Yuraq runtus,-12.85199,-73.98943,Papa
9599,Puka wanaco putis,-12.85199,-73.98943,Papa
9600,Yuraq putis,-12.85199,-73.98943,Papa
9601,Yuraq milqos,-12.85199,-73.98943,Papa
9602,Reynoso,-12.85199,-73.98943,Papa
9603,Puka sarda,-12.85199,-73.98943,Papa
9604,Yuraq lenguas,-12.85199,-73.98943,Papa
9605,Puka requima,-12.85199,-73.98943,Papa
9606,Puka reboso,-12.85199,-73.98943,Papa
9607,Puka wamanpa uman,-12.85199,-73.98943,Papa
9608,Sarda tumbes,-12.85199,-73.98943,Papa
9609,Requima,-12.85199,-73.98943,Papa
9610,Sarda putis,-12.85199,-73.98943,Papa
9611,Sarda putis ruyro,-12.85199,-73.98943,Papa
9612,Sarda qala,-12.85199,-73.98943,Papa
9613,Sarda reboso,-12.85199,-73.98943,Papa
9614,Sarda ricra,-12.85199,-73.98943,Papa
9615,Yuraq pitiquiña,-12.85199,-73.98943,Papa
9616,Sarda suytu putis,-12.85199,-73.98943,Papa
9617,Yuraq puqlla,-12.85199,-73.98943,Papa
9618,Sarda wira pasña,-12.85199,-73.98943,Papa
9619,Yuraq qope,-12.85199,-73.98943,Papa
9620,Sarda yuca,-12.85199,-73.98943,Papa
9621,Sauce,-12.85199,-73.98943,Papa
9622,Puka suyto,-12.85199,-73.98943,Papa
9623,Sarda ñawi,-12.85199,-73.98943,Papa
9624,Sarda ritipa sisan,-12.85199,-73.98943,Papa
9625,Yana palta,-12.85199,-73.98943,Papa
9626,Uchunchaqui,-12.85199,-73.98943,Papa
9627,Wañaquin,-12.85199,-73.98943,Papa
9628,Yana ccapo,-12.85199,-73.98943,Papa
9629,Puka manzana,-12.85199,-73.98943,Papa
9630,Pukros,-12.85199,-73.98943,Papa
9631,Puka mama,-12.85199,-73.98943,Papa
9632,Qerezana,-12.85199,-73.98943,Papa
9633,Puka millqos,-12.85199,-73.98943,Papa
9634,Yana oqe ñawi,-12.85199,-73.98943,Papa
9635,Waqra muro,-12.85199,-73.98943,Papa
9636,Warancanquina,-12.85199,-73.98943,Papa
9637,Puka chumbes,-12.85199,-73.98943,Papa
9638,Waña,-12.85199,-73.98943,Papa
9639,Qote,-12.85199,-73.98943,Papa
9640,Yana chaucha,-12.85199,-73.98943,Papa
9641,Yana pasña,-12.85199,-73.98943,Papa
9642,Yana pepino,-12.85199,-73.98943,Papa
9643,Puka yuraq sisa,-12.85199,-73.98943,Papa
9644,Qello taragallo,-12.85199,-73.98943,Papa
9645,Undona,-12.85199,-73.98943,Papa
9646,Puka yuca,-12.85199,-73.98943,Papa
9647,Pumpina,-12.85199,-73.98943,Papa
9648,Qello runtus,-12.85199,-73.98943,Papa
9649,Puka muro lunareja,-12.85199,-73.98943,Papa
9650,Yana puqlla,-12.85199,-73.98943,Papa
9651,Yana putis,-12.85199,-73.98943,Papa
9652,Yana qala,-12.85199,-73.98943,Papa
9653,Vacapa sinqan,-12.85199,-73.98943,Papa
9654,Wachwapa qallum,-12.85199,-73.98943,Papa
9655,Vendis,-12.85199,-73.98943,Papa
9656,Puka comal,-12.85199,-73.98943,Papa
9657,Yana morcilla,-12.85199,-73.98943,Papa
9658,Yana millqos,-12.85199,-73.98943,Papa
9659,Puka cuchos,-12.85199,-73.98943,Papa
9660,Puka cuzqueña,-12.85199,-73.98943,Papa
9661,Puka duraznillo,-12.85199,-73.98943,Papa
9662,Yana loco,-12.85199,-73.98943,Papa
9663,Victo,-12.85199,-73.98943,Papa
9664,Yana lenguas,-12.85199,-73.98943,Papa
9665,Qollqemarquina,-12.85199,-73.98943,Papa
9666,Yana laqpis,-12.85199,-73.98943,Papa
9667,Puka manzanilla,-12.85199,-73.98943,Papa
9668,Puka huayro,-12.85199,-73.98943,Papa
9669,Warancantina,-12.85199,-73.98943,Papa
9670,Suytu runtus,-12.85199,-73.98943,Papa
9671,Yana huayro,-12.85199,-73.98943,Papa
9672,Puka pasusa,-12.85199,-73.98943,Papa
9673,Yana gaspar,-12.85199,-73.98943,Papa
9674,Wachwapa qallun,-12.85199,-73.98943,Papa
9675,Qellua putis,-12.85199,-73.98943,Papa
9676,Tunque,-12.85199,-73.98943,Papa
9677,Wamanpa uman,-12.85199,-73.98943,Papa
9678,Wanaco putis,-12.85199,-73.98943,Papa
9679,Wancayo,-12.85199,-73.98943,Papa
9680,Pumapa makin,-12.85199,-73.98943,Papa
9681,Qerancho,-12.85199,-73.98943,Papa
9682,Violeta,-12.85199,-73.98943,Papa
9683,Wira pasña,-12.85199,-73.98943,Papa
9684,Yana viuda,-12.85199,-73.98943,Papa
9685,Tucupa rinrin,-12.85199,-73.98943,Papa
9686,Yana waña,-12.85199,-73.98943,Papa
9687,Yana barreta,-12.85199,-73.98943,Papa
9688,Yana wayro,-12.85199,-73.98943,Papa
9689,Puka cambro,-12.85199,-73.98943,Papa
9690,Yana callwas,-12.85199,-73.98943,Papa
9691,Winchina,-12.85199,-73.98943,Papa
9692,Yana yuca,-12.85199,-73.98943,Papa
9693,Yana vendis,-12.85199,-73.98943,Papa
9694,Yana yuraq sisa,-12.85199,-73.98943,Papa
9695,Puka lenguas,-12.85199,-73.98943,Papa
9696,Yana anquisia,-12.85199,-73.98943,Papa
9697,Tiyaq wayro,-12.85199,-73.98943,Papa
9698,Tiyaq pukros,-12.85199,-73.98943,Papa
9699,Tiyaq huayro,-12.85199,-73.98943,Papa
9700,Puka callwayzo,-12.85199,-73.98943,Papa
9701,Puka bomba,-12.85199,-73.98943,Papa
9702,Tindacha,-12.85199,-73.98943,Papa
9703,Qeray warmy,-12.85199,-73.98943,Papa
9704,Wuachuapa qallum,-12.85199,-73.98943,Papa
9705,Puka lunareja,-12.85199,-73.98943,Papa
9706,Yana azucena,-12.85199,-73.98943,Papa
9707,Yana tarmeña,-12.85199,-73.98943,Papa
9708,Wayro,-12.85199,-73.98943,Papa
9709,Wayrungupa runtun,-12.85199,-73.98943,Papa
9710,Puquilloqe,-12.85199,-73.98943,Papa
9711,Yana reboso,-12.85199,-73.98943,Papa
9712,Yana yaguilla,-12.85199,-73.98943,Papa
9713,Tumbay,-12.85199,-73.98943,Papa
9714,Yana callhuas,-12.85199,-73.98943,Papa
9715,Puka cesarea,-12.85199,-73.98943,Papa
9716,Wawacha,-12.85199,-73.98943,Papa
9717,Puqlla,-12.85199,-73.98943,Papa
9718,Wawaquilla,-12.85199,-73.98943,Papa
9719,Yana qote,-12.85199,-73.98943,Papa
9720,Yana ritipa sisan,-12.85199,-73.98943,Papa
9721,Wayanay,-12.85199,-73.98943,Papa
9722,Yana tindacha,-12.85199,-73.98943,Papa
9723,Tukupa rinrin,-12.85199,-73.98943,Papa
9724,Tuiros,-12.85199,-73.98943,Papa
9725,Qatun vendis,-12.85199,-73.98943,Papa
9726,Chaucha amarilla,-6.83591,-78.22196,Papa
9727,chaucha blanca,-6.83591,-78.22196,Papa
9728,chaucha grande,-6.83591,-78.22196,Papa
9730,chaucha condorilla,-6.83591,-78.22196,Papa
9731,chaucha 1,-6.83591,-78.22196,Papa
9732,chaucha amarilla redonda,-6.83591,-78.22196,Papa
9733,chaucha colorada,-6.83591,-78.22196,Papa
9734,Chaucha amarilla ojos azules,-6.83591,-78.22196,Papa
9735,Chaucha baya,-6.83591,-78.22196,Papa
9736,chaucha bandeña,-6.83591,-78.22196,Papa
9737,chaucha baya larga,-6.83591,-78.22196,Papa
9738,lengua de vaca,-6.83591,-78.22196,Papa
9739,llancuda,-6.83591,-78.22196,Papa
9742,Limeña,-6.83591,-78.22196,Papa
9744,Lagañosa,-6.83591,-78.22196,Papa
9745,llena choza,-6.83591,-78.22196,Papa
9747,Llanque,-6.83591,-78.22196,Papa
9760,chaucha,-6.83591,-78.22196,Papa
9768,cucula,-6.83591,-78.22196,Papa
9794,chocolatera,-6.83591,-78.22196,Papa
9796,Chumbilana,-6.83591,-78.22196,Papa
9797,chuahca huayro,-6.83591,-78.22196,Papa
9798,Amapola,-6.83591,-78.22196,Papa
9799,Choga blanca,-6.83591,-78.22196,Papa
9800,Chuparca amarilla,-6.83591,-78.22196,Papa
9801,Choga,-6.83591,-78.22196,Papa
9802,Clavelilla,-6.83591,-78.22196,Papa
9809,choga aguachenta,-6.83591,-78.22196,Papa
9812,condorilla,-6.83591,-78.22196,Papa
9816,Chungamarquina,-6.83591,-78.22196,Papa
9820,Combaina,-6.83591,-78.22196,Papa
9827,Huayro blanca,-6.83591,-78.22196,Papa
9828,Huayro blanco,-6.83591,-78.22196,Papa
9829,chaucha2,-6.83591,-78.22196,Papa
9830,Huayro colorada,-6.83591,-78.22196,Papa
9831,huayro mora,-6.83591,-78.22196,Papa
9832,chaucha roja,-6.83591,-78.22196,Papa
9833,Huayro peruana,-6.83591,-78.22196,Papa
9834,Huayro pintada,-6.83591,-78.22196,Papa
9835,chaucha redonda,-6.83591,-78.22196,Papa
9836,Huevo de gallo,-6.83591,-78.22196,Papa
9838,imilla blanca,-6.83591,-78.22196,Papa
9839,chaucha pintada,-6.83591,-78.22196,Papa
9842,Chaucha huayro,-6.83591,-78.22196,Papa
9843,chaucha mora,-6.83591,-78.22196,Papa
9844,chaucha morada,-6.83591,-78.22196,Papa
9845,chaucha negra,-6.83591,-78.22196,Papa
9846,chaucha negra larga,-6.83591,-78.22196,Papa
9850,chaucha peruana,-6.83591,-78.22196,Papa
9856,chaucha negra redonda,-6.83591,-78.22196,Papa
9860,hallada,-6.83591,-78.22196,Papa
9861,Amarilla limeña,-6.83591,-78.22196,Papa
9863,chiclayana,-6.83591,-78.22196,Papa
9865,Hila,-6.83591,-78.22196,Papa
9872,Chimbina,-6.83591,-78.22196,Papa
9873,Huamachuco,-6.83591,-78.22196,Papa
9874,chaucha huagalina,-6.83591,-78.22196,Papa
9879,Amarilla ojo negro,-6.83591,-78.22196,Papa
9880,chica bonita,-6.83591,-78.22196,Papa
9881,Huayro,-6.83591,-78.22196,Papa
9882,Huagalina shilladora,-6.83591,-78.22196,Papa
9883,huagalina blanca,-6.83591,-78.22196,Papa
9884,Huagalina,-6.83591,-78.22196,Papa
9885,huacra pintada,-6.83591,-78.22196,Papa
9886,Huacra,-6.83591,-78.22196,Papa
9887,Huachua,-6.83591,-78.22196,Papa
9888,huamantanga,-6.83591,-78.22196,Papa
9895,Arrobera,-6.83591,-78.22196,Papa
9899,negra india,-6.83591,-78.22196,Papa
9900,avellana blanca,-6.83591,-78.22196,Papa
9923,montañera,-6.83591,-78.22196,Papa
9934,Camotera,-6.83591,-78.22196,Papa
9936,blanquiñosa,-6.83591,-78.22196,Papa
9938,moradita,-6.83591,-78.22196,Papa
9958,Avellana chata,-6.83591,-78.22196,Papa
9961,pande,-6.83591,-78.22196,Papa
9965,Avellana redonda,-6.83591,-78.22196,Papa
9966,Canastera,-6.83591,-78.22196,Papa
9978,Pashullana,-6.83591,-78.22196,Papa
9991,negra,-6.83591,-78.22196,Papa
10000,parda,-6.83591,-78.22196,Papa
10002,Mantaro,-6.83591,-78.22196,Papa
10007,Amarilla,-6.83591,-78.22196,Papa
10013,carganaco,-6.83591,-78.22196,Papa
10024,Carnera,-6.83591,-78.22196,Papa
10025,Mishunga,-6.83591,-78.22196,Papa
10028,Bella,-6.83591,-78.22196,Papa
10032,Pabla,-6.83591,-78.22196,Papa
10037,luren,-6.83591,-78.22196,Papa
10040,oke,-6.83591,-78.22196,Papa
10045,plancha,-6.83591,-78.22196,Papa
10046,bella larga,-6.83591,-78.22196,Papa
10048,piña roja,-6.83591,-78.22196,Papa
10051,piña mora,-6.83591,-78.22196,Papa
10053,Carnera larga,-6.83591,-78.22196,Papa
10054,margarita,-6.83591,-78.22196,Papa
10059,petaquera colorada,-6.83591,-78.22196,Papa
10060,Petaquera,-6.83591,-78.22196,Papa
10070,peruanita,-6.83591,-78.22196,Papa
10072,Peruana,-6.83591,-78.22196,Papa
10073,botijona,-6.83591,-78.22196,Papa
10074,niña,-6.83591,-78.22196,Papa
10075,Augadora,-6.83591,-78.22196,Papa
10086,Melina,-6.83591,-78.22196,Papa
10090,Mentana,-6.83591,-78.22196,Papa
10103,Capulera,-6.83591,-78.22196,Papa
10107,yana imilla,-6.83591,-78.22196,Papa
10112,poropora,-6.83591,-78.22196,Papa
10114,porpora,-6.83591,-78.22196,Papa
10115,Zuela blanca,-6.83591,-78.22196,Papa
10117,Zuela colorada,-6.83591,-78.22196,Papa
10121,Sapa negra,-6.83591,-78.22196,Papa
10122,sapa negra redonda,-6.83591,-78.22196,Papa
10123,Sapa pintada,-6.83591,-78.22196,Papa
10127,san miguelina,-6.83591,-78.22196,Papa
10130,semelina,-6.83591,-78.22196,Papa
10134,Sapa blanca,-6.83591,-78.22196,Papa
10144,reyna blanca,-6.83591,-78.22196,Papa
10146,reyna pintada,-6.83591,-78.22196,Papa
10147,semelina blanca,-6.83591,-78.22196,Papa
10149,Tarmeña ojo negro,-6.83591,-78.22196,Papa
10155,Tarmeña blanca,-6.83591,-78.22196,Papa
10163,tarmeña,-6.83591,-78.22196,Papa
10164,Tuna,-6.83591,-78.22196,Papa
10166,Yuquilla,-6.83591,-78.22196,Papa
10167,zuela rosada,-6.83591,-78.22196,Papa
10173,talambina,-6.83591,-78.22196,Papa
10182,Provinciana,-6.83591,-78.22196,Papa
10184,Prada,-6.83591,-78.22196,Papa
10189,señorita,-6.83591,-78.22196,Papa
10190,semelina pintada,-6.83591,-78.22196,Papa
10191,romera,-6.83591,-78.22196,Papa
10198,tarmeña pintada,-6.83591,-78.22196,Papa
10208,Cusqueña roja,-6.83591,-78.22196,Papa
10215,Amarilla,-6.93321,-78.26443,Papa
10216,Aliso maguay,-6.93321,-78.26443,Papa
10217,China Sola,-6.93321,-78.26443,Papa
10219,Chuparca,-6.93321,-78.26443,Papa
10221,Pimpinela común,-6.93321,-78.26443,Papa
10222,Pimpinela colorada,-6.93321,-78.26443,Papa
10223,Pierna de Viuda,-6.93321,-78.26443,Papa
10224,Picuda o Picusha,-6.93321,-78.26443,Papa
10225,Picuda,-6.93321,-78.26443,Papa
10231,Peruanita o Peruana,-6.93321,-78.26443,Papa
10232,Perrita,-6.93321,-78.26443,Papa
10233,Clavelilla colorada,-6.93321,-78.26443,Papa
10234,Clavelilla negra,-6.93321,-78.26443,Papa
10235,Clavelilla Peruanita,-6.93321,-78.26443,Papa
10237,Blanca,-6.93321,-78.26443,Papa
10238,Piña blanca,-6.93321,-78.26443,Papa
10239,Chiquibonita,-6.93321,-78.26443,Papa
10240,Bayeta blanca,-6.93321,-78.26443,Papa
10242,Chiva,-6.93321,-78.26443,Papa
10245,Chocolatera,-6.93321,-78.26443,Papa
10247,Piña negra,-6.93321,-78.26443,Papa
10248,Almirante,-6.93321,-78.26443,Papa
10249,Chogolonga,-6.93321,-78.26443,Papa
10250,Piña,-6.93321,-78.26443,Papa
10252,Almudera redonda,-6.93321,-78.26443,Papa
10253,Choyga,-6.93321,-78.26443,Papa
10254,Chuacha porporina,-6.93321,-78.26443,Papa
10256,Colorada redonda,-6.93321,-78.26443,Papa
10257,Chocolatera ojo blanco,-6.93321,-78.26443,Papa
10258,Papa Blanca,-6.93321,-78.26443,Papa
10259,Cóndor,-6.93321,-78.26443,Papa
10260,Pasadora,-6.93321,-78.26443,Papa
10261,Condorilla,-6.93321,-78.26443,Papa
10264,Papa Palta,-6.93321,-78.26443,Papa
10265,Congonera,-6.93321,-78.26443,Papa
10267,Papa Hallada,-6.93321,-78.26443,Papa
10268,Conda blanca,-6.93321,-78.26443,Papa
10270,Pañuela Varón,-6.93321,-78.26443,Papa
10271,Pañuela redonda roja,-6.93321,-78.26443,Papa
10272,Pañuela redonda negra,-6.93321,-78.26443,Papa
10273,Azucarada,-6.93321,-78.26443,Papa
10274,Avellana Varón,-6.93321,-78.26443,Papa
10275,Avellana o Paltancha,-6.93321,-78.26443,Papa
10276,Costeña,-6.93321,-78.26443,Papa
10277,Pellonera,-6.93321,-78.26443,Papa
10278,Perla pintada,-6.93321,-78.26443,Papa
10279,Perla morada,-6.93321,-78.26443,Papa
10286,Combaína,-6.93321,-78.26443,Papa
10287,Conda negra,-6.93321,-78.26443,Papa
10288,Azul común,-6.93321,-78.26443,Papa
10294,Conda,-6.93321,-78.26443,Papa
10295,Avellana hembra,-6.93321,-78.26443,Papa
10296,Pellonera blanca,-6.93321,-78.26443,Papa
10298,Chaucha jalqueña,-6.93321,-78.26443,Papa
10300,Mishuca,-6.93321,-78.26443,Papa
10302,Chaucha clavelilla larga,-6.93321,-78.26443,Papa
10303,Bandera roja,-6.93321,-78.26443,Papa
10304,Chaucha calabaza,-6.93321,-78.26443,Papa
10308,Chaucha melliza,-6.93321,-78.26443,Papa
10310,Chaucha amarilla,-6.93321,-78.26443,Papa
10311,Mirocielo,-6.93321,-78.26443,Papa
10312,Chaucha,-6.93321,-78.26443,Papa
10313,Jalqueña,-6.93321,-78.26443,Papa
10315,Milisa,-6.93321,-78.26443,Papa
10316,Jugadora,-6.93321,-78.26443,Papa
10317,Huevo de toro,-6.93321,-78.26443,Papa
10318,Chaucha blanca,-6.93321,-78.26443,Papa
10321,Chaucha porporina,-6.93321,-78.26443,Papa
10322,Chimbilina,-6.93321,-78.26443,Papa
10323,Canela redonda,-6.93321,-78.26443,Papa
10328,Moradita,-6.93321,-78.26443,Papa
10329,Chaucha larga,-6.93321,-78.26443,Papa
10331,Chaucha limeña,-6.93321,-78.26443,Papa
10332,Chaucha Peruana,-6.93321,-78.26443,Papa
10333,Canteña,-6.93321,-78.26443,Papa
10334,India,-6.93321,-78.26443,Papa
10336,Inti,-6.93321,-78.26443,Papa
10337,Montañera blanca,-6.93321,-78.26443,Papa
10338,Chaucha negra,-6.93321,-78.26443,Papa
10339,Montañera,-6.93321,-78.26443,Papa
10342,Lindaura,-6.93321,-78.26443,Papa
10344,Limeña,-6.93321,-78.26443,Papa
10345,Celendina,-6.93321,-78.26443,Papa
10346,Limeña blanca,-6.93321,-78.26443,Papa
10347,Limeña colorada,-6.93321,-78.26443,Papa
10348,Limeña Pañuela,-6.93321,-78.26443,Papa
10349,Limeña Redonda,-6.93321,-78.26443,Papa
10351,Juzgavida,-6.93321,-78.26443,Papa
10354,Lindomera,-6.93321,-78.26443,Papa
10355,Maguay,-6.93321,-78.26443,Papa
10356,Lunta al tallo,-6.93321,-78.26443,Papa
10357,Llancuda,-6.93321,-78.26443,Papa
10359,Llaucana,-6.93321,-78.26443,Papa
10363,Limona redonda,-6.93321,-78.26443,Papa
10365,Capulina,-6.93321,-78.26443,Papa
10366,Caramela,-6.93321,-78.26443,Papa
10367,Melpata o milipata,-6.93321,-78.26443,Papa
10368,La Ñata,-6.93321,-78.26443,Papa
10369,La trompudita,-6.93321,-78.26443,Papa
10371,Larga bonita,-6.93321,-78.26443,Papa
10376,Celendina negra,-6.93321,-78.26443,Papa
10377,Lengua de vaca,-6.93321,-78.26443,Papa
10378,Lengua de venao,-6.93321,-78.26443,Papa
10380,Carnera colorada,-6.93321,-78.26443,Papa
10381,Chacrera,-6.93321,-78.26443,Papa
10385,Huigocunga,-6.93321,-78.26443,Papa
10386,Manzana dulce,-6.93321,-78.26443,Papa
10387,Chimbina,-6.93321,-78.26443,Papa
10388,Huevo de perdiz,-6.93321,-78.26443,Papa
10389,Grosella,-6.93321,-78.26443,Papa
10390,Guambra,-6.93321,-78.26443,Papa
10392,Ahogadora,-6.93321,-78.26443,Papa
10394,Camotera,-6.93321,-78.26443,Papa
10395,Chimbina oque,-6.93321,-78.26443,Papa
10397,Grandebonita roja,-6.93321,-78.26443,Papa
10399,Grandebonita colorada,-6.93321,-78.26443,Papa
10401,Cashpada,-6.93321,-78.26443,Papa
10402,Campiona granate,-6.93321,-78.26443,Papa
10403,Chilopa,-6.93321,-78.26443,Papa
10406,Chilena,-6.93321,-78.26443,Papa
10407,Chaucha pintada,-6.93321,-78.26443,Papa
10408,Hallada,-6.93321,-78.26443,Papa
10410,Ojona,-6.93321,-78.26443,Papa
10411,Oxamarquina,-6.93321,-78.26443,Papa
10414,Cacho de buey,-6.93321,-78.26443,Papa
10415,Fogonera,-6.93321,-78.26443,Papa
10416,Forastera,-6.93321,-78.26443,Papa
10417,Cacho de venao,-6.93321,-78.26443,Papa
10418,Calabaza,-6.93321,-78.26443,Papa
10421,Calabaza pico alau,-6.93321,-78.26443,Papa
10422,Muñeca,-6.93321,-78.26443,Papa
10430,Grande y bonita,-6.93321,-78.26443,Papa
10431,Grandebonita blanca,-6.93321,-78.26443,Papa
10432,Gemela,-6.93321,-78.26443,Papa
10439,Huayra hembra,-6.93321,-78.26443,Papa
10441,Huayro,-6.93321,-78.26443,Papa
10443,Chauchilla,-6.93321,-78.26443,Papa
10444,Huaracina,-6.93321,-78.26443,Papa
10445,Chaucha wicrocunga,-6.93321,-78.26443,Papa
10446,Chaucha roja,-6.93321,-78.26443,Papa
10447,Huayro Rojo,-6.93321,-78.26443,Papa
10448,Chaucha redonda,-6.93321,-78.26443,Papa
10449,Huevo de chivo,-6.93321,-78.26443,Papa
10450,Huevo de gallareta,-6.93321,-78.26443,Papa
10451,Huevo de indio,-6.93321,-78.26443,Papa
10454,Chauchita común,-6.93321,-78.26443,Papa
10455,Huagalina amarilla,-6.93321,-78.26443,Papa
10456,Muchacho,-6.93321,-78.26443,Papa
10457,Chicharronera,-6.93321,-78.26443,Papa
10458,Huacha o Huachua,-6.93321,-78.26443,Papa
10460,Canastera,-6.93321,-78.26443,Papa
10461,Huacra,-6.93321,-78.26443,Papa
10462,Moropolia,-6.93321,-78.26443,Papa
10464,Huagalina,-6.93321,-78.26443,Papa
10465,Huancaína,-6.93321,-78.26443,Papa
10467,Huanaca negra,-6.93321,-78.26443,Papa
10468,Huagalina Peruana,-6.93321,-78.26443,Papa
10469,Huagalina varón,-6.93321,-78.26443,Papa
10471,Huagalina Blanca,-6.93321,-78.26443,Papa
10474,Reina blanca,-6.93321,-78.26443,Papa
10475,Rayo Luna,-6.93321,-78.26443,Papa
10480,Rosada Chilena,-6.93321,-78.26443,Papa
10481,Rodilla de viuda,-6.93321,-78.26443,Papa
10482,Riñona,-6.93321,-78.26443,Papa
10485,Renacimiento Sinchada,-6.93321,-78.26443,Papa
10487,Renacimiento colorado,-6.93321,-78.26443,Papa
10488,Renacimiento blanco,-6.93321,-78.26443,Papa
10489,Renacimiento,-6.93321,-78.26443,Papa
10491,Rabo de coche,-6.93321,-78.26443,Papa
10492,Rana,-6.93321,-78.26443,Papa
10494,Reyna redonda,-6.93321,-78.26443,Papa
10495,Shingula,-6.93321,-78.26443,Papa
10497,Trompuda,-6.93321,-78.26443,Papa
10499,Suela colorada,-6.93321,-78.26443,Papa
10500,Solitaria,-6.93321,-78.26443,Papa
10501,Sinchada,-6.93321,-78.26443,Papa
10503,Shingula azul,-6.93321,-78.26443,Papa
10504,Tuna Roja,-6.93321,-78.26443,Papa
10505,Shinguita,-6.93321,-78.26443,Papa
10506,Shimbaína,-6.93321,-78.26443,Papa
10512,Sin Balleta,-6.93321,-78.26443,Papa
10513,Yuquilla colorada,-6.93321,-78.26443,Papa
10514,Zapalla,-6.93321,-78.26443,Papa
10515,Poncho al hombro,-6.93321,-78.26443,Papa
10516,Porporina,-6.93321,-78.26443,Papa
10517,Prada,-6.93321,-78.26443,Papa
10518,Provinciana,-6.93321,-78.26443,Papa
10519,Yuquilla rabo de mono,-6.93321,-78.26443,Papa
10520,Yuquilla pintada,-6.93321,-78.26443,Papa
10522,Yuquilla negra,-6.93321,-78.26443,Papa
10523,Tuna blanca,-6.93321,-78.26443,Papa
10524,Yuquilla blanca,-6.93321,-78.26443,Papa
10525,Yuquilla azuleja,-6.93321,-78.26443,Papa
10526,Yuquilla amarilla,-6.93321,-78.26443,Papa
10527,Yuquilla,-6.93321,-78.26443,Papa
10528,Vicuña,-6.93321,-78.26443,Papa
10530,Trujillana,-6.93321,-78.26443,Papa
10531,Yuquilla pañuela,-6.93321,-78.26443,Papa
10533,Rucucunga de jalca,-6.93321,-78.26443,Papa
10537,Sapa blanca,-6.93321,-78.26443,Papa
10538,Sapa negra,-6.93321,-78.26443,Papa
10539,San Marquina,-6.93321,-78.26443,Papa
10542,Sandía colorada,-6.93321,-78.26443,Papa
10543,Sapa pañuela,-6.93321,-78.26443,Papa
10544,Serranita,-6.93321,-78.26443,Papa
10546,Shacuca,-6.93321,-78.26443,Papa
10547,Shacuca de jalca,-6.93321,-78.26443,Papa
10548,Shanga Blanca,-6.93321,-78.26443,Papa
10552,Shiliquita,-6.93321,-78.26443,Papa
10554,Sapa sinchada,-6.93321,-78.26443,Papa
10557,Bella,-7.2403,-78.20637,Papa
10560,Bien peruanita,-7.2403,-78.20637,Papa
10573,Ojo de oso,-7.2403,-78.20637,Papa
10585,Naranja colorado,-7.2403,-78.20637,Papa
10587,Nativicha,-7.2403,-78.20637,Papa
10588,Negra cashga,-7.2403,-78.20637,Papa
10589,Negra yuquilla,-7.2403,-78.20637,Papa
10597,Conda negra,-7.2403,-78.20637,Papa
10598,Conda blanca,-7.2403,-78.20637,Papa
10599,Conda amarilla,-7.2403,-78.20637,Papa
10605,Colorada amarilla,-7.2403,-78.20637,Papa
10606,Colorada,-7.2403,-78.20637,Papa
10607,Perricholi,-7.2403,-78.20637,Papa
10608,Perrita,-7.2403,-78.20637,Papa
10609,Peruana,-7.2403,-78.20637,Papa
10610,Pata de witre,-7.2403,-78.20637,Papa
10611,Colegiala,-7.2403,-78.20637,Papa
10615,Clavelilla negra,-7.2403,-78.20637,Papa
10619,Shatuca,-7.2403,-78.20637,Papa
10620,Peruanita,-7.2403,-78.20637,Papa
10629,Colorada provinciana,-7.2403,-78.20637,Papa
10631,Curadilla,-7.2403,-78.20637,Papa
10634,Panchita,-7.2403,-78.20637,Papa
10635,Pañuela,-7.2403,-78.20637,Papa
10638,Pata,-7.2403,-78.20637,Papa
10640,Llanqueja,-7.2403,-78.20637,Papa
