ID,CULTVRNAME,LAT,LONG,SPP2
7778,Huacra,-6.77,-78.6,Papa
7779,Imilla Rosada,-14.47,-69.53,Papa
7780,Puca Coricca,-14.47,-69.53,Papa
7781,Imilla Wiriquilla,-14.47,-69.53,Papa
7782,Yana Imilla,-14.47,-69.53,Papa
7783,Negrita,-7.08,-78.33,Papa
7784,Reina,-6.83,-78.23,Papa
7785,Papa Comun,-6.83,-78.23,Papa
7786,Huayro,-6.9,-78.25,Papa
7787,Chaucha Blanca,-6.9,-78.25,Papa
7788,Montanera,-6.9,-78.25,Papa
7789,Chauchilla,-6.87,-78.17,Papa
7790,Huacra,-6.87,-78.17,Papa
7791,Chimbina,-7.32,-78.52,Papa
7792,Carnera,-6.97,-78.82,Papa
7793,Bien Peruana,-6.97,-78.82,Papa
7794,Wa±a,-6.97,-78.82,Papa
7795,Choga Colorada,-6.97,-78.82,Papa
7796,Morada,-7.0,-78.85,Papa
7797,Pogullona,-6.97,-78.82,Papa
7798,Chiqui Bonita,-6.97,-78.82,Papa
7799,Papa Camote,-6.97,-78.82,Papa
7800,Papa Negra,-6.97,-78.82,Papa
7802,Challina,-6.43,-78.65,Papa
7803,Blanca Redonda,-6.43,-78.65,Papa
7804,Sapa Negra,-6.43,-78.65,Papa
7805,Troega Colorada,-6.57,-78.67,Papa
7806,Papa Comun,-6.57,-78.67,Papa
7807,Suela Colorada,-6.57,-78.67,Papa
7808,Tarme±a,-6.87,-78.17,Papa
7809,Chimbina,-6.87,-78.17,Papa
7810,Lengua de Venado,-6.93,-78.13,Papa
7811,Papa Tarme±a,-12.57,-74.93,Papa
7812,Papa Canta,-12.55,-74.98,Papa
7813,Moro Munqui,-12.55,-74.97,Papa
7814,Bota Juela,-12.55,-74.97,Papa
7815,Azucarera,-9.82,-76.8,Papa
7816,Chata Blanca Ojos Morados,-11.27,-75.65,Papa
7817,Sale Papa,-13.23,-71.6,Papa
7818,Huallata Suito,-13.23,-71.6,Papa
7819,Yana Huaccoto,-13.23,-71.6,Papa
7820,Socco Huaccoto,-13.23,-71.6,Papa
7821,Huallata Suytu,-13.23,-71.6,Papa
7822,Paciencia,-13.23,-71.6,Papa
7823,Puma Maqui,-13.23,-71.6,Papa
7824,Kjaya,-13.23,-71.6,Papa
7825,Suito,-13.23,-71.6,Papa
7826,Huata Cachi,-13.23,-71.6,Papa
7827,Puca Jamachi,-13.23,-71.6,Papa
7828,Huatay Runi,-13.23,-71.6,Papa
7829,Cuchano,-13.23,-71.6,Papa
7830,Yurac Talaco,-13.23,-71.6,Papa
7831,Urguruntush,-10.48,-76.2,Papa
7832,Acero Suito,-10.48,-76.2,Papa
7833,Waca -uno,-16.09,-69.66,Papa
7834,Lluta,-9.7,-76.77,Papa
7836,Gayna,-9.7,-76.77,Papa
7837,Yana Puma Maqui,-11.7,-75.47,Papa
7838,Cerre±a,-12.57,-74.93,Papa
7839,Huajra Paquichum,-10.35,-77.2,Papa
7840,Llamellina,-7.57,-77.8,Papa
7841,Tarme±a Rosada,-12.07,-75.2,Papa
7842,Cara Zapato,-13.02,-73.98,Papa
7843,Cambru,-13.02,-73.98,Papa
7844,Carpas,-13.02,-73.98,Papa
7845,Chunguina,-13.02,-73.98,Papa
7846,Durazno,-13.02,-73.98,Papa
7847,Muru Cambru,-13.02,-73.98,Papa
7848,Ruyru Sarda Putis,-13.02,-73.98,Papa
7849,Suytu Vilquina,-13.02,-73.98,Papa
7850,Suytu Sarda Putis,-13.02,-73.98,Papa
7851,Taragallo,-13.02,-73.98,Papa
7852,Vacapa Tunjurin,-13.02,-73.98,Papa
7853,Bayo,-13.02,-73.98,Papa
7854,Huaycillo,-13.02,-73.98,Papa
7855,Poros,-13.02,-73.98,Papa
7856,Huichiri,-13.02,-73.98,Papa
7857,Migajosa,-14.27,-71.23,Papa
7858,Cerrena Acsho,-6.23,-79.32,Papa
7859,Licopisa,-6.23,-79.32,Papa
7860,Ushurondo,-6.23,-79.32,Papa
7862,Sinchada,-6.23,-79.32,Papa
7863,Rosilla,-6.23,-79.32,Papa
7865,Chaucha Colorada,-4.63,-79.68,Papa
7866,Chaucha Amarilla,-4.93,-79.95,Papa
7867,Chaucha Negra,-5.23,-79.42,Papa
7868,Suga,-5.33,-79.43,Papa
7869,Tasca,-10.4,-77.4,Papa
7870,Papa Cuhuay,-10.38,-77.22,Papa
7871,Chata Negra,-10.35,-77.2,Papa
7872,Suito,-10.35,-77.2,Papa
7873,Llamellina,-7.82,-78.42,Papa
7874,Chauchana,-7.82,-78.42,Papa
7876,Ofrenda,-16.08,-69.63,Papa
7877,Sutacho,-16.08,-69.63,Papa
7878,Sota,-16.08,-69.63,Papa
7879,Nata,-8.53,-77.57,Papa
7880,Wacapa Huagran,-8.53,-77.57,Papa
7881,Chomo Longo,-8.53,-77.57,Papa
7882,Coleto,-9.58,-77.7,Papa
7883,Huagalina,-8.0,-78.6,Papa
7884,Aguila,-8.0,-78.6,Papa
7885,Amarilla Ojona,-8.03,-78.53,Papa
7886,Llamellina,-8.03,-78.53,Papa
7887,Asta De Buey,-8.27,-77.85,Papa
7889,Perra,-8.27,-77.85,Papa
7890,Puca -ahui Lomo,-7.82,-78.05,Papa
7891,Carganaca,-7.78,-77.87,Papa
7892,Aguila,-7.78,-77.87,Papa
7893,Raiz del Palo,-7.78,-77.87,Papa
7894,Shallis,-7.78,-77.87,Papa
7895,Yoca,-7.78,-77.87,Papa
7896,Tacmara,-7.78,-77.87,Papa
7899,Chingos,-8.55,-77.63,Papa
7903,Pacos,-8.55,-77.63,Papa
7904,Lisan,-8.87,-77.35,Papa
7905,Shojpe,-8.8,-77.28,Papa
7906,Manzana,-8.8,-77.28,Papa
7907,Buen Cholo,-8.8,-77.28,Papa
7909,Membrillo,-8.92,-77.3,Papa
7911,Yuracc Utcush,-8.92,-77.3,Papa
7912,Chilca,-8.8,-77.28,Papa
7913,Jacapa Lianin,-8.8,-77.28,Papa
7914,Ishco Puro,-8.8,-77.28,Papa
7915,Llilluca,-8.8,-77.28,Papa
7916,Chinpino,-8.8,-77.28,Papa
7917,Curao Tantamayina,-8.8,-77.28,Papa
7918,Shojpe,-8.8,-77.28,Papa
7919,Tantamayina,-8.8,-77.28,Papa
7920,Puca -awi,-8.8,-77.28,Papa
7922,Milagro Uisha,-8.8,-77.28,Papa
7923,Puca Atashin,-8.8,-77.28,Papa
7924,Mapaishinga,-8.8,-77.28,Papa
7925,Manzana  Morada,-8.53,-77.57,Papa
7926,Llanyina,-8.53,-77.57,Papa
7928,Chaucha Blanca,-9.15,-76.98,Papa
7929,Ashnupa Llocson,-9.15,-76.98,Papa
7930,Siquin Huallog,-9.15,-76.98,Papa
7931,Gueshguepa Moctum,-9.15,-76.98,Papa
7932,Rampi Iusha,-9.15,-76.98,Papa
7933,Chingos,-9.15,-76.98,Papa
7934,Jacapa Garan,-9.15,-76.98,Papa
7935,Lasapa,-9.75,-77.45,Papa
7936,Wacapa Ruron,-9.75,-77.43,Papa
7937,Pellejo De Cuy,-9.15,-76.98,Papa
7938,Pellejo Grueso,-9.15,-76.98,Papa
7939,Lengua De Vaca,-9.15,-76.98,Papa
7940,Tasca,-9.15,-76.98,Papa
7941,Azul Papa,-9.15,-76.98,Papa
7942,Helena,-9.15,-76.98,Papa
7943,Chaulana,-9.15,-76.98,Papa
7944,Condor Warmi,-9.15,-76.98,Papa
7945,Huajlli Papa,-9.32,-77.6,Papa
7946,Mulajitanan,-9.32,-77.6,Papa
7947,Yana Sojpe,-9.32,-77.6,Papa
7948,Muru Huajlli,-9.32,-77.6,Papa
7949,Mula Gompa,-9.32,-77.6,Papa
7950,Condor Huarmi,-9.32,-77.6,Papa
7951,Quesro,-9.32,-77.6,Papa
7952,Huecsa Acsho,-8.52,-77.87,Papa
7953,Rosita,-8.52,-77.87,Papa
7954,Puca Yanama,-8.52,-77.87,Papa
7955,Ayapa Human,-8.52,-77.87,Papa
7956,Escoleta,-8.52,-77.87,Papa
7957,Huandobalina,-8.52,-77.92,Papa
7958,Macta Papa,-8.55,-77.63,Papa
7959,San Antonio,-8.55,-77.63,Papa
7960,Andrea,-8.55,-77.63,Papa
7961,Calga Suito,-10.07,-77.13,Papa
7962,Llamapa -awin,-10.07,-77.13,Papa
7963,Golutash,-10.07,-77.13,Papa
7964,Quinchapa Tuctun,-10.15,-77.15,Papa
7965,Condor Huarmi,-10.15,-77.15,Papa
7966,Shacana Yuytuc,-10.15,-77.15,Papa
7967,Papa Chirimoya,-9.8,-77.43,Papa
7968,Compe,-9.8,-77.43,Papa
7969,Buen Cholo,-9.8,-77.43,Papa
7970,Lasapa,-9.75,-77.45,Papa
7971,Espanolada,-9.75,-77.45,Papa
7972,Recuayina,-9.58,-77.17,Papa
7973,Jallga Huarmi,-9.15,-76.98,Papa
7974,Llapsa Jacu,-9.15,-76.98,Papa
7975,Ocrosina,-9.15,-76.98,Papa
7976,Chaucha,-9.15,-76.98,Papa
7977,Chata Rosada,-9.15,-76.98,Papa
7978,Anash Pegan,-10.15,-77.15,Papa
7979,Papa Negra,-10.15,-77.15,Papa
7980,Mishca Suito,-10.07,-77.13,Papa
7981,Sojpi Huarmi,-10.07,-77.13,Papa
7982,Yana Huano,-11.47,-75.53,Papa
7983,Lunchuy Huajachi,-11.47,-75.53,Papa
7986,Pampina,-11.52,-75.41,Papa
7987,Huamantanga,-11.52,-75.41,Papa
7988,Puca Milagro,-11.52,-75.41,Papa
7992,Yana Huanca,-11.08,-76.15,Papa
7993,Malahuchaca,-10.97,-75.88,Papa
7994,Sandia,-10.97,-75.88,Papa
7995,Collota Blanca,-11.27,-75.65,Papa
7996,Yana Huilo,-11.72,-75.08,Papa
7997,Callhuay,-11.72,-75.08,Papa
7998,Papa Rangas,-11.72,-75.08,Papa
7999,Jatun Huanca,-11.7,-75.03,Papa
8002,Blanca,-10.89,-76.03,Papa
8003,Capiaj Suito,-10.89,-76.03,Papa
8004,Milagro,-10.97,-75.88,Papa
8005,Condor Shuitu,-11.08,-76.17,Papa
8007,Pu±a,-12.57,-74.55,Papa
8016,Cuchipa Ismaynin,-11.98,-74.98,Papa
8018,Huanquel,-11.98,-74.98,Papa
8020,Callhuay,-11.75,-75.13,Papa
8021,Lengua de Vaca,-11.75,-75.13,Papa
8022,Cocharcas,-12.75,-74.62,Papa
8023,Casa Blanca,-12.75,-74.62,Papa
8024,Puca Papa,-12.75,-74.62,Papa
8025,Cante±a Yuracc Aicha,-12.83,-74.58,Papa
8027,Chaucha Blanca,-12.83,-74.58,Papa
8028,Aracc Papa,-12.83,-74.57,Papa
8029,Yuracc Casa,-12.8,-74.62,Papa
8030,Mano Pacca,-12.8,-74.62,Papa
8032,Gaspar Maco,-12.7,-74.9,Papa
8037,Yana Mata,-12.45,-74.85,Papa
8041,Puca Ruyru,-12.98,-74.75,Papa
8042,Chihuacupa Runtu,-12.98,-74.75,Papa
8043,Allcca Hualash,-12.98,-74.75,Papa
8046,Yura Viuda,-12.78,-74.53,Papa
8047,Trojin Huajachi,-12.78,-74.53,Papa
8048,Papa Achanjaira,-12.78,-74.53,Papa
8049,Ni±os Papa,-12.78,-74.53,Papa
8051,Muro Panza,-12.78,-74.58,Papa
8052,Grande,-12.78,-74.58,Papa
8053,Cano,-12.75,-74.62,Papa
8055,Calac Callhuay,-12.97,-74.75,Papa
8056,Sawasiray,-12.97,-74.75,Papa
8057,Puca Murhua,-13.52,-71.98,Papa
8058,Palama,-15.83,-70.02,Papa
8059,Pi±ahua Tunu,-15.9,-69.9,Papa
8060,Chiar Huaruquipa,-15.83,-70.02,Papa
8061,Pockea,-13.52,-71.98,Papa
8063,Yurac Lomo,-13.52,-71.98,Papa
8066,Collota Negra,-11.28,-75.77,Papa
8067,Milagro,-10.97,-75.88,Papa
8068,Tarme±a,-11.84,-75.43,Papa
8069,Mallauchaca,-10.97,-75.88,Papa
8070,Santa Rosa,-10.85,-76.55,Papa
8071,Milagro,-10.85,-76.55,Papa
8072,Collota Negra,-10.85,-76.55,Papa
8073,Liulish,-12.22,-75.17,Papa
8074,Durazno,-12.22,-75.17,Papa
8075,Viuda,-12.22,-75.17,Papa
8076,Quilhuari,-12.22,-75.17,Papa
8077,Murungui Negro,-11.79,-75.37,Papa
8078,Viuda,-11.79,-75.37,Papa
8079,Azul Huayta,-11.79,-75.37,Papa
8080,Kello Pisco,-14.47,-69.53,Papa
8081,Yana Papa,-14.47,-69.53,Papa
8082,Wiriquilla,-14.47,-69.53,Papa
8083,Yana Winca,-13.12,-75.53,Papa
8084,Taquis,-13.28,-75.17,Papa
8085,Dulce Amor,-13.28,-75.17,Papa
8086,Puca Warcca,-13.28,-75.17,Papa
8087,Moro Cunyac,-13.28,-75.17,Papa
8088,Mauna,-13.28,-75.17,Papa
8089,Alcca Hualas,-13.28,-75.17,Papa
8090,Cordovina Negra,-13.2,-75.52,Papa
8091,Luylus,-13.2,-75.52,Papa
8092,Botijuela,-13.2,-75.52,Papa
8093,Huayro,-10.97,-75.88,Papa
8094,Calabaza,-10.97,-75.88,Papa
8095,Santa Rosa,-10.97,-75.88,Papa
8096,Chiaquil,-10.85,-76.55,Papa
8097,Azul Siqui,-10.97,-75.88,Papa
8098,Calluan,-10.85,-76.55,Papa
8099,Milagro,-10.85,-76.55,Papa
8100,Rucma,-11.28,-75.77,Papa
8101,Yana Imilla,-11.28,-75.77,Papa
8102,Milagro,-11.28,-75.77,Papa
8103,Yanatoro o Shiri,-12.25,-75.07,Papa
8104,Yurac Kewirillo,-14.47,-69.53,Papa
8105,Cipa,-14.47,-69.53,Papa
8106,Yana Kewillo,-14.47,-69.53,Papa
8107,Puca Wiriquilla,-14.47,-69.53,Papa
8108,Yana Papa,-14.47,-69.53,Papa
8109,Yana Papa,-14.47,-69.53,Papa
8110,Puca Palta,-14.47,-69.53,Papa
8111,Rosada Imilla (Ccompis),-14.47,-69.53,Papa
8112,Usicayo,-14.47,-69.53,Papa
8113,Yurac Palta,-14.47,-69.53,Papa
8114,Papa Negra,-14.47,-69.53,Papa
8115,Yurac Unchuna,-14.47,-69.53,Papa
8116,Qhoriwaraka,-14.47,-69.53,Papa
8117,Unchuna,-14.47,-69.53,Papa
8118,Puca Corika,-14.47,-69.53,Papa
8119,Pichula,-14.47,-69.53,Papa
8120,Mariwa,-14.47,-69.53,Papa
8121,Ampato Papa,-14.47,-69.53,Papa
8122,Yana Runtu,-14.47,-69.53,Papa
8123,Wayru,-14.47,-69.53,Papa
8124,Andina,-14.47,-69.53,Papa
8125,Puca Fulo,-14.47,-69.53,Papa
8126,Alqa Thuruna,-14.47,-69.53,Papa
8127,Qholla Imilla,-14.47,-69.53,Papa
8128,Yana Imilla,-14.47,-69.53,Papa
8129,Yurac Fulo,-14.47,-69.53,Papa
8130,Yurac Lomo,-14.47,-69.53,Papa
8131,Muru Pulush,-12.25,-74.75,Papa
8137,Bolicho Rojo,-13.35,-71.67,Papa
8143,Caballupa Runtun,-12.25,-74.75,Papa
8144,Sayllasirag,-13.35,-71.67,Papa
8145,Puca Magtillo,-13.35,-71.67,Papa
8146,Marquilla,-13.35,-71.67,Papa
8147,Puma Maquin,-13.32,-71.6,Papa
8148,Huaman Uma,-13.35,-71.67,Papa
8149,Choque Puru,-13.32,-71.6,Papa
8150,Kewillo,-13.35,-71.67,Papa
8151,Cuchillo Paqui,-13.35,-71.67,Papa
8152,Puca Ccohui-succa,-13.35,-71.67,Papa
8153,Llama Senccan,-13.35,-71.67,Papa
8163,Moro Sunchu,-13.35,-71.67,Papa
8166,Puca Mana,-13.35,-71.67,Papa
8167,Yana Olga Bole,-13.35,-71.67,Papa
8168,Yana Imilla,-13.35,-71.67,Papa
8169,Chimaco Suytu,-13.35,-71.67,Papa
8170,Puma Lunta,-13.35,-71.67,Papa
8171,Puca Magtillo,-13.35,-71.67,Papa
8172,Puca Magtillo,-13.35,-71.67,Papa
8173,Puca Suito,-13.35,-71.67,Papa
8174,Tullo Mactillo,-13.32,-71.6,Papa
8175,Puca Chimaco,-13.35,-71.67,Papa
8176,Yana Funu,-13.32,-71.6,Papa
8177,Imilla,-13.35,-71.67,Papa
8178,Tayani,-13.35,-71.67,Papa
8179,Yana Chinchico,-13.35,-71.67,Papa
8180,Pishcco Pitiqui±a,-13.35,-71.67,Papa
8181,Yana Wilcas,-13.35,-71.67,Papa
8182,Moro Rumbus,-13.35,-71.67,Papa
8183,Yana Cusi,-13.35,-71.67,Papa
8184,Lima Huaqoto,-13.35,-71.67,Papa
8185,Chaguillo,-13.35,-71.67,Papa
8186,Condor Chaqui,-13.35,-71.67,Papa
8187,Sole,-13.35,-71.67,Papa
8188,Puca Solis,-13.35,-71.67,Papa
8189,Puca Suncho,-13.35,-71.67,Papa
8190,Puca Colla,-13.35,-71.67,Papa
8191,Cachu Rucki,-13.35,-71.67,Papa
8192,Puca Colla,-13.32,-71.6,Papa
8193,Puca Colla,-13.32,-71.6,Papa
8194,Puca Chillcas,-13.35,-71.67,Papa
8195,Sole,-13.35,-71.67,Papa
8196,Puca Palta,-13.35,-71.67,Papa
8197,Occe Suito,-13.35,-71.67,Papa
8198,Moro Ccusi,-13.35,-71.67,Papa
8200,Sua Manchachi,-13.35,-71.67,Papa
8201,Unchuna,-13.35,-71.67,Papa
8202,Mestisa,-13.35,-71.67,Papa
8203,Ilama Nawi,-13.32,-71.6,Papa
8204,Muro Huanan Uma,-13.35,-71.67,Papa
8205,Chacrahuaglla,-13.35,-71.67,Papa
8206,Paccochauma,-13.32,-71.6,Papa
8207,Moro Chekefuru,-13.35,-71.67,Papa
8208,Yuracc Cusi,-13.32,-71.6,Papa
8209,Yurac Qarwis,-13.35,-71.67,Papa
8210,Yurag Cusi,-13.35,-71.67,Papa
8211,Sunchu,-13.35,-71.67,Papa
8212,Calwa,-13.35,-71.67,Papa
8213,Yurac Chimaco,-13.35,-71.67,Papa
8214,Focawa,-13.32,-71.6,Papa
8215,Alcca Ccompis,-13.35,-71.67,Papa
8216,Puca Ccoli,-13.35,-71.67,Papa
8217,Puca Misquilla,-13.32,-71.6,Papa
8218,Moro Bole,-13.35,-71.67,Papa
8219,Chimaco (Misti Picho ),-13.35,-71.67,Papa
8220,Yurac Mestiza,-13.35,-71.67,Papa
8221,Blanca,-13.3,-71.58,Papa
8222,Yurac Huaccoto,-13.35,-71.67,Papa
8223,Paspa Soncho,-13.35,-71.67,Papa
8224,Alcopa Pechun,-9.23,-77.68,Papa
8225,Chingosina,-9.23,-77.68,Papa
8226,Andina,-9.23,-77.68,Papa
8227,Shakay,-9.23,-77.68,Papa
8228,Muru Pantalon,-9.23,-77.68,Papa
8229,Mishqui Huytu,-9.23,-77.68,Papa
8230,Yuquish Huytu,-9.23,-77.68,Papa
8231,Lunsur Huagasez,-9.23,-77.68,Papa
8232,Ccompis,-9.23,-77.68,Papa
8233,Muru Milagro,-9.23,-77.68,Papa
8234,Golnash Morado,-9.23,-77.68,Papa
8235,Huayro Papa,-9.23,-77.68,Papa
8236,Anas Huytu,-9.23,-77.68,Papa
8237,Soco Huarmi,-9.23,-77.68,Papa
8238,Lima Lima,-9.23,-77.68,Papa
8239,Micaela Bastidas,-9.23,-77.68,Papa
8240,Renacimiento,-9.23,-77.68,Papa
8241,Yana Palta,-9.23,-77.68,Papa
8242,Papa Cucha,-9.23,-77.68,Papa
8243,Halca Warmi 2,-9.23,-77.68,Papa
8244,Milagro,-9.23,-77.68,Papa
8245,Llamapa Nawin,-9.23,-77.68,Papa
8246,Chologday,-9.23,-77.68,Papa
8247,Golnash,-9.23,-77.68,Papa
8248,Puca Panquesh,-9.23,-77.68,Papa
8249,Huamachuco Guinda,-9.23,-77.68,Papa
8250,Chuquisillo,-9.23,-77.68,Papa
8251,Puca Palta,-9.23,-77.68,Papa
8252,Anaspa Pecan,-9.23,-77.68,Papa
8253,Pan De Lima,-9.23,-77.68,Papa
8254,Machete,-6.68,-77.78,Papa
8255,Chaucha,-6.68,-77.78,Papa
8256,Corazona,-6.68,-77.78,Papa
8257,La Pora,-6.68,-77.78,Papa
8258,Puca Ccoyo,-6.68,-77.78,Papa
8259,Queso,-6.68,-77.78,Papa
8260,Ojo de Pollo,-6.68,-77.78,Papa
8263,Manzana,-11.82,-75.38,Papa
8264,SPC-9,-11.82,-75.38,Papa
8265,SS-1175,-11.82,-75.38,Papa
8266,SS-1741,-11.82,-75.38,Papa
8267,SS-2337,-11.82,-75.38,Papa
8269,Puca Imilla,-11.35,-75.65,Papa
8270,Chilca,-8.27,-77.85,Papa
8271,Naranja Redonda,-8.27,-77.85,Papa
8272,Pistón,-8.27,-77.85,Papa
8273,Casablanca,-8.27,-77.85,Papa
8274,Chamichuya,-8.27,-77.85,Papa
8275,Segura,-8.27,-77.85,Papa
8276,Llamellina,-8.27,-77.85,Papa
8277,Ravela,-8.27,-77.85,Papa
8278,Mano De Zorrillo,-8.27,-77.85,Papa
8279,Arroba,-8.27,-77.85,Papa
8281,SA-921,-11.82,-75.38,Papa
8282,SA-983,-11.82,-75.38,Papa
8283,SA-983a,-11.82,-75.38,Papa
8284,Pishgopa Chaquin,-11.82,-75.38,Papa
8285,SC-2565,-11.82,-75.38,Papa
8286,Moiqui,-15.31,-69.97,Papa
8287,SA-2453,-11.82,-75.38,Papa
8288,Alcca Imilla,-13.47,-72.25,Papa
8289,Yana Chiar Imilla  or Chiar Im,-16.28,-69.29,Papa
8290,Ajawiri Morado,-16.9,-69.37,SOLAJH
8291,Ccoe Obispo,-13.47,-72.25,SOLCHA
8292,Wamanpa Uman,-13.23,-74.35,SOLCHA
8293,Vikariopa Rinrin,-13.23,-74.35,SOLCHA
8294,Yana Pi±a,-10.97,-75.88,SOLCHA
8295,Duraznillo,-13.5167,-73.3667,SOLCHA
8296,Uchun Chaqui,-13.23,-74.35,SOLCHA
8297,Puqya,-13.2333,-74.35,SOLCHA
8298,Duraznillo,-13.68,-73.12,SOLCHA
8299,Yana Warmi,-13.65,-73.38,SOLCHA
8300,Wayru,-13.55,-72.7,SOLCHA
8301,Duraznillo,-13.63,-73.08,SOLCHA
8302,Yura Qompas,-13.5,-72.93,SOLCHA
8303,Muru Warkatina,-12.9,-74.27,SOLCHA
8304,Tiendacha,-12.9,-74.27,SOLCHA
8305,Pukrus,-12.9,-74.27,SOLCHA
8306,Wayra,-13.05,-73.7,SOLCHA
8307,Ritipa Sisan,-12.95,-74.02,SOLCHA
8308,Puca Botijuela,-12.9,-74.27,SOLCHA
8309,Wayru,-13.02,-73.98,SOLCHA
8310,Pichiu Suytu,-13.27,-74.2,SOLCHA
8311,Puca Mama,-13.35,-71.67,SOLCHA
8312,Tika  Huaman,-13.35,-71.67,SOLCHA
8313,Canta,-11.67,-75.1,SOLCHA
8314,Muru Durazno,-13.14,-74.04,SOLCHA
8315,Muru Huayro,-11.67,-75.1,SOLCHA
8316,Chavez Azul,-11.72,-75.08,SOLCHA
8317,Tarme±a,-11.72,-75.08,SOLCHA
8318,Clavelilla Pintada,-7.08,-78.35,SOLCHA
8319,Alisa,-7.08,-78.35,SOLCHA
8320,Soncco Kallpi,-13.05,-72.97,SOLCHA
8321,Yana Putis,-13.05,-72.97,SOLCHA
8322,Puma Luntu,-13.38,-71.67,SOLCHA
8323,Yana Ttoclolo,-13.3333,-71.5833,SOLCHA
8324,Yurac Ttoclolo,-13.33,-71.58,SOLCHA
8325,Puca Chojllu,-14.42,-73.2,SOLCHA
8326,Yana Chojllu,-14.42,-73.2,SOLCHA
8327,Pas±a Papa,-14.42,-73.2,SOLCHA
8328,Sawasira,-16.48,-69.1,SOLCHA
8329,Yana Ttoclolo,-16.48,-69.1,SOLCHA
8330,Sangarara,-13.05,-72.97,SOLCHA
8331,Canastilla,-14.71,-73.79,SOLCHA
8332,Manzana,-14.04,-73.93,SOLCHA
8333,Pispiricho,-14.77,-69.95,SOLCHA
8334,Puca Isaca±a,-14.22,-72.18,SOLCHA
8335,Juana Blanca,-11.82,-75.38,SOLCHA
8336,Chimbina Colorada,-6.87,-78.17,SOLCHA
8337,Muru Warmi,-11.82,-75.38,SOLCHA
8338,Ishco Puro,-11.82,-75.38,SOLCHA
8339,Cerrenia,-11.82,-75.38,SOLCHA
8340,Puca Huayro,-11.82,-75.38,SOLCHA
8341,Huayruro,-11.82,-75.38,SOLCHA
8342,Aracc Zapato o Santiaguina,-11.82,-75.38,SOLCHA
8343,Yana Rucunag,-11.08,-76.15,SOLCHA
8344,Tumiri,-11.82,-75.38,SOLCHA
8345,Puca Duraznillo,-11.82,-75.38,SOLCHA
8347,Tarme±a,-11.82,-75.38,SOLCHA
8348,Aracc Zapato,-11.82,-75.38,SOLCHA
8349,Huachuy Suito,-11.82,-75.38,SOLCHA
8350,Muru Pi±a,-11.82,-75.38,SOLCHA
8351,Yuracc Suito,-11.82,-75.38,SOLCHA
8352,Ccoe Sullu,-11.82,-75.38,SOLCHA
8353,Chasca Suito,-11.82,-75.38,SOLCHA
8355,Yurac Chaska,-14.17,-71.48,SOLCHA
8356,Mauna Huaman Uma,-13.6,-71.57,SOLCHA
8358,Roseolino,-11.48,-75.55,SOLCHA
8359,Puca Corika,-14.47,-69.53,SOLCHA
8360,EE-576,-11.82,-75.38,SOLCHA
8361,Huachuco,-11.75,-75.13,SOLCHA
8362,Yuracc Suito,-11.82,-75.38,SOLCHA
8363,SA-1145a,-11.82,-75.38,SOLCHA
8364,Chimbina Colorada,-11.82,-75.38,SOLCHA
8365,Color Unckuna,-13.52,-70.88,SOLCHA
8366,Yana Mahuay,-13.52,-70.88,SOLCHA
8367,Churu Pitiqui±a,-14.2,-71.32,SOLCHA
8368,Yana Ppuna,-13.7,-71.25,SOLCHA
8369,Muyacu,-14.17,-71.48,SOLCHA
8370,Yana Warmi,-13.65,-73.38,SOLCHA
8371,Puca Kellu Soncco,-13.45,-71.9,SOLCHA
8372,Venancia,-10.8,-76.49,SOLCHA
8373,Cupcho,-9.61,-76.94,SOLCHA
8374,Paccocha o Muru Urenia,-10.52,-76.48,SOLCHA
8375,Rosada,-12.27,-75.83,SOLCHA
8376,San Miguel,-12.22,-75.8,SOLCHA
8377,Puca Muru Rucma,-12.22,-75.8,SOLCHA
8378,Puca Pi±a,-12.2,-75.8,SOLCHA
8379,Aracc Zapato o Ayaparara,-12.22,-75.8,SOLCHA
8380,Muru Puyhuan,-13.5,-72.0,SOLCHA
8381,Huancoy,-12.25,-75.07,SOLCHA
8382,Puca Maway,-13.42,-70.9,SOLCHA
8383,Puma Sencca,-13.42,-70.9,SOLCHA
8384,Chokefuru,-13.42,-70.9,SOLCHA
8385,Mari Roja,-15.83,-70.02,SOLCHA
8386,Papa Blanca,-15.35,-69.5,SOLCHA
8387,Puma Tuntus,-13.23,-71.6,SOLCHA
8388,Yana Lenle,-13.23,-71.6,SOLCHA
8389,Huayro,-13.02,-73.98,SOLCHA
8390,Chaucha Cunvicana,-4.63,-79.68,SOLCHA
8391,Huayta Papa,-8.8,-77.28,SOLCHA
8392,Gallhuash Pinto,-9.15,-76.98,SOLCHA
8393,Huayro Warmi,-11.57,-75.4,SOLCHA
8394,Alcca Huachuco,-12.78,-74.53,SOLCHA
8395,Chuncho,-11.79,-75.37,SOLCHA
8396,Cunyac,-13.28,-75.17,SOLCHA
8397,Tarme±a,-10.97,-75.88,SOLCHA
8398,Tarma,-12.25,-75.07,SOLCHA
8399,Chicche -ata,-12.25,-74.75,SOLCHA
8400,Hoje -ata,-12.25,-74.75,SOLCHA
8401,Yana Tarma,-12.25,-74.75,SOLCHA
8402,Cheqllos,-13.35,-71.67,SOLCHA
8403,Puca Mama,-13.35,-71.67,SOLCHA
8404,Puca Huaman Uima,-13.35,-71.67,SOLCHA
8405,Yurag Suytu,-13.35,-71.67,SOLCHA
