NOMBDEP,NOMBPROV,NOMBDIST,INVIERNO,MAYO,AGOSTO,OCTUBRE,MARZO,DICIEMBRE,ENERO,SETIEMBRE,VERANO,JUNIO,NOVIEMBRE,ABRIL,FEBRERO,ANUAL,JULIO,PRIMAVERA,OTOÑO
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,26.7768209859612,26.29490599420817,26.796100629694227,27.78644561532433,26.382809936636225,27.25157769001053,26.58221279282822,27.564868377975408,26.451146435811317,25.84333840763359,27.85425890042758,26.615370200689917,26.38679454227398,26.78165295856314,25.935889168895304,27.63190263460214,26.22924600359492
AMAZONAS,UTCUBAMBA,CAJARURO,23.738721828962223,23.924433840098164,23.654293030369505,24.932128319546397,23.614031720732868,24.633487940684454,23.85186386774935,24.29020032913405,23.63923437870962,23.5414604161117,25.19685208109971,23.953058486401524,23.457024393529743,24.03237571246201,23.287476293607284,24.918596484766056,23.803102063779903
AMAZONAS,UTCUBAMBA,CUMBA,26.131487038202533,25.877679629586925,26.190857843836778,27.27357202697812,26.159542063240387,26.998916805203898,26.35260918615778,26.917374013695152,26.24132817146987,25.34132262083554,27.484741534292137,26.316084860378265,26.214582400859726,26.35957226525813,25.37486117168964,27.253545790931444,25.81774090857701
AMAZONAS,UTCUBAMBA,EL MILAGRO,30.273990145453272,29.494077150258672,30.45284517642533,31.122940129887215,30.057138473988466,30.71838843589928,30.324624055258216,31.09270412392025,30.148326730509513,29.09498320647989,31.109074692379345,29.94362550110925,30.01399358901823,30.31680153775617,29.242549115840237,30.97448535693803,29.43122278992301
AMAZONAS,UTCUBAMBA,JAMALCA,24.246649740577528,24.045167112372585,24.158580995006062,25.376739170305747,23.728578670444595,24.69382045056774,24.145268651285313,25.032771505779955,23.875014409241782,23.75283542174813,25.27289831970936,24.251933523713536,23.751868322529084,24.299394727501863,23.64120770354169,25.10973200974535,24.004890311423797
AMAZONAS,UTCUBAMBA,LONYA GRANDE,24.108619765809493,23.92935296135023,24.155167778195654,25.244393816493698,23.491021656360914,24.86748911073299,23.895550863508586,24.726288001032902,23.689163561901164,23.47213249484456,25.525644797976728,24.13941839004684,23.679449115994604,24.205263953477363,23.471926077721836,25.212496895430046,23.85256607416371
AMAZONAS,UTCUBAMBA,YAMON,25.29461569264298,24.96716178958955,25.41706791681092,26.584449957574513,24.65212613526329,26.13840277650096,25.13914319155226,26.020180669059727,24.913333572046316,24.416542064719994,26.87246277666563,25.267286865080568,24.968938516848496,25.38327009413018,24.538296390654285,26.525644003168694,24.902062272207854
ANCASH,AIJA,AIJA,17.563564940778758,16.884473913265975,17.82702238042689,16.621034549608005,14.574264653788578,15.231708418795469,14.91709209125877,17.405156710075556,14.709695783212446,17.21427216801576,16.346049168432394,15.52396956566139,14.621285734124315,16.309847057420736,17.44039260021387,16.136079485725535,16.660018673120113
ANCASH,AIJA,CORIS,21.033463264124823,21.091777990471442,21.21028121882045,20.791402747421362,19.858837779104302,20.11006979442881,20.365735874005317,21.098235893902903,20.10439470195448,20.770045323851814,20.568566968874336,20.4481486439862,20.089175973482064,20.630722133063593,20.82853744475878,20.49999931715712,20.81640103800816
ANCASH,AIJA,HUACLLAN,18.756991284328357,18.43835544127191,18.887245713795746,18.5506144229602,16.53740336066371,17.335961106314926,17.366237493077026,18.931783263488764,16.944186019622354,18.405476715389675,18.20467826848374,17.435063132981124,16.934842627117344,17.985953967884452,18.47383611606869,18.06089369985931,18.133082002617403
