NOMBDEP,NOMBPROV,NOMBDIST,MES,TEMP_MAX,Clasificacion_Climatica,TIZON_PROMEDIO,TEMP_MIN,PRECIPITACION,UBIGEO,NEVADA,EROSION_PROMEDIO,A�O,PRODUCTO,SIEMBRA,COSECHA,PRODUCCION,PRECIO_CHACRA,PRODUCTO_CODE,CLIMA_CODE
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,0.45384575541985295,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,0.5548482762044611,0.46179034085767584,10102,0.0,0.08386905684361419,2018.0,Amarilis-INIA,0.0,0.0,0.0,0.0,0,1
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,0.45384575541985295,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,0.5548482762044611,0.46179034085767584,10102,0.0,0.08386905684361419,2023.0,Amarilis-INIA,0.0035460992907801418,0.010526315789473684,0.012982456140350878,0.6857142857142856,0,1
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,0.45384575541985295,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,0.5548482762044611,0.46179034085767584,10102,0.0,0.08386905684361419,2017.0,Yungay,0.0,0.0,0.0,0.0,5,1
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,0.45384575541985295,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,0.5548482762044611,0.46179034085767584,10102,0.0,0.08386905684361419,2022.0,Huayro,0.0,0.017543859649122806,0.020116959064327485,0.42857142857142855,2,1
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,0.45384575541985295,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,0.5548482762044611,0.46179034085767584,10102,0.0,0.08386905684361419,2022.0,Amarilis-INIA,0.0,0.0,0.0,0.0,0,1
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,0.45384575541985295,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,0.5548482762044611,0.46179034085767584,10102,0.0,0.08386905684361419,2021.0,Amarilis-INIA,0.0,0.0035087719298245615,0.003929824561403509,0.19999999999999998,0,1
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,0.45384575541985295,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,0.5548482762044611,0.46179034085767584,10102,0.0,0.08386905684361419,2020.0,Huayro,0.0,0.0,0.0,0.0,2,1
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,0.45384575541985295,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,0.5548482762044611,0.46179034085767584,10102,0.0,0.08386905684361419,2023.0,Huayro,0.0,0.010526315789473684,0.013052631578947368,0.7428571428571429,2,1
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,0.45384575541985295,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,0.5548482762044611,0.46179034085767584,10102,0.0,0.08386905684361419,2020.0,Yungay,0.0,0.0,0.0,0.0,5,1
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,0.45384575541985295,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,0.5548482762044611,0.46179034085767584,10102,0.0,0.08386905684361419,2016.0,Amarilis-INIA,0.0,0.0,0.0,0.0,0,1
AMAZONAS,CHACHAPOYAS,BALSAS,ENERO,0.5403099357278403,Lluvioso con humedad abundante todas las estaciones del a,64.14844992050874,0.6525426043428153,0.35523865444132013,10103,0.0,0.7285506704579667,2017.0,Yungay,0.0,0.007017543859649123,0.007251461988304094,0.2857142857142857,5,1
AMAZONAS,CHACHAPOYAS,BALSAS,ENERO,0.5403099357278403,Lluvioso con humedad abundante todas las estaciones del a,64.14844992050874,0.6525426043428153,0.35523865444132013,10103,0.0,0.7285506704579667,2019.0,Yungay,0.0,0.007017543859649123,0.008421052631578947,0.45714285714285713,5,1
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ENERO,0.5623770210110806,Lluvioso con humedad abundante todas las estaciones del a,81.26488095238095,0.6156480575862625,0.3627026549511587,10101,0.0,0.34613844975622554,2017.0,Huayro,0.0035460992907801418,0.007017543859649123,0.007485380116959065,0.2857142857142857,2,1
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ENERO,0.5623770210110806,Lluvioso con humedad abundante todas las estaciones del a,81.26488095238095,0.6156480575862625,0.3627026549511587,10101,0.0,0.34613844975622554,2021.0,Huayro,0.0,0.007017543859649123,0.007953216374269005,0.12857142857142856,2,1
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,0.5219152964731086,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,0.6103955383577361,0.4913253512120726,10104,0.0,0.1656064758595873,2023.0,Yungay,0.0,0.014035087719298246,0.016842105263157894,0.657142857142857,5,1
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,0.5219152964731086,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,0.6103955383577361,0.4913253512120726,10104,0.0,0.1656064758595873,2017.0,Yungay,0.0,0.0,0.0,0.0,5,1
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,0.5219152964731086,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,0.6103955383577361,0.4913253512120726,10104,0.0,0.1656064758595873,2015.0,Yungay,0.0070921985815602835,0.0,0.0,0.0,5,1
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,0.5219152964731086,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,0.6103955383577361,0.4913253512120726,10104,0.0,0.1656064758595873,2018.0,Amarilis-INIA,0.0,0.0,0.0,0.0,0,1
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,0.5219152964731086,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,0.6103955383577361,0.4913253512120726,10104,0.0,0.1656064758595873,2020.0,Yungay,0.0,0.0,0.0,0.0,5,1
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,0.5219152964731086,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,0.6103955383577361,0.4913253512120726,10104,0.0,0.1656064758595873,2016.0,Yungay,0.014184397163120567,0.021052631578947368,0.02666666666666667,0.45714285714285713,5,1
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,0.5219152964731086,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,0.6103955383577361,0.4913253512120726,10104,0.0,0.1656064758595873,2019.0,Amarilis-INIA,0.0,0.0,0.0,0.0,0,1
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,0.5219152964731086,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,0.6103955383577361,0.4913253512120726,10104,0.0,0.1656064758595873,2022.0,Huayro,0.0,0.014035087719298246,0.01590643274853801,0.39999999999999997,2,1
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,0.5219152964731086,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,0.6103955383577361,0.4913253512120726,10104,0.0,0.1656064758595873,2018.0,Huayro,0.0,0.017543859649122806,0.021637426900584796,0.13142857142857142,2,1
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,0.5219152964731086,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,0.6103955383577361,0.4913253512120726,10104,0.0,0.1656064758595873,2023.0,Huayro,0.0,0.0,0.0,0.0,2,1
AMAZONAS,CHACHAPOYAS,CHILIQUIN,ENERO,0.489388225296157,Lluvioso con humedad abundante todas las estaciones del a,89.12372122762147,0.5843539538419305,0.42795788262139306,10105,0.0,0.16084344860196667,2021.0,Yungay,0.0,0.0,0.0,0.0,5,1
AMAZONAS,CHACHAPOYAS,CHILIQUIN,ENERO,0.489388225296157,Lluvioso con humedad abundante todas las estaciones del a,89.12372122762147,0.5843539538419305,0.42795788262139306,10105,0.0,0.16084344860196667,2017.0,Huayro,0.0,0.014035087719298246,0.016374269005847954,0.2571428571428571,2,1
AMAZONAS,CHACHAPOYAS,CHILIQUIN,ENERO,0.489388225296157,Lluvioso con humedad abundante todas las estaciones del a,89.12372122762147,0.5843539538419305,0.42795788262139306,10105,0.0,0.16084344860196667,2022.0,Amarilis-INIA,0.0,0.007017543859649123,0.008187134502923977,0.37142857142857144,0,1
AMAZONAS,CHACHAPOYAS,CHILIQUIN,ENERO,0.489388225296157,Lluvioso con humedad abundante todas las estaciones del a,89.12372122762147,0.5843539538419305,0.42795788262139306,10105,0.0,0.16084344860196667,2023.0,Yungay,0.0,0.007017543859649123,0.008421052631578947,0.657142857142857,5,1
AMAZONAS,CHACHAPOYAS,CHILIQUIN,ENERO,0.489388225296157,Lluvioso con humedad abundante todas las estaciones del a,89.12372122762147,0.5843539538419305,0.42795788262139306,10105,0.0,0.16084344860196667,2018.0,Yungay,0.0,0.0,0.0,0.0,5,1
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ENERO,0.44553654108423557,Lluvioso con humedad abundante todas las estaciones del a,78.14715621347877,0.5741476420591183,0.517861208971112,10106,0.0,0.5448969882806747,2019.0,Huayro,0.0,0.014035087719298246,0.016842105263157894,0.45714285714285713,2,1
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ENERO,0.44553654108423557,Lluvioso con humedad abundante todas las estaciones del a,78.14715621347877,0.5741476420591183,0.517861208971112,10106,0.0,0.5448969882806747,2015.0,Huayro,0.0,0.007017543859649123,0.006549707602339181,0.19999999999999998,2,1
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ENERO,0.44553654108423557,Lluvioso con humedad abundante todas las estaciones del a,78.14715621347877,0.5741476420591183,0.517861208971112,10106,0.0,0.5448969882806747,2016.0,Huayro,0.0070921985815602835,0.014035087719298246,0.014269005847953218,0.48571428571428565,2,1
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ENERO,0.44553654108423557,Lluvioso con humedad abundante todas las estaciones del a,78.14715621347877,0.5741476420591183,0.517861208971112,10106,0.0,0.5448969882806747,2023.0,Huayro,0.0,0.0,0.0,0.0,2,1
