Fecha,VariedadPapa,PMax,PMin,PProm,Volumen
OCT-2016,Papa Perricholi,1.85,1.1,1.54,354.0
NOV-2016,Papa Perricholi,1.65,1.0,1.33,247.0
DIC-2016,Papa Perricholi,1.85,1.1,1.44,452.0
ENE-2017,Papa Perricholi,1.5,0.85,1.29,264.0
FEB-2017,Papa Perricholi,1.3,1.0,1.21,233.0
MAR-2017,Papa Perricholi,1.2,0.55,1.02,105.0
ABR-2017,Papa Perricholi,0.82,0.5,0.72,126.0
MAY-2017,Papa Perricholi,0.9,0.6,0.75,202.0
JUN-2017,Papa Perricholi,0.9,0.5,0.68,172.0
JUL-2017,Papa Perricholi,1.0,0.5,0.63,282.0
AGO-2017,Papa Perricholi,0.75,0.45,0.58,424.0
SEP-2017,Papa Perricholi,0.55,0.35,0.45,536.0
OCT-2017,Papa Perricholi,0.55,0.38,0.45,223.0
NOV-2017,Papa Perricholi,0.6,0.4,0.52,127.0
DIC-2017,Papa Perricholi,0.6,0.2,0.42,175.0
ENE-2018,Papa Perricholi,0.5,0.2,0.39,92.0
FEB-2018,Papa Perricholi,0.7,0.35,0.5,217.0
MAR-2018,Papa Perricholi,0.85,0.5,0.7,160.0
ABR-2018,Papa Perricholi,0.85,0.5,0.67,126.0
MAY-2018,Papa Perricholi,0.95,0.55,0.77,198.0
JUN-2018,Papa Perricholi,0.8,0.5,0.71,66.0
JUL-2018,Papa Perricholi,1.0,0.55,0.91,75.0
AGO-2018,Papa Perricholi,1.0,0.7,0.84,202.0
SEP-2018,Papa Perricholi,1.1,0.7,0.9,155.0
OCT-2018,Papa Perricholi,1.05,0.7,0.97,62.0
NOV-2018,Papa Perricholi,1.0,0.7,0.77,134.0
DIC-2018,Papa Perricholi,0.95,0.6,0.8,162.0
ENE-2019,Papa Perricholi,1.3,0.95,1.13,99.0
FEB-2019,Papa Perricholi,1.8,1.1,1.4,178.0
MAR-2019,Papa Perricholi,1.7,1.1,1.33,159.0
ABR-2019,Papa Perricholi,1.6,0.8,1.37,40.0
MAY-2019,Papa Perricholi,1.2,0.7,0.85,97.0
JUN-2019,Papa Perricholi,1.4,0.75,1.15,236.0
JUL-2019,Papa Perricholi,1.5,1.0,1.1,77.0
AGO-2019,Papa Perricholi,1.3,1.0,1.13,246.0
SEP-2019,Papa Perricholi,1.65,1.1,1.42,401.0
OCT-2019,Papa Perricholi,1.6,1.3,1.54,23.0
NOV-2019,Papa Perricholi,1.6,1.0,1.14,37.0
DIC-2019,Papa Perricholi,1.15,0.7,0.79,49.0
ENE-2020,Papa Perricholi,0.9,0.5,0.67,177.0
FEB-2020,Papa Perricholi,1.0,0.5,0.65,31.0
MAR-2020,Papa Perricholi,1.1,0.6,1.0,1.0
ABR-2020,Papa Perricholi,0.7,0.65,0.69,0.0
MAY-2020,Papa Perricholi,0.45,0.4,0.43,3.0
JUN-2020,Papa Perricholi,,,,0.0
JUL-2020,Papa Perricholi,,,,0.0
AGO-2020,Papa Perricholi,,,,0.0
SEP-2020,Papa Perricholi,,,,0.0
OCT-2020,Papa Perricholi,,,,0.0
NOV-2020,Papa Perricholi,,,,0.0
DIC-2020,Papa Perricholi,,,,0.0
ENE-2021,Papa Perricholi,,,,0.0
FEB-2021,Papa Perricholi,,,,0.0
MAR-2021,Papa Perricholi,,,,0.0
ABR-2021,Papa Perricholi,,,,0.0
MAY-2021,Papa Perricholi,,,,0.0
JUN-2021,Papa Perricholi,,,,0.0
JUL-2021,Papa Perricholi,,,,0.0
AGO-2021,Papa Perricholi,,,,0.0
SEP-2021,Papa Perricholi,,,,0.0
OCT-2021,Papa Perricholi,,,,0.0
NOV-2021,Papa Perricholi,,,,0.0
DIC-2021,Papa Perricholi,,,,0.0
ENE-2022,Papa Perricholi,,,,0.0
FEB-2022,Papa Perricholi,,,,0.0
MAR-2022,Papa Perricholi,,,,0.0
ABR-2022,Papa Perricholi,,,,0.0
MAY-2022,Papa Perricholi,,,,0.0
JUN-2022,Papa Perricholi,,,,0.0
JUL-2022,Papa Perricholi,,,,0.0
AGO-2022,Papa Perricholi,,,,0.0
SEP-2022,Papa Perricholi,,,,0.0
OCT-2022,Papa Perricholi,,,,0.0
NOV-2022,Papa Perricholi,,,,0.0
DIC-2022,Papa Perricholi,,,,0.0
ENE-2023,Papa Perricholi,,,,0.0
FEB-2023,Papa Perricholi,,,,0.0
MAR-2023,Papa Perricholi,,,,0.0
ABR-2023,Papa Perricholi,,,,0.0
MAY-2023,Papa Perricholi,,,,0.0
JUN-2023,Papa Perricholi,,,,0.0
JUL-2023,Papa Perricholi,,,,0.0
AGO-2023,Papa Perricholi,,,,0.0
SEP-2023,Papa Perricholi,,,,0.0
OCT-2023,Papa Perricholi,,,,0.0
NOV-2023,Papa Perricholi,,,,0.0
DIC-2023,Papa Perricholi,,,,0.0
ENE-2024,Papa Perricholi,,,,0.0
FEB-2024,Papa Perricholi,,,,0.0
MAR-2024,Papa Perricholi,,,,0.0
ABR-2024,Papa Perricholi,,,,0.0
MAY-2024,Papa Perricholi,,,,0.0
JUN-2024,Papa Perricholi,,,,0.0
JUL-2024,Papa Perricholi,,,,0.0
AGO-2024,Papa Perricholi,,,,0.0
SEP-2024,Papa Perricholi,,,,0.0
OCT-2024,Papa Perricholi,,,,0.0
NOV-2024,Papa Perricholi,,,,0.0
DIC-2024,Papa Perricholi,,,,0.0
ENE-2015,Papa Peruanita,2.6,1.1,1.63,22.0
FEB-2015,Papa Peruanita,1.5,1.1,1.35,11.0
MAR-2015,Papa Peruanita,1.5,1.1,1.29,86.0
ABR-2015,Papa Peruanita,1.2,0.8,0.95,238.0
MAY-2015,Papa Peruanita,1.0,0.7,0.83,157.0
JUN-2015,Papa Peruanita,0.9,0.75,0.83,241.0
JUL-2015,Papa Peruanita,1.0,0.8,0.9,112.0
AGO-2015,Papa Peruanita,1.4,0.85,1.1,104.0
SEP-2015,Papa Peruanita,2.1,1.25,1.94,94.0
OCT-2015,Papa Peruanita,2.9,2.0,2.8,48.0
NOV-2015,Papa Peruanita,3.3,1.6,2.83,2.0
DIC-2015,Papa Peruanita,2.7,1.9,2.15,189.0
ENE-2016,Papa Peruanita,2.6,1.8,2.09,97.0
FEB-2016,Papa Peruanita,2.0,1.2,1.69,240.0
MAR-2016,Papa Peruanita,1.9,1.25,1.42,356.0
ABR-2016,Papa Peruanita,1.6,1.1,1.28,626.0
MAY-2016,Papa Peruanita,1.3,1.0,1.15,660.0
JUN-2016,Papa Peruanita,1.5,1.0,1.28,358.0
JUL-2016,Papa Peruanita,2.1,1.5,1.79,661.0
AGO-2016,Papa Peruanita,2.9,2.0,2.09,575.0
SEP-2016,Papa Peruanita,3.1,2.6,2.87,381.0
OCT-2016,Papa Peruanita,3.3,2.5,2.93,208.0
NOV-2016,Papa Peruanita,3.1,2.0,2.46,133.0
DIC-2016,Papa Peruanita,2.7,1.6,2.14,247.0
ENE-2017,Papa Peruanita,2.3,1.2,1.81,84.0
FEB-2017,Papa Peruanita,2.1,1.25,1.93,41.0
MAR-2017,Papa Peruanita,2.5,1.5,1.81,183.0
ABR-2017,Papa Peruanita,1.7,1.3,1.43,463.0
MAY-2017,Papa Peruanita,1.5,0.9,1.22,615.0
JUN-2017,Papa Peruanita,1.3,1.0,1.14,420.0
JUL-2017,Papa Peruanita,1.4,0.8,1.13,658.0
AGO-2017,Papa Peruanita,1.2,0.9,1.04,626.0
SEP-2017,Papa Peruanita,1.3,0.85,1.03,638.0
OCT-2017,Papa Peruanita,1.3,0.8,1.0,317.0
NOV-2017,Papa Peruanita,1.2,0.9,1.07,278.0
DIC-2017,Papa Peruanita,1.6,0.9,1.32,296.0
ENE-2018,Papa Peruanita,2.0,1.1,1.5,169.0
FEB-2018,Papa Peruanita,2.3,0.9,1.51,223.0
MAR-2018,Papa Peruanita,1.3,1.0,1.11,404.0
ABR-2018,Papa Peruanita,1.2,0.8,1.0,546.0
MAY-2018,Papa Peruanita,1.0,0.8,0.9,571.0
JUN-2018,Papa Peruanita,1.5,0.9,1.08,540.0
JUL-2018,Papa Peruanita,1.5,0.9,1.23,558.0
AGO-2018,Papa Peruanita,1.6,1.1,1.29,503.0
SEP-2018,Papa Peruanita,2.2,1.4,1.86,310.0
OCT-2018,Papa Peruanita,2.7,2.0,2.21,108.0
NOV-2018,Papa Peruanita,2.6,1.7,2.22,180.0
DIC-2018,Papa Peruanita,3.1,2.2,2.83,141.0
ENE-2019,Papa Peruanita,3.0,1.8,2.43,91.0
FEB-2019,Papa Peruanita,2.2,1.3,1.87,196.0
MAR-2019,Papa Peruanita,2.6,1.3,1.99,23.0
ABR-2019,Papa Peruanita,2.5,1.2,2.02,329.0
MAY-2019,Papa Peruanita,1.8,1.1,1.39,719.0
JUN-2019,Papa Peruanita,1.5,1.2,1.37,468.0
JUL-2019,Papa Peruanita,1.6,1.3,1.48,338.0
AGO-2019,Papa Peruanita,1.6,1.3,1.46,410.0
SEP-2019,Papa Peruanita,2.2,1.3,1.99,258.0
OCT-2019,Papa Peruanita,2.5,2.0,2.15,278.0
NOV-2019,Papa Peruanita,3.0,2.2,2.48,329.0
DIC-2019,Papa Peruanita,2.6,2.1,2.39,227.0
ENE-2020,Papa Peruanita,2.2,1.2,1.58,184.0
FEB-2020,Papa Peruanita,1.5,0.9,1.3,122.0
MAR-2020,Papa Peruanita,1.7,0.9,1.38,204.0
ABR-2020,Papa Peruanita,1.6,0.8,1.25,291.0
MAY-2020,Papa Peruanita,1.6,0.7,0.87,78.0
JUN-2020,Papa Peruanita,1.6,0.9,1.18,24.0
JUL-2020,Papa Peruanita,1.6,1.1,1.4,118.0
AGO-2020,Papa Peruanita,2.0,1.3,1.69,20.0
SEP-2020,Papa Peruanita,2.2,1.7,1.93,0.0
OCT-2020,Papa Peruanita,2.1,1.5,1.7,14.0
NOV-2020,Papa Peruanita,1.8,1.4,1.63,2.0
DIC-2020,Papa Peruanita,1.9,1.4,1.67,0.0
ENE-2021,Papa Peruanita,2.2,1.8,1.98,97.0
FEB-2021,Papa Peruanita,2.2,1.7,1.86,106.0
MAR-2021,Papa Peruanita,2.7,1.8,2.02,30.0
ABR-2021,Papa Peruanita,2.2,1.3,1.71,80.0
MAY-2021,Papa Peruanita,1.4,1.2,1.3,20.0
JUN-2021,Papa Peruanita,1.4,1.1,1.21,93.0
JUL-2021,Papa Peruanita,1.4,1.1,1.25,31.0
AGO-2021,Papa Peruanita,1.4,1.0,1.23,68.0
SEP-2021,Papa Peruanita,1.5,1.0,1.1,18.0
OCT-2021,Papa Peruanita,1.2,0.9,1.07,47.0
NOV-2021,Papa Peruanita,1.3,1.0,1.14,20.0
DIC-2021,Papa Peruanita,1.7,1.1,1.41,1.0
ENE-2022,Papa Peruanita,1.8,1.3,1.52,58.0
FEB-2022,Papa Peruanita,2.0,1.5,1.83,26.0
MAR-2022,Papa Peruanita,1.7,1.2,1.38,82.0
ABR-2022,Papa Peruanita,2.0,1.0,1.67,85.0
MAY-2022,Papa Peruanita,1.5,1.0,1.23,182.0
JUN-2022,Papa Peruanita,3.2,1.0,1.41,113.0
JUL-2022,Papa Peruanita,2.3,1.5,1.98,119.0
AGO-2022,Papa Peruanita,3.2,2.1,2.62,468.0
SEP-2022,Papa Peruanita,4.8,2.8,3.58,145.0
OCT-2022,Papa Peruanita,5.0,1.8,3.77,128.0
NOV-2022,Papa Peruanita,4.3,3.2,3.79,125.0
DIC-2022,Papa Peruanita,4.9,3.3,4.04,160.0
ENE-2023,Papa Peruanita,4.4,2.6,3.41,46.0
FEB-2023,Papa Peruanita,2.9,1.8,2.69,57.0
MAR-2023,Papa Peruanita,3.0,1.6,2.12,0.0
ABR-2023,Papa Peruanita,2.7,1.8,2.11,53.0
MAY-2023,Papa Peruanita,2.2,1.4,1.74,39.0
JUN-2023,Papa Peruanita,1.9,1.3,1.6,137.0
JUL-2023,Papa Peruanita,2.2,1.4,1.67,131.0
AGO-2023,Papa Peruanita,2.2,1.5,1.89,18.0
SEP-2023,Papa Peruanita,3.0,1.8,2.51,70.0
OCT-2023,Papa Peruanita,3.3,2.5,2.9,29.0
NOV-2023,Papa Peruanita,3.8,3.0,3.52,36.0
DIC-2023,Papa Peruanita,4.0,2.6,3.43,130.0
ENE-2024,Papa Peruanita,3.7,2.2,2.94,52.0
FEB-2024,Papa Peruanita,2.2,1.3,1.89,31.0
MAR-2024,Papa Peruanita,2.0,1.3,1.74,86.0
ABR-2024,Papa Peruanita,1.9,1.1,1.58,36.0
MAY-2024,Papa Peruanita,1.7,1.2,1.42,46.0
JUN-2024,Papa Peruanita,2.2,1.4,1.66,67.0
JUL-2024,Papa Peruanita,2.4,1.7,2.17,54.0
AGO-2024,Papa Peruanita,3.0,2.0,2.29,87.0
SEP-2024,Papa Peruanita,3.0,2.2,2.61,41.0
OCT-2024,Papa Peruanita,2.8,2.0,2.55,78.0
NOV-2024,Papa Peruanita,3.0,1.6,2.16,55.0
DIC-2024,Papa Peruanita,2.2,1.4,1.71,29.0
ENE-2015,Papa Unica,2.2,1.0,1.23,579.0
FEB-2015,Papa Unica,1.5,1.2,1.41,49.0
MAR-2015,Papa Unica,1.4,0.9,1.19,107.0
ABR-2015,Papa Unica,1.15,0.55,0.76,248.0
MAY-2015,Papa Unica,0.9,0.6,0.73,442.0
JUN-2015,Papa Unica,0.9,0.65,0.74,400.0
JUL-2015,Papa Unica,1.05,0.75,0.85,279.0
AGO-2015,Papa Unica,1.0,0.65,0.86,540.0
SEP-2015,Papa Unica,1.0,0.7,0.82,432.0
OCT-2015,Papa Unica,1.2,0.85,0.99,639.0
NOV-2015,Papa Unica,1.6,1.05,1.36,1018.0
DIC-2015,Papa Unica,2.2,1.4,1.89,1965.0
ENE-2016,Papa Unica,2.3,2.03,2.18,241.0
FEB-2016,Papa Unica,2.0,1.1,1.69,262.0
MAR-2016,Papa Unica,1.35,0.65,0.93,247.0
ABR-2016,Papa Unica,1.0,0.65,0.84,958.0
MAY-2016,Papa Unica,1.05,0.6,0.81,1018.0
JUN-2016,Papa Unica,1.4,0.95,1.14,658.0
JUL-2016,Papa Unica,1.7,1.3,1.47,1748.0
AGO-2016,Papa Unica,1.45,0.9,1.09,4097.0
SEP-2016,Papa Unica,1.95,1.0,1.45,3819.0
OCT-2016,Papa Unica,1.55,1.1,1.34,3763.0
NOV-2016,Papa Unica,1.65,1.1,1.42,3609.0
DIC-2016,Papa Unica,2.0,1.5,1.73,2226.0
ENE-2017,Papa Unica,1.85,1.2,1.67,613.0
FEB-2017,Papa Unica,1.5,0.9,1.16,521.0
MAR-2017,Papa Unica,1.2,0.5,0.92,769.0
ABR-2017,Papa Unica,1.0,0.55,0.82,1063.0
MAY-2017,Papa Unica,0.9,0.65,0.8,1679.0
JUN-2017,Papa Unica,1.0,0.7,0.83,1788.0
JUL-2017,Papa Unica,0.95,0.6,0.75,2255.0
AGO-2017,Papa Unica,0.9,0.6,0.75,3100.0
SEP-2017,Papa Unica,0.7,0.5,0.6,2902.0
OCT-2017,Papa Unica,0.75,0.4,0.6,2104.0
NOV-2017,Papa Unica,0.55,0.3,0.45,3189.0
DIC-2017,Papa Unica,0.6,0.2,0.36,2973.0
ENE-2018,Papa Unica,0.45,0.2,0.29,2888.0
FEB-2018,Papa Unica,0.75,0.3,0.53,2357.0
MAR-2018,Papa Unica,0.8,0.55,0.67,1042.0
ABR-2018,Papa Unica,0.9,0.55,0.73,1106.0
MAY-2018,Papa Unica,0.9,0.6,0.78,1192.0
JUN-2018,Papa Unica,0.9,0.7,0.79,1314.0
JUL-2018,Papa Unica,1.0,0.7,0.77,2756.0
AGO-2018,Papa Unica,1.0,0.75,0.86,4164.0
SEP-2018,Papa Unica,1.05,0.75,0.89,2632.0
OCT-2018,Papa Unica,1.0,0.6,0.76,3487.0
NOV-2018,Papa Unica,0.8,0.55,0.67,4240.0
DIC-2018,Papa Unica,0.93,0.55,0.76,5547.0
ENE-2019,Papa Unica,1.4,0.7,0.99,3050.0
FEB-2019,Papa Unica,1.9,1.2,1.6,1160.0
MAR-2019,Papa Unica,1.7,1.1,1.41,863.0
ABR-2019,Papa Unica,1.6,0.8,1.17,1280.0
MAY-2019,Papa Unica,1.2,0.8,0.97,2947.0
JUN-2019,Papa Unica,1.6,0.95,1.17,2551.0
JUL-2019,Papa Unica,1.7,0.9,1.39,3602.0
AGO-2019,Papa Unica,1.45,1.0,1.24,3541.0
SEP-2019,Papa Unica,1.65,1.3,1.48,3709.0
OCT-2019,Papa Unica,1.6,0.9,1.33,4611.0
NOV-2019,Papa Unica,1.3,0.9,1.09,5885.0
DIC-2019,Papa Unica,1.1,0.8,0.93,5966.0
ENE-2020,Papa Unica,1.1,0.7,0.89,4004.0
FEB-2020,Papa Unica,1.2,0.7,0.98,1551.0
MAR-2020,Papa Unica,1.15,0.3,0.9,981.0
ABR-2020,Papa Unica,0.8,0.4,0.6,133.0
MAY-2020,Papa Unica,0.7,0.3,0.44,247.0
JUN-2020,Papa Unica,0.75,0.45,0.58,814.0
JUL-2020,Papa Unica,0.7,0.4,0.56,1722.0
AGO-2020,Papa Unica,0.6,0.35,0.48,1481.0
SEP-2020,Papa Unica,0.55,0.3,0.4,1482.0
OCT-2020,Papa Unica,0.55,0.3,0.42,1633.0
NOV-2020,Papa Unica,0.45,0.3,0.37,2460.0
DIC-2020,Papa Unica,0.6,0.3,0.44,2277.0
ENE-2021,Papa Unica,0.9,0.45,0.65,2017.0
FEB-2021,Papa Unica,1.05,0.65,0.88,1494.0
MAR-2021,Papa Unica,2.0,0.8,1.13,1019.0
ABR-2021,Papa Unica,1.55,1.1,1.37,1207.0
MAY-2021,Papa Unica,1.5,1.15,1.3,2166.0
JUN-2021,Papa Unica,1.75,1.2,1.44,1567.0
JUL-2021,Papa Unica,1.75,1.25,1.48,2119.0
AGO-2021,Papa Unica,1.5,1.1,1.31,1374.0
SEP-2021,Papa Unica,1.3,1.0,1.11,1661.0
OCT-2021,Papa Unica,1.2,0.6,0.86,775.0
NOV-2021,Papa Unica,0.9,0.6,0.79,1448.0
DIC-2021,Papa Unica,1.2,0.7,0.92,2018.0
ENE-2022,Papa Unica,1.6,1.0,1.19,926.0
FEB-2022,Papa Unica,2.1,1.4,1.77,657.0
MAR-2022,Papa Unica,1.9,1.4,1.71,1113.0
ABR-2022,Papa Unica,2.2,1.2,1.71,1436.0
MAY-2022,Papa Unica,1.9,1.3,1.61,1409.0
JUN-2022,Papa Unica,2.2,1.4,1.66,1847.0
JUL-2022,Papa Unica,2.0,1.4,1.59,1420.0
AGO-2022,Papa Unica,1.6,1.1,1.27,4307.0
SEP-2022,Papa Unica,2.45,1.3,1.71,5266.0
OCT-2022,Papa Unica,2.5,1.3,1.88,5176.0
NOV-2022,Papa Unica,2.0,1.5,1.79,6595.0
DIC-2022,Papa Unica,2.0,1.5,1.83,6232.0
ENE-2023,Papa Unica,2.7,1.7,2.02,4090.0
FEB-2023,Papa Unica,2.7,2.0,2.32,3445.0
MAR-2023,Papa Unica,2.3,1.2,1.79,2723.0
ABR-2023,Papa Unica,1.7,1.1,1.4,3425.0
MAY-2023,Papa Unica,1.7,1.1,1.39,1811.0
JUN-2023,Papa Unica,1.6,1.0,1.27,3526.0
JUL-2023,Papa Unica,1.7,0.8,1.22,3771.0
AGO-2023,Papa Unica,1.3,1.0,1.16,3337.0
SEP-2023,Papa Unica,1.4,1.0,1.18,2950.0
OCT-2023,Papa Unica,1.4,1.0,1.18,3255.0
NOV-2023,Papa Unica,1.45,1.0,1.3,3635.0
DIC-2023,Papa Unica,1.5,1.1,1.26,4818.0
ENE-2024,Papa Unica,1.5,1.1,1.27,3534.0
FEB-2024,Papa Unica,1.4,1.1,1.2,2266.0
MAR-2024,Papa Unica,1.6,1.1,1.36,1224.0
ABR-2024,Papa Unica,1.6,1.1,1.32,1274.0
MAY-2024,Papa Unica,1.7,1.2,1.46,1346.0
JUN-2024,Papa Unica,2.0,1.4,1.72,1700.0
JUL-2024,Papa Unica,2.1,1.4,1.69,2126.0
AGO-2024,Papa Unica,1.9,1.1,1.56,4247.0
SEP-2024,Papa Unica,1.5,1.1,1.26,3917.0
OCT-2024,Papa Unica,1.2,0.65,0.92,4623.0
NOV-2024,Papa Unica,0.75,0.45,0.66,4093.0
DIC-2024,Papa Unica,0.9,0.4,0.61,2995.0
ENE-2015,Papa Yungay,2.3,0.7,0.95,1666.0
FEB-2015,Papa Yungay,1.3,0.85,0.99,195.0
MAR-2015,Papa Yungay,1.5,0.95,1.23,1320.0
ABR-2015,Papa Yungay,1.2,0.6,0.82,1121.0
MAY-2015,Papa Yungay,0.85,0.6,0.69,1714.0
JUN-2015,Papa Yungay,0.75,0.55,0.64,1805.0
JUL-2015,Papa Yungay,0.78,0.5,0.64,1283.0
AGO-2015,Papa Yungay,0.85,0.5,0.65,1459.0
SEP-2015,Papa Yungay,1.15,0.75,0.97,1368.0
OCT-2015,Papa Yungay,1.5,1.0,1.28,1526.0
NOV-2015,Papa Yungay,2.0,1.4,1.72,1541.0
DIC-2015,Papa Yungay,2.5,1.7,2.03,2999.0
ENE-2016,Papa Yungay,2.3,1.93,2.19,1039.0
FEB-2016,Papa Yungay,1.75,0.9,1.44,5382.0
MAR-2016,Papa Yungay,1.4,0.5,0.88,6193.0
ABR-2016,Papa Yungay,0.8,0.55,0.66,6736.0
MAY-2016,Papa Yungay,0.8,0.6,0.7,6900.0
JUN-2016,Papa Yungay,0.8,0.5,0.68,6163.0
JUL-2016,Papa Yungay,1.2,0.7,0.94,6593.0
AGO-2016,Papa Yungay,1.6,1.0,1.24,4521.0
SEP-2016,Papa Yungay,2.5,1.6,2.01,3316.0
OCT-2016,Papa Yungay,2.2,1.4,1.71,6069.0
NOV-2016,Papa Yungay,1.8,1.2,1.46,6982.0
DIC-2016,Papa Yungay,1.7,0.9,1.43,7496.0
ENE-2017,Papa Yungay,1.1,0.55,0.85,6546.0
FEB-2017,Papa Yungay,0.9,0.5,0.67,6887.0
MAR-2017,Papa Yungay,1.0,0.4,0.65,6738.0
ABR-2017,Papa Yungay,0.7,0.4,0.57,7203.0
MAY-2017,Papa Yungay,0.7,0.55,0.62,10809.0
JUN-2017,Papa Yungay,0.75,0.5,0.61,9858.0
JUL-2017,Papa Yungay,0.75,0.55,0.66,7376.0
AGO-2017,Papa Yungay,0.75,0.55,0.64,9764.0
SEP-2017,Papa Yungay,0.75,0.55,0.63,9647.0
OCT-2017,Papa Yungay,0.65,0.4,0.51,9294.0
NOV-2017,Papa Yungay,0.65,0.4,0.51,8904.0
DIC-2017,Papa Yungay,0.5,0.3,0.43,8919.0
ENE-2018,Papa Yungay,0.65,0.3,0.52,4825.0
FEB-2018,Papa Yungay,0.8,0.4,0.57,4697.0
MAR-2018,Papa Yungay,0.8,0.6,0.73,5851.0
ABR-2018,Papa Yungay,0.9,0.65,0.74,5147.0
MAY-2018,Papa Yungay,0.85,0.65,0.78,5736.0
JUN-2018,Papa Yungay,0.9,0.65,0.75,5818.0
JUL-2018,Papa Yungay,0.9,0.65,0.77,4084.0
AGO-2018,Papa Yungay,1.2,0.75,0.97,4951.0
SEP-2018,Papa Yungay,1.4,1.0,1.17,3023.0
OCT-2018,Papa Yungay,1.3,0.75,1.04,5889.0
NOV-2018,Papa Yungay,1.0,0.6,0.77,7590.0
DIC-2018,Papa Yungay,1.3,0.7,1.05,6223.0
ENE-2019,Papa Yungay,1.5,1.0,1.23,5730.0
FEB-2019,Papa Yungay,1.25,0.9,1.04,7668.0
MAR-2019,Papa Yungay,1.7,0.95,1.3,5431.0
ABR-2019,Papa Yungay,1.5,0.8,1.19,4970.0
MAY-2019,Papa Yungay,1.2,0.9,0.98,8858.0
JUN-2019,Papa Yungay,1.1,0.8,0.95,6550.0
JUL-2019,Papa Yungay,1.3,0.9,1.1,6862.0
AGO-2019,Papa Yungay,1.4,0.9,1.1,8893.0
SEP-2019,Papa Yungay,1.6,1.2,1.5,7102.0
OCT-2019,Papa Yungay,1.6,1.3,1.47,9116.0
NOV-2019,Papa Yungay,1.8,1.4,1.59,11252.0
DIC-2019,Papa Yungay,1.6,0.9,1.28,10095.0
ENE-2020,Papa Yungay,1.2,0.55,0.87,7900.0
FEB-2020,Papa Yungay,0.75,0.5,0.62,7209.0
MAR-2020,Papa Yungay,1.0,0.4,0.65,9052.0
ABR-2020,Papa Yungay,1.0,0.4,0.72,7208.0
MAY-2020,Papa Yungay,0.65,0.4,0.51,5540.0
JUN-2020,Papa Yungay,0.7,0.35,0.52,3429.0
JUL-2020,Papa Yungay,0.6,0.4,0.49,3786.0
AGO-2020,Papa Yungay,0.7,0.4,0.54,2888.0
SEP-2020,Papa Yungay,0.7,0.4,0.59,3485.0
OCT-2020,Papa Yungay,0.65,0.4,0.55,4330.0
NOV-2020,Papa Yungay,0.65,0.4,0.52,4766.0
DIC-2020,Papa Yungay,0.75,0.5,0.64,3577.0
ENE-2021,Papa Yungay,0.8,0.5,0.68,2870.0
FEB-2021,Papa Yungay,0.75,0.4,0.62,5115.0
MAR-2021,Papa Yungay,1.35,0.6,0.78,4527.0
ABR-2021,Papa Yungay,1.0,0.65,0.85,5021.0
MAY-2021,Papa Yungay,0.9,0.65,0.78,3646.0
JUN-2021,Papa Yungay,0.95,0.7,0.83,3979.0
JUL-2021,Papa Yungay,1.1,0.8,0.92,4701.0
AGO-2021,Papa Yungay,1.25,0.8,1.01,4019.0
SEP-2021,Papa Yungay,1.3,1.0,1.13,3368.0
OCT-2021,Papa Yungay,1.3,0.9,1.08,1895.0
NOV-2021,Papa Yungay,1.2,0.95,1.09,3611.0
DIC-2021,Papa Yungay,1.2,0.9,1.05,2517.0
ENE-2022,Papa Yungay,1.4,0.9,1.12,2374.0
FEB-2022,Papa Yungay,1.7,1.1,1.32,1181.0
MAR-2022,Papa Yungay,1.5,1.0,1.14,3640.0
ABR-2022,Papa Yungay,2.05,0.9,1.29,2575.0
MAY-2022,Papa Yungay,1.2,0.9,1.03,2904.0
JUN-2022,Papa Yungay,2.7,0.95,1.25,3985.0
JUL-2022,Papa Yungay,1.7,1.0,1.39,2111.0
AGO-2022,Papa Yungay,2.0,1.2,1.48,5548.0
SEP-2022,Papa Yungay,2.3,1.7,1.94,4232.0
OCT-2022,Papa Yungay,2.5,1.3,1.86,4512.0
NOV-2022,Papa Yungay,2.2,1.4,1.68,6279.0
DIC-2022,Papa Yungay,3.0,1.8,2.3,5202.0
ENE-2023,Papa Yungay,2.5,1.6,2.09,4992.0
FEB-2023,Papa Yungay,1.8,1.1,1.48,7201.0
MAR-2023,Papa Yungay,1.3,0.8,1.06,7039.0
ABR-2023,Papa Yungay,1.1,0.6,0.9,6160.0
MAY-2023,Papa Yungay,0.95,0.65,0.82,2786.0
JUN-2023,Papa Yungay,1.0,0.6,0.77,6004.0
JUL-2023,Papa Yungay,1.5,0.6,0.78,6041.0
AGO-2023,Papa Yungay,0.85,0.6,0.72,4398.0
SEP-2023,Papa Yungay,0.9,0.6,0.79,3864.0
OCT-2023,Papa Yungay,1.1,0.65,0.91,4034.0
NOV-2023,Papa Yungay,1.4,1.0,1.19,4843.0
DIC-2023,Papa Yungay,1.8,1.1,1.36,4863.0
ENE-2024,Papa Yungay,1.5,0.7,1.07,6084.0
FEB-2024,Papa Yungay,1.1,0.7,0.84,3535.0
MAR-2024,Papa Yungay,1.2,0.8,0.97,3896.0
ABR-2024,Papa Yungay,1.1,0.65,0.92,3274.0
MAY-2024,Papa Yungay,1.1,0.8,0.98,2509.0
JUN-2024,Papa Yungay,1.4,0.85,1.1,4149.0
JUL-2024,Papa Yungay,1.8,1.2,1.39,3249.0
AGO-2024,Papa Yungay,2.3,1.6,1.97,4366.0
SEP-2024,Papa Yungay,2.5,1.9,2.13,5528.0
